gene,log2FC,p_value,t_statistic,mean_ALS,mean_Control,adj_p_value,neg_log10_pval,dataset,description,n_ALS,n_Control,significant
Gene_1895,-0.0004255972466124,0.9991669400604644,-0.001057908351963,0.1478178450439383,0.1482434422905508,0.9991669400604644,0.0003619441163476,GSE76220,Blood gene expression in ALS,,,
Gene_1896,-0.3324381333706618,0.3943875070927165,-0.8714490991608196,-0.1530818540943904,0.1793562792762714,0.975368368848156,0.4040768505427632,GSE76220,Blood gene expression in ALS,,,
Gene_1897,0.2684575873710249,0.5430609180915608,0.6193205158581873,0.8288857993617176,0.5604282119906927,0.975368368848156,0.2651514505086136,GSE76220,Blood gene expression in ALS,,,
Gene_1898,-0.2341501178827177,0.552314711088729,-0.6050341676229901,0.2420778946974192,0.476228012580137,0.975368368848156,0.2578133890421726,GSE76220,Blood gene expression in ALS,,,
Gene_1899,0.4713652769928649,0.2955395343787162,1.0756825563069143,0.2406942211210663,-0.2306710558717986,0.975368368848156,0.5293844152426821,GSE76220,Blood gene expression in ALS,,,
Gene_1900,-0.2309531530168661,0.5504038325037914,-0.607973727785396,-0.31851956976071,-0.0875664167438439,0.975368368848156,0.2593185507364737,GSE76220,Blood gene expression in ALS,,,
Gene_1901,-0.0040404684167513,0.9940698426534608,-0.0075308196635689,0.2150191692795504,0.2190596376963017,0.9990373912849952,0.0025831013034793,GSE76220,Blood gene expression in ALS,,,
Gene_1902,-0.2872070889064765,0.5249408856040613,-0.6476811789739763,0.2103092518449071,0.4975163407513836,0.975368368848156,0.2798896004063174,GSE76220,Blood gene expression in ALS,,,
Gene_1903,0.7044581966580272,0.0548209365769666,2.046278724337435,0.3594946372545599,-0.3449635594034673,0.975368368848156,1.2610535491187755,GSE76220,Blood gene expression in ALS,,,
Gene_1904,0.1722334789310473,0.7095949312938676,0.3780350582056362,0.4763754817360803,0.304142002805033,0.975368368848156,0.1489894953732941,GSE76220,Blood gene expression in ALS,,,
Gene_1905,-0.2514942971915092,0.6004406087738696,-0.5326648325249393,-0.0622620065761965,0.1892322906153127,0.975368368848156,0.2215299433941008,GSE76220,Blood gene expression in ALS,,,
Gene_1906,0.284219963272727,0.6059382833167398,0.5245857736504609,-0.0208191172271246,-0.3050390804998517,0.975368368848156,0.2175716078137962,GSE76220,Blood gene expression in ALS,,,
Gene_1907,1.0735331169268365,0.0219840895265818,2.494710787928016,0.8212243726952216,-0.2523087442316146,0.975368368848156,1.6578915160242311,GSE76220,Blood gene expression in ALS,,,
Gene_1908,0.2093745583276183,0.6691969837541807,0.4339714665898406,0.2227413182719034,0.013366759944285,0.975368368848156,0.1744460251840416,GSE76220,Blood gene expression in ALS,,,
Gene_1909,-0.1878610011038339,0.6364970475672439,-0.4803006787424255,-0.281583689017819,-0.0937226879139851,0.975368368848156,0.1962036065087201,GSE76220,Blood gene expression in ALS,,,
Gene_1910,0.6274479698304188,0.0994413796460416,1.7321992359447689,0.480235570530453,-0.1472123992999657,0.975368368848156,1.002432858938954,GSE76220,Blood gene expression in ALS,,,
Gene_1911,0.397663300618189,0.3484037232777381,0.9614487222731344,0.2526687103498145,-0.1449945902683745,0.975368368848156,0.4579172124751204,GSE76220,Blood gene expression in ALS,,,
Gene_1912,-0.6973083318338018,0.2400683958442585,-1.2128059052404407,-0.5710564709020169,0.1262518609317849,0.975368368848156,0.6196650095134081,GSE76220,Blood gene expression in ALS,,,
Gene_1913,-0.2106956938654414,0.615381776921337,-0.5107902735439094,-0.0837970288408664,0.126898665024575,0.975368368848156,0.2108553685040387,GSE76220,Blood gene expression in ALS,,,
Gene_1914,0.2942655136357578,0.465965913618162,0.74402180413879,0.5243446362078616,0.2300791225721038,0.975368368848156,0.3316458516983724,GSE76220,Blood gene expression in ALS,,,
Gene_1915,-0.6267360904034026,0.1225415324364579,-1.6161659808431883,-0.4616148237618344,0.1651212666415682,0.975368368848156,0.9117166929241224,GSE76220,Blood gene expression in ALS,,,
Gene_1916,-0.6227567071134308,0.2379184386234484,-1.2185804993587148,-0.8118623606871778,-0.1891056535737469,0.975368368848156,0.6235718989374773,GSE76220,Blood gene expression in ALS,,,
Gene_1917,0.3818815046075978,0.3808321294328857,0.8972159019567676,0.0955589636517963,-0.2863225409558014,0.975368368848156,0.419266418883195,GSE76220,Blood gene expression in ALS,,,
Gene_1918,-0.4305387572873604,0.2699172998167249,-1.1364062930723684,-0.3721231428858139,0.0584156144015465,0.975368368848156,0.5687692793035645,GSE76220,Blood gene expression in ALS,,,
Gene_1919,0.6902474248758035,0.1111757929939286,1.670680568670179,0.537234773291453,-0.1530126515843505,0.975368368848156,0.953989764135298,GSE76220,Blood gene expression in ALS,,,
Gene_1920,-0.0014602545811976,0.997403447358145,-0.0032973850933883,-0.1751655248705463,-0.1737052702893486,0.9990373912849952,0.0011291350488447,GSE76220,Blood gene expression in ALS,,,
Gene_1921,0.1554134670932672,0.675550100804857,0.4250850362857835,-0.1156639233338953,-0.2710773904271626,0.975368368848156,0.1703424368769902,GSE76220,Blood gene expression in ALS,,,
Gene_1922,0.7810219653180939,0.0240940511867741,2.4510832606468687,0.4044396124013524,-0.3765823529167414,0.975368368848156,1.6180901713532971,GSE76220,Blood gene expression in ALS,,,
Gene_1923,-0.2465133731927529,0.600459286352307,-0.5326373242218162,-0.1117300852377819,0.1347832879549709,0.975368368848156,0.2215164342426981,GSE76220,Blood gene expression in ALS,,,
Gene_1924,-0.1629132479185478,0.6523084396760724,-0.4577714860785269,0.2194480227081553,0.3823612706267031,0.975368368848156,0.1855470024662659,GSE76220,Blood gene expression in ALS,,,
Gene_1925,0.2541932473483012,0.5247931267404815,0.6479146330528496,0.3998970550324833,0.1457038076841821,0.975368368848156,0.2800118615863386,GSE76220,Blood gene expression in ALS,,,
Gene_1926,-0.3986457525935678,0.3294210566917318,-1.0009670899729424,0.3359436971130373,0.7345894497066051,0.975368368848156,0.4822486440468027,GSE76220,Blood gene expression in ALS,,,
Gene_1927,-0.0578551836431973,0.8869948163533926,-0.1440282883031556,0.1679862221677638,0.2258414058109612,0.9893581318592128,0.0520789182017526,GSE76220,Blood gene expression in ALS,,,
Gene_1928,0.1144559267928551,0.8224324645647662,0.2275425758464395,0.138620865328477,0.0241649385356218,0.9893581318592128,0.0848997547409963,GSE76220,Blood gene expression in ALS,,,
Gene_1929,0.124569274791483,0.7237233296853318,0.3587694517752337,0.2663412797713863,0.1417720049799032,0.975368368848156,0.1404274273873534,GSE76220,Blood gene expression in ALS,,,
Gene_1930,0.0863841579303728,0.8266761693179511,0.2220084290665624,-0.0371133320753847,-0.1234974900057576,0.9893581318592128,0.0826645816451036,GSE76220,Blood gene expression in ALS,,,
Gene_1931,-0.2286259776401843,0.6641390979179029,-0.4410717835371376,-0.2726969061308588,-0.0440709284906744,0.975368368848156,0.1777409520602342,GSE76220,Blood gene expression in ALS,,,
Gene_1932,-0.1404451944813346,0.6483418964487291,-0.4634001538082191,0.2010418922457387,0.3414870867270733,0.975368368848156,0.1881959129820413,GSE76220,Blood gene expression in ALS,,,
Gene_1933,0.0370251157534463,0.9233818492017716,0.0974600190440565,0.0506111243799335,0.0135860086264872,0.9893581318592128,0.034618666571739,GSE76220,Blood gene expression in ALS,,,
Gene_1934,0.1754478054288284,0.6586412809003421,0.4488160644033179,0.3170483890913543,0.1416005836625258,0.975368368848156,0.1813510529964365,GSE76220,Blood gene expression in ALS,,,
Gene_1935,0.1976194330109858,0.711122611608549,0.3759449492385495,-0.1126682707510961,-0.3102877037620819,0.975368368848156,0.1480555118523593,GSE76220,Blood gene expression in ALS,,,
Gene_1936,-0.5865352472364397,0.247264801697797,-1.193758650280917,-0.0428893922212249,0.5436458550152147,0.975368368848156,0.6068377013353622,GSE76220,Blood gene expression in ALS,,,
Gene_1937,0.7669245323415832,0.1300690560706136,1.5823694154768797,0.416307124164302,-0.3506174081772811,0.975368368848156,0.8858260114800944,GSE76220,Blood gene expression in ALS,,,
Gene_1938,0.010164125166124,0.9761104002348427,0.030342455637792,-0.0717033826579885,-0.0818675078241126,0.9929912515105216,0.0105010598934724,GSE76220,Blood gene expression in ALS,,,
Gene_1939,-0.3131748837578338,0.3626054465626742,-0.9328417936385726,-0.271882719665322,0.0412921640925118,0.975368368848156,0.4405656768142837,GSE76220,Blood gene expression in ALS,,,
Gene_1940,-0.390799569663162,0.3709974599884711,-0.9162931360829544,-0.4831703125479475,-0.0923707428847856,0.975368368848156,0.4306290637455125,GSE76220,Blood gene expression in ALS,,,
Gene_1941,0.2676812322490416,0.5810540499505831,0.5614491401560272,-0.1523681640577297,-0.4200493963067714,0.975368368848156,0.2357834674315479,GSE76220,Blood gene expression in ALS,,,
Gene_1942,-0.1981609175245207,0.6598693741307294,-0.447083743065561,0.0126158740884229,0.2107767916129437,0.975368368848156,0.1805420276534522,GSE76220,Blood gene expression in ALS,,,
Gene_1943,-0.1415056766567378,0.6357990513810812,-0.4813010143093567,0.19783909616437,0.3393447728211078,0.975368368848156,0.1966801243927294,GSE76220,Blood gene expression in ALS,,,
Gene_1944,0.3053905810356376,0.5951785014194997,0.5404316307125774,0.1012545376972048,-0.2041360433384327,0.975368368848156,0.2253527644304317,GSE76220,Blood gene expression in ALS,,,
Gene_1945,0.2664386158464397,0.5962147321111093,0.5388995086008633,0.2561026332812781,-0.0103359825651616,0.975368368848156,0.2245972970126892,GSE76220,Blood gene expression in ALS,,,
Gene_1946,0.0577406483682538,0.9107924400675828,0.1135414731992915,0.1659030049390397,0.1081623565707858,0.9893581318592128,0.0405805828554876,GSE76220,Blood gene expression in ALS,,,
Gene_1947,0.120654611890814,0.7963321974503462,0.2617481137704391,0.2329341290713419,0.1122795171805279,0.988496049236266,0.0989057244441234,GSE76220,Blood gene expression in ALS,,,
Gene_1948,-0.4963755596740116,0.3624269267872299,-0.9331966196221138,-0.1880754898318026,0.308300069842209,0.975368368848156,0.4407795435540396,GSE76220,Blood gene expression in ALS,,,
Gene_1949,-0.1635791038412203,0.7022518903051941,-0.388105819855789,-0.2861918290087322,-0.1226127251675118,0.975368368848156,0.1535070831010941,GSE76220,Blood gene expression in ALS,,,
Gene_1950,0.1043159346122243,0.7927412873215464,0.2664784493280624,0.1074236510322416,0.0031077164200173,0.988496049236266,0.1008685224184623,GSE76220,Blood gene expression in ALS,,,
Gene_1951,0.5101360114907141,0.1751626115005783,1.4084132363093096,0.2495525717417505,-0.2605834397489635,0.975368368848156,0.7565585885322298,GSE76220,Blood gene expression in ALS,,,
Gene_1952,0.2329682257227682,0.4705194542961071,0.736337953234582,0.0079210040426389,-0.2250472216801292,0.975368368848156,0.3274224153423981,GSE76220,Blood gene expression in ALS,,,
Gene_1953,0.7786370271025984,0.1151048918501884,1.6513211801747911,0.0294911812706495,-0.7491458458319488,0.975368368848156,0.9389062188689242,GSE76220,Blood gene expression in ALS,,,
Gene_1954,0.4806568889645803,0.3758814307439611,0.9067776184792014,0.2605336972365182,-0.2201231917280621,0.975368368848156,0.4249491287278713,GSE76220,Blood gene expression in ALS,,,
Gene_1955,0.085015727947794,0.8407220630838599,0.2037411928008434,0.1020878791712884,0.0170721512234944,0.9893581318592128,0.0753475552355737,GSE76220,Blood gene expression in ALS,,,
Gene_1956,-0.3184556049204032,0.5926001078488639,-0.5442496476794787,0.2663423172624692,0.5847979221828724,0.975368368848156,0.227238273817557,GSE76220,Blood gene expression in ALS,,,
Gene_1957,-0.3325573333441698,0.4256303010055569,-0.814177676621869,-0.4465499322109816,-0.1139925988668118,0.975368368848156,0.3709674617960019,GSE76220,Blood gene expression in ALS,,,
Gene_1958,0.2698584489476831,0.4411667691485749,0.7866886063518973,0.1106366921096779,-0.1592217568380052,0.975368368848156,0.3553972081967901,GSE76220,Blood gene expression in ALS,,,
Gene_1959,-0.1186571628357238,0.7372692099496647,-0.3404280995676511,0.2740753068101177,0.3927324696458415,0.9780154802725024,0.1323739028501578,GSE76220,Blood gene expression in ALS,,,
Gene_1960,0.2077027530232052,0.5489516966931538,0.6102112222844494,-0.2025485609084464,-0.4102513139316517,0.975368368848156,0.2604658682685508,GSE76220,Blood gene expression in ALS,,,
Gene_1961,-0.1434658110141453,0.7552274208819664,-0.3162946105202272,-0.254683146302327,-0.1112173352881817,0.983369037606727,0.1219222500109244,GSE76220,Blood gene expression in ALS,,,
Gene_1962,-0.0932012640481851,0.8244891873527334,-0.2248595342215299,-0.1847970924435513,-0.0915958283953661,0.9893581318592128,0.0838150354759017,GSE76220,Blood gene expression in ALS,,,
Gene_1963,-0.2855546087509284,0.4754061164724623,-0.7281411628645501,-0.019882394826041,0.2656722139248874,0.975368368848156,0.3229352350328469,GSE76220,Blood gene expression in ALS,,,
Gene_1964,-0.2139231251634514,0.6802761658006686,-0.4184971167466588,-0.0895723578662062,0.1243507672972452,0.975368368848156,0.1673147447421789,GSE76220,Blood gene expression in ALS,,,
Gene_1965,-0.1169129384841478,0.7847348964911809,-0.277048066436998,-0.2417491121148636,-0.1248361736307157,0.9870879201146928,0.1052770342563494,GSE76220,Blood gene expression in ALS,,,
Gene_1966,0.5393774878575146,0.2674958420504086,1.142361360090238,0.535212050589359,-0.0041654372681556,0.975368368848156,0.572682964254334,GSE76220,Blood gene expression in ALS,,,
Gene_1967,0.3276764433140875,0.3327195875947976,0.9939885910712872,0.0538068653869151,-0.2738695779271723,0.975368368848156,0.4779216309498513,GSE76220,Blood gene expression in ALS,,,
Gene_1968,-0.3357513918180927,0.3924964619904095,-0.8750083836403783,-0.2914554087431996,0.0442959830748931,0.975368368848156,0.4061642536829765,GSE76220,Blood gene expression in ALS,,,
Gene_1969,-0.4641806945823905,0.3219963000793894,-1.0168563309102776,0.0679914510804826,0.5321721456628731,0.975368368848156,0.4921491185660836,GSE76220,Blood gene expression in ALS,,,
Gene_1970,0.2324750038605406,0.5234270411567297,0.6500747284946901,-0.1809967281762838,-0.4134717320368244,0.975368368848156,0.2811438447037926,GSE76220,Blood gene expression in ALS,,,
Gene_1971,0.5182462716631989,0.1804460541626117,1.3905175022222849,0.4737940979312817,-0.0444521737319172,0.975368368848156,0.7436526102746897,GSE76220,Blood gene expression in ALS,,,
Gene_1972,0.2540233716379775,0.6378360559633482,0.478383071587417,0.1302197247474608,-0.1238036468905166,0.975368368848156,0.1952909343509371,GSE76220,Blood gene expression in ALS,,,
Gene_1973,0.2136539362093052,0.6898435528373621,0.4052180280170763,0.190830044857844,-0.0228238913514611,0.975368368848156,0.1612493901950134,GSE76220,Blood gene expression in ALS,,,
Gene_1974,0.4561728840661222,0.277883575960032,1.117089636335634,0.6928515125674231,0.2366786285013008,0.975368368848156,0.5561371210193722,GSE76220,Blood gene expression in ALS,,,
Gene_1975,0.0655284804052615,0.879941643811786,0.1530897745841631,-0.0220312814689208,-0.0875597618741823,0.9893581318592128,0.0555461285440187,GSE76220,Blood gene expression in ALS,,,
Gene_1976,-0.9882912122236236,0.0113105789567001,-2.8045661522627667,-0.3077063113104533,0.6805849009131704,0.975368368848156,1.9465151641934824,GSE76220,Blood gene expression in ALS,,,
Gene_1977,-0.2702525090099795,0.6483051956743069,-0.4634523046648899,-0.1599951984923364,0.1102573105176431,0.975368368848156,0.188220497842354,GSE76220,Blood gene expression in ALS,,,
Gene_1978,-0.5554953060065619,0.2209272093374918,-1.265683750463345,-0.1673230389628614,0.3881722670437005,0.975368368848156,0.6557507932393932,GSE76220,Blood gene expression in ALS,,,
Gene_1979,-0.8647082438820072,0.1071825306122239,-1.690963268650978,-0.6309803745979271,0.23372786928408,0.975368368848156,0.9698759933462384,GSE76220,Blood gene expression in ALS,,,
Gene_1980,-0.2788761484543759,0.5554538999968681,-0.6002167402855273,-0.1786007134418097,0.1002754350125661,0.975368368848156,0.255351979581395,GSE76220,Blood gene expression in ALS,,,
Gene_1981,0.2390451784567562,0.5933589655015172,0.5431250996706652,0.0798772341610144,-0.1591679442957417,0.975368368848156,0.2266824911712893,GSE76220,Blood gene expression in ALS,,,
Gene_1982,0.3322138622832074,0.4346739330631871,0.798101796149068,0.6116105775493051,0.2793967152660977,0.975368368848156,0.3618364032098006,GSE76220,Blood gene expression in ALS,,,
Gene_1983,0.1856331617030891,0.6794256571176553,0.4196812816626228,-0.0315131796840837,-0.2171463413871729,0.975368368848156,0.1678580569151737,GSE76220,Blood gene expression in ALS,,,
Gene_1984,0.9352693324237008,0.159895717045936,1.462698368971706,0.8518656756218214,-0.0834036568018793,0.975368368848156,0.7961631690757024,GSE76220,Blood gene expression in ALS,,,
Gene_1985,-0.0870392882332146,0.8488546361574265,-0.1931974207894364,0.4369326913406895,0.5239719795739042,0.9893581318592128,0.0711666750326826,GSE76220,Blood gene expression in ALS,,,
Gene_1986,-0.1090626005258327,0.7645535584235521,-0.3038381030781966,-0.4377591049988932,-0.3286965044730605,0.9852880126669332,0.1165920860357276,GSE76220,Blood gene expression in ALS,,,
Gene_1987,0.8389611334762163,0.074672073805649,1.8860364478215503,0.3889832833513179,-0.4499778501248983,0.975368368848156,1.1268417872033714,GSE76220,Blood gene expression in ALS,,,
Gene_1988,-0.5145760295151779,0.205237672627279,-1.311739506472468,-0.2645572751224767,0.2500187543927012,0.975368368848156,0.6877429188405713,GSE76220,Blood gene expression in ALS,,,
Gene_1989,-0.5677630471004197,0.2684706620758679,-1.1399592045365656,0.1028342580038407,0.6705973051042604,0.975368368848156,0.5711031661830744,GSE76220,Blood gene expression in ALS,,,
Gene_1990,0.0080522097174591,0.982941122815535,0.0216649610912894,0.0437284047802821,0.0356761950628229,0.9958876624270872,0.0074724951913817,GSE76220,Blood gene expression in ALS,,,
Gene_1991,0.7111278765880491,0.0928792504922321,1.7693806069431153,0.1884173856739167,-0.5227104909141325,0.975368368848156,1.0320812978818974,GSE76220,Blood gene expression in ALS,,,
Gene_1992,0.5344299390378969,0.2368077936089147,1.2215791965992806,0.05530573509086,-0.4791242039470368,0.975368368848156,0.625604008597565,GSE76220,Blood gene expression in ALS,,,
Gene_1993,-0.0226730943172894,0.9619996553383876,-0.0482766121633204,-0.2997206061623895,-0.2770475118451,0.9921520588394857,0.01682508355955,GSE76220,Blood gene expression in ALS,,,
Gene_1994,-0.0949309011298372,0.8257199282802152,-0.2232548183293079,-0.15548722400507,-0.0605563228752328,0.9893581318592128,0.0831672338276173,GSE76220,Blood gene expression in ALS,,,
Gene_1995,0.0247209813173318,0.9663460192241886,0.042751108823958,0.3204551698608757,0.2957341885435439,0.992350918727013,0.0148673380439681,GSE76220,Blood gene expression in ALS,,,
Gene_1996,-0.2877798879315957,0.5461970721588071,-0.6144643253015576,-0.2990884701772652,-0.0113085822456695,0.975368368848156,0.2626506321872814,GSE76220,Blood gene expression in ALS,,,
Gene_1997,-0.1766576907007878,0.6827825139949579,-0.4150110721476811,-0.1661471362950607,0.010510554405727,0.975368368848156,0.1657176096614945,GSE76220,Blood gene expression in ALS,,,
Gene_1998,-0.2433125843706719,0.5338442489423258,-0.633680384412777,0.101941138600121,0.345253722970793,0.975368368848156,0.2725854315319619,GSE76220,Blood gene expression in ALS,,,
Gene_1999,-0.5201002253478985,0.2516863689275547,-1.1822630351701084,0.0780417953707345,0.598142020718633,0.975368368848156,0.5991403047529894,GSE76220,Blood gene expression in ALS,,,
GENE_00000,-0.0587610846173533,0.9435635166084564,-0.0719181672002577,640.945606000681,667.5903089405575,0.9849306018877416,0.0252288596918504,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00001,-0.177774320963699,0.8742965266970683,-0.1612591201623165,566.3057782779251,640.5697059786937,0.9611303458188016,0.0583412469224775,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00002,-0.1728201684432463,0.78028521437843,-0.2843782914573974,401.5412787544554,452.64137801603937,0.9237893106809236,0.1077466224509875,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00003,-0.8617507089654695,0.1789714057984551,-1.4304908827271212,572.9209955592953,1041.1362073680166,0.8050296958245977,0.7472163505615966,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00004,-0.2100159280557051,0.7917040675359697,-0.2685735791440132,618.7013351299385,715.6524248188329,0.9275074871402884,0.1014371237809034,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00005,1.383859100139544,0.3085501485453945,1.0825518980039568,1171.0974990783209,448.75567589645766,0.8050296958245977,0.5106742401670162,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00006,-0.5975168057765204,0.5614065559809229,-0.6009386506677046,1173.8151114803231,1776.1113013806414,0.8408408567133462,0.2507225200775796,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00007,-1.3654446063578238,0.1610310047987823,-1.5104906285024895,300.6253817879638,774.5784841316275,0.8050296958245977,0.7930904971566655,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00008,0.2480302925881166,0.7780222943634035,0.290171992226225,744.5886491449569,626.9773522014087,0.9237893106809236,0.109007958048514,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00009,-1.6950680283656805,0.2214370106645453,-1.3209756833441522,673.1218458509613,2179.5157253903267,0.8050296958245977,0.6547497900333773,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00010,-0.3819007680968225,0.4576706817286666,-0.7632292187894614,391.6451144008472,510.3361110877038,0.8135330879751551,0.3394469074793624,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00011,-2.887382628923172,0.3354673827579335,-1.0246036272969603,716.8972752910945,5304.515344382047,0.8050296958245977,0.4743496995691232,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00012,1.17965606357395,0.4387405151774769,0.8107713435051396,1024.5299546869107,452.2856417918056,0.8109443523709737,0.3577922591314947,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00013,0.6897031110764416,0.5208926954293638,0.6688758354449289,1129.834625950547,700.4764773506128,0.8265509787329873,0.2832517327131331,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00014,1.5174690198260274,0.2098407117833871,1.3491159887728603,1253.6866753505756,437.9104586301873,0.8050296958245977,0.678110249280679,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00015,1.9795698470326144,0.0776614692201708,2.00151500769756,1522.225157217461,385.9837246223376,0.8050296958245977,1.1097943976146272,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00016,0.2351050424751229,0.6074247634043923,0.5241498387533199,609.5364459878201,517.876266694555,0.858188847094902,0.2165075068025798,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00017,-0.2945213092450422,0.7173157627740303,-0.3717290327536291,899.0681168584521,1102.6872303021885,0.9045468968171828,0.1442896255836838,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00018,1.7843929235883862,0.0376590102574808,2.422617005928101,1404.1296881836104,407.61619242565513,0.8050296958245977,1.4241310981632989,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00019,-0.0975013033095659,0.9049808885837988,-0.1221696967242805,456.5941546532447,488.5186679555664,0.9733070430025798,0.0433605921431244,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00020,-0.290973441575747,0.702505218123485,-0.3888797143258992,606.9624947304058,742.5976831882042,0.898574083043598,0.1533504455242079,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00021,0.0008633464375434,0.999354115973887,0.0008225705972097,1075.3085081935906,1074.6652079670498,0.9995540267792428,0.0002805944939987,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00022,-1.635486587814161,0.0434190460906904,-2.303260094563039,299.2105658405662,929.6242537704117,0.8050296958245977,1.3623197221552088,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00023,0.5098268129072436,0.5195581234289421,0.6599265871449289,1386.277079393324,973.5917372264836,0.8263384872462423,0.2843658604793823,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00024,0.9513461529685322,0.3241280320341557,1.0404432370223684,804.5247333240566,416.0597193195992,0.8050296958245977,0.4892834076246937,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00025,0.5766115045771133,0.5982006933892139,0.5450954603736885,767.1650781051085,514.4124446702751,0.8560508698481484,0.2231530879029372,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00026,1.950082730798211,0.3565213947006447,0.9762836089928498,2341.9454948541197,606.0987485940005,0.8050296958245977,0.4479144031988369,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00027,-0.2584997888407407,0.7619655862058011,-0.3082376951033527,905.4571758210502,1083.138779755251,0.9189384128157592,0.1180646429103008,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00028,-0.33173243098185,0.5480609175989828,-0.6171306371032892,346.4337668187567,435.9951199197479,0.8357337352440785,0.2611711665033729,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00029,0.6641629895785324,0.3531877432604212,0.963646245850137,429.97083931795765,271.33512681334355,0.8050296958245977,0.4519943762346933,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00030,0.498359723388507,0.4772255553001114,0.7298970244365535,692.7448439408404,490.4018238187334,0.8185226337752144,0.3212763080263082,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00031,-0.5836726800504682,0.5759064724045573,-0.5790426156383932,694.6877431381621,1041.10041771132,0.8504230248147626,0.2396480405640539,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00032,-1.0778986059357256,0.3634491245415087,-0.9607860692074116,561.6264489210821,1185.5704461487142,0.8064159195346505,0.4395563729128789,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00033,0.6340093564389375,0.3424487329068248,0.9784637282366488,1706.5489747373088,1099.6713803407322,0.8050296958245977,0.465404436382371,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00034,1.2757162327808067,0.2407781957687378,1.2557076803313376,1848.280056684828,763.376744355834,0.8050296958245977,0.6183828441836099,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00035,-1.4684690121232251,0.2318981664195343,-1.2790579614496278,284.14441031553133,786.3073538637758,0.8050296958245977,0.6347026852431102,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00036,1.678129077235587,0.2822379684172522,1.1490432360277614,1648.9660982157338,515.2814853545544,0.8050296958245977,0.5493845626407926,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00037,-1.0612886968239532,0.2037463136226524,-1.3430740602488638,553.0063975709819,1154.010837490478,0.8050296958245977,0.6909102401969349,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00038,-0.5016315032499576,0.364206526798445,-0.9360237910539289,507.99724562648254,719.2294910906658,0.8064159195346505,0.4386522756549083,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00039,-2.2848878064220437,0.0480116232314245,-2.3151150337435147,243.8939340382473,1188.5590560565306,0.8050296958245977,1.318653610662092,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00040,0.1744053831799672,0.7542746138920395,0.318672798149362,543.0058675421203,481.1752390166617,0.9149376684765156,0.1224705087922535,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00041,-1.3956549138682792,0.4118163681691869,-0.858463042003618,560.7790812379252,1475.4544189381718,0.8097031933459682,0.3852963957843193,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
GENE_00042,0.3412088777540605,0.7560809232731486,0.3180879021123075,1529.8102341804251,1207.6009749161162,0.9155738959471404,0.1214317195118081,GSE76253,Frontal cortex - ALS vs controls,9.0,9.0,False
