Gene_Symbol,mRNA_logFC_mean,mRNA_adjPval_max,protein_logFC,protein_adjPval,discordance_score,quadrant
RPLP2,0.123734783,0.464815563,0.665,1,0.5412652170000001,ambiguous
PSMC1,0.106664073,0.465424052,-0.228,1,-0.334664073,ambiguous
VDAC2,0.097635122,0.465941666,-0.191,1,-0.288635122,ambiguous
ABCA2,0.225750583,0.466052621,-0.203,1,-0.428750583,ambiguous
RPS14,0.124236349,0.466275826,-0.713,1,-0.837236349,ambiguous
CDC42,0.097871824,0.46640427,0.476,1,0.378128176,ambiguous
STAT6,-0.11363474,0.466433189,-0.138,1,-0.024365260000000014,ambiguous
DDHD2,0.09363729,0.466855076,-0.075,1,-0.16863729,ambiguous
EHD1,-0.104400592,0.467442735,-0.239,1,-0.13459940799999998,ambiguous
DCTN1,0.0808623,0.468312278,-0.247,1,-0.3278623,ambiguous
HBB,-0.324887586,0.468834898,0.455,1,0.7798875860000001,ambiguous
GCDH,-0.103147464,0.470066971,-1.1,1,-0.9968525360000001,ambiguous
MFN2,0.067189667,0.470664011,0.0742,1,0.0070103330000000075,ambiguous
FN3K,0.093972466,0.471116575,-0.219,1,-0.312972466,ambiguous
KARS,0.061812387,0.471689058,0.0686,1,0.006787612999999991,ambiguous
TRAPPC9,-0.073811259,0.47185438,0.129,1,0.20281125900000002,ambiguous
SH3GL1,-0.091277623,0.47327131,-1.49,1,-1.398722377,ambiguous
C16orf45,0.105467385,0.473315324,0.0693,1,-0.036167384999999996,ambiguous
HIP1R,-0.164675562,0.473676685,-0.0199,1,0.144775562,ambiguous
FXR2,0.079088602,0.474260808,0.694,1,0.6149113979999999,ambiguous
MYO6,0.109388,0.474752915,0.208,1,0.09861199999999999,ambiguous
EPHA4,0.172833597,0.474752915,-0.129,1,-0.301833597,ambiguous
SLC17A7,0.17549266,0.475044854,0.512,1,0.33650734000000004,ambiguous
TRIM3,-0.089765092,0.476442652,-0.128,1,-0.038234908,ambiguous
PARK7,0.082486928,0.476449978,0.795,1,0.712513072,ambiguous
TLN2,0.087636098,0.478091533,-0.213,1,-0.300636098,ambiguous
ARPC4,0.074909099,0.47855222,-0.772,1,-0.846909099,ambiguous
DNAJC11,-0.068017793,0.479500827,0.0422,1,0.110217793,ambiguous
TMX4,0.122225718,0.479500827,-0.709,1,-0.831225718,ambiguous
RPA3,0.129572035,0.479634384,-0.492,1,-0.621572035,ambiguous
STXBP5,0.106706534,0.479740133,-0.734,1,-0.840706534,ambiguous
SNRPB,-0.093031411,0.480292467,0.0416,1,0.13463141099999998,ambiguous
FIBP,-0.100489976,0.480760044,-0.129,1,-0.02851002400000001,ambiguous
CFL1,0.076872665,0.482515634,-0.115,1,-0.191872665,ambiguous
SPTAN1,0.071297636,0.482707501,0.0171,1,-0.054197635999999993,ambiguous
TOMM40,-0.099491717,0.482895116,0.632,1,0.731491717,ambiguous
CDK18,0.260295796,0.483762023,0.381,1,0.12070420399999998,ambiguous
IARS,0.077178031,0.485014083,-0.0457,1,-0.122878031,ambiguous
NRBP1,-0.060342292,0.485577406,0.0593,1,0.119642292,ambiguous
TJP1,0.115188618,0.48658951,0.737,1,0.621811382,ambiguous
TBC1D17,-0.079195802,0.487989155,-0.0686,1,0.010595802000000001,ambiguous
PSAT1,0.117657752,0.488053943,-0.402,1,-0.5196577520000001,ambiguous
AKR1C2,0.185899755,0.488053943,-0.525,1,-0.710899755,ambiguous
ALDH2,0.081216741,0.488258137,0.91,1,0.828783259,ambiguous
XRCC6,0.086917616,0.489074052,-0.419,1,-0.505917616,ambiguous
ANKS1B,0.051388482,0.491318768,0.0766,1,0.025211518000000002,ambiguous
VIM,0.225086513,0.491905655,0.135,1,-0.09008651299999998,ambiguous
TOLLIP,0.106243157,0.493283401,0.468,1,0.361756843,ambiguous
DTNA,0.141997505,0.493351446,0.313,1,0.171002495,ambiguous
SYNGAP1,-0.148513885,0.49346232,0.747,1,0.895513885,ambiguous
ARHGEF6,0.104036031,0.494425745,0.1,1,-0.0040360309999999955,ambiguous
VARS,-0.089613795,0.496843203,-0.619,1,-0.529386205,ambiguous
PPIA,0.096054243,0.496915828,-0.303,1,-0.399054243,ambiguous
VPS18,-0.074473624,0.497672674,0.021,1,0.095473624,ambiguous
ANK1,-0.172452492,0.497722878,0.234,1,0.406452492,ambiguous
SRGAP2,0.061129145,0.498272972,-0.431,1,-0.492129145,ambiguous
AP3B2,-0.129760365,0.501940693,-0.678,1,-0.5482396350000001,ambiguous
NDUFA7,-0.097192529,0.502403462,0.759,1,0.856192529,ambiguous
CHMP4B,0.065489669,0.502532921,-1.5,1,-1.565489669,ambiguous
DHX30,-0.062315483,0.503275799,-0.889,1,-0.826684517,ambiguous
COMT,0.111310658,0.504095808,-0.446,1,-0.557310658,ambiguous
WASF1,0.123505042,0.504095808,-0.161,1,-0.284505042,ambiguous
ATAT1,0.062565751,0.506537262,-0.0358,1,-0.098365751,ambiguous
AP2M1,0.107642486,0.507066986,-0.303,1,-0.410642486,ambiguous
SIPA1L1,-0.083019053,0.507250217,0.42,1,0.5030190529999999,ambiguous
LMNB2,-0.070353877,0.507767949,0.357,1,0.427353877,ambiguous
CLU,0.083206117,0.507767949,0.248,1,0.164793883,ambiguous
CORO2B,0.070603039,0.507767949,0.739,1,0.668396961,ambiguous
PREX1,0.176711745,0.508856755,0.562,1,0.3852882550000001,ambiguous
PDHA1,0.06715254,0.508949836,0.214,1,0.14684745999999999,ambiguous
PSMC2,0.086133754,0.50945947,-0.183,1,-0.269133754,ambiguous
UPF1,-0.0730689,0.509558274,0.0753,1,0.14836890000000003,ambiguous
VWA1,0.233963338,0.510174284,0.202,1,-0.03196333799999998,ambiguous
RPS4X,0.114878053,0.510306558,-0.0736,1,-0.18847805299999998,ambiguous
TSFM,0.0611538,0.511795825,0.437,1,0.3758462,ambiguous
CAMKK2,0.137028032,0.513597455,-0.17,1,-0.307028032,ambiguous
THY1,0.147377666,0.513597455,-0.401,1,-0.548377666,ambiguous
PHKA1,-0.11017723,0.513798683,-1.1,1,-0.9898227700000001,ambiguous
GOT2,0.096094651,0.513834427,0.62,1,0.523905349,ambiguous
STRN4,-0.085715238,0.514047489,-0.229,1,-0.143284762,ambiguous
BEGAIN,-0.15188754,0.514407567,-0.195,1,-0.04311246000000002,ambiguous
NDUFA6,0.096663113,0.515468507,0.382,1,0.28533688700000004,ambiguous
NOP58,0.052463575,0.515759521,0.224,1,0.171536425,ambiguous
HIST1H2AC,0.134516321,0.516411594,-0.16,1,-0.294516321,ambiguous
FSCN1,0.119085525,0.51704301,-0.258,1,-0.37708552500000003,ambiguous
RPL10,0.119464447,0.517938732,-0.561,1,-0.6804644470000001,ambiguous
SAMM50,-0.055238475,0.51861147,0.143,1,0.198238475,ambiguous
MAP1A,0.087936542,0.518872583,0.0491,1,-0.03883654200000001,ambiguous
EPHX1,-0.127396719,0.519106915,1.0,1,1.127396719,ambiguous
MTMR10,0.156778547,0.519333811,-1.05,1,-1.206778547,ambiguous
DYNC1I1,0.104076539,0.520056445,-0.16,1,-0.264076539,ambiguous
ITPR1,0.123780342,0.520370024,0.112,1,-0.011780342,ambiguous
CDH13,0.157064758,0.522569958,0.162,1,0.004935242000000006,ambiguous
PDK2,-0.071680217,0.52286583,-0.0564,1,0.015280217000000006,ambiguous
RPL35,0.111403132,0.523321269,-0.914,1,-1.025403132,ambiguous
S100B,0.250287229,0.524972689,0.591,1,0.34071277099999997,ambiguous
IMPDH2,0.079134365,0.524983196,-0.039,1,-0.11813436499999999,ambiguous
ADCY2,0.066011292,0.525406295,0.23,1,0.163988708,ambiguous
NDUFA4,0.146857249,0.527870865,0.53,1,0.38314275100000006,ambiguous
TTC37,0.068249827,0.527870865,-0.212,1,-0.280249827,ambiguous
STUB1,0.077187665,0.527900392,-0.763,1,-0.840187665,ambiguous
ETFB,0.110035862,0.527964147,-0.705,1,-0.815035862,ambiguous
CTSB,0.070447246,0.52837445,0.663,1,0.5925527540000001,ambiguous
SNX9,0.072430743,0.53126541,-0.428,1,-0.500430743,ambiguous
FKBP15,-0.065600337,0.531828619,-0.778,1,-0.712399663,ambiguous
WDR61,-0.058926733,0.531901262,0.0344,1,0.093326733,ambiguous
PFKP,-0.109263136,0.532028446,-0.145,1,-0.03573686399999999,ambiguous
PPP1R3F,0.067103521,0.532420125,-0.352,1,-0.419103521,ambiguous
UQCRQ,-0.10282773,0.532438123,-0.235,1,-0.13217226999999998,ambiguous
RGS6,-0.115100679,0.532853333,-0.804,1,-0.6888993210000001,ambiguous
ATP1B2,-0.111687046,0.533042133,0.16,1,0.271687046,ambiguous
MPP2,0.073827197,0.533442508,0.0778,1,0.003972802999999997,ambiguous
HRAS,0.081359432,0.53395481,-0.363,1,-0.444359432,ambiguous
EIF4A1,-0.081331094,0.534496492,-0.295,1,-0.213668906,ambiguous
RPS11,0.109268222,0.534875442,0.605,1,0.495731778,ambiguous
HINT1,0.121821488,0.536014133,-0.31,1,-0.431821488,ambiguous
HOMER1,0.118138276,0.536829095,0.587,1,0.468861724,ambiguous
TUBA8,0.120386085,0.53843913,-0.233,1,-0.353386085,ambiguous
RPS15A,0.125402661,0.538873158,-0.214,1,-0.339402661,ambiguous
ABLIM2,-0.114944932,0.539616105,0.0906,1,0.205544932,ambiguous
RANBP1,0.078928411,0.54111899,-0.0182,1,-0.097128411,ambiguous
BIN1,0.131039093,0.541210743,0.127,1,-0.004039092999999994,ambiguous
FABP7,-0.142193796,0.541394808,0.000198,1,0.14239179600000001,ambiguous
ACTN1,-0.111136321,0.542443502,0.294,1,0.40513632099999997,ambiguous
BLVRB,0.094675721,0.543162498,-0.85,1,-0.944675721,ambiguous
IDH1,0.082986497,0.546427366,0.961,1,0.8780135029999999,ambiguous
COASY,0.069503623,0.546836246,0.479,1,0.40949637699999997,ambiguous
DLG4,0.115729159,0.548341349,0.202,1,0.08627084100000001,ambiguous
GNL1,0.068374717,0.548789888,-0.362,1,-0.43037471699999996,ambiguous
PRPF19,-0.093636476,0.54916231,-0.269,1,-0.17536352400000002,ambiguous
BGN,0.205245704,0.549266698,-0.819,1,-1.024245704,ambiguous
PRKCA,0.054451505,0.549279264,-0.00134,1,-0.055791505,ambiguous
ETFA,0.069427527,0.549714499,0.279,1,0.20957247300000004,ambiguous
FAM213B,-0.092064604,0.55080823,-0.493,1,-0.400935396,ambiguous
TNS3,-0.129779728,0.552942683,-0.774,1,-0.644220272,ambiguous
SFPQ,-0.068659819,0.55331359,-0.689,1,-0.620340181,ambiguous
HUWE1,0.036842347,0.553477036,-0.015,1,-0.051842347,ambiguous
LIMS1,0.118745514,0.554247761,-0.342,1,-0.460745514,ambiguous
RASGRF1,-0.096587351,0.555381543,0.0141,1,0.110687351,ambiguous
ITPKA,0.168007411,0.555677853,0.149,1,-0.019007411000000002,ambiguous
LANCL2,0.070884601,0.557014021,0.148,1,0.07711539899999999,ambiguous
HNRNPDL,0.056065143,0.557162932,0.422,1,0.365934857,ambiguous
CCDC127,0.057485776,0.557626504,-0.121,1,-0.17848577599999998,ambiguous
GABARAPL1,0.114108787,0.55782874,-0.599,1,-0.713108787,ambiguous
RIMS1,0.085032211,0.558088407,0.457,1,0.37196778900000005,ambiguous
RPS16,0.108002844,0.559518462,-0.0786,1,-0.186602844,ambiguous
GAPVD1,0.035626241,0.559722359,0.0939,1,0.058273758999999994,ambiguous
TUBB4B,-0.094042565,0.560758974,-0.142,1,-0.04795743499999999,ambiguous
VPS28,-0.064138953,0.56087837,-0.464,1,-0.399861047,ambiguous
PTPRN,-0.144173444,0.56087837,0.079,1,0.223173444,ambiguous
MAPT,0.068700333,0.561777824,0.246,1,0.177299667,ambiguous
PTPN5,-0.135421422,0.56402362,-0.238,1,-0.10257857799999998,ambiguous
HERC1,0.049494251,0.564307425,-0.13,1,-0.179494251,ambiguous
VSNL1,0.148474105,0.564395604,0.261,1,0.11252589500000001,ambiguous
DDX3X,0.085054133,0.564862291,0.179,1,0.09394586699999999,ambiguous
SHANK3,-0.120794546,0.564862291,0.634,1,0.7547945460000001,ambiguous
DLG3,0.110649718,0.566033463,-0.00333,1,-0.113979718,ambiguous
NDUFA9,0.072871064,0.566087646,0.309,1,0.236128936,ambiguous
IVD,-0.062318233,0.566138082,0.00708,1,0.069398233,ambiguous
ALDH18A1,-0.037901396,0.567304511,-0.017,1,0.020901395999999996,ambiguous
TWF2,0.074292144,0.567915775,-0.726,1,-0.8002921439999999,ambiguous
HNRNPK,0.057111664,0.568666547,-0.195,1,-0.252111664,ambiguous
ELMOD1,0.125991883,0.569884224,0.148,1,0.022008116999999994,ambiguous
GTPBP1,-0.072451608,0.570570451,-0.123,1,-0.050548392,ambiguous
HIST1H1E,-0.086038601,0.571612368,0.6,1,0.686038601,ambiguous
GARS,0.080607898,0.572168607,-0.5,1,-0.580607898,ambiguous
STIM1,0.064878869,0.572168607,-0.208,1,-0.272878869,ambiguous
PRRT2,-0.12359019,0.57227538,1.25,1,1.37359019,ambiguous
ACTN2,0.070257394,0.572613069,-0.243,1,-0.31325739399999997,ambiguous
RHOG,0.207506128,0.572613069,-0.0342,1,-0.24170612800000002,ambiguous
GSN,0.181590998,0.573074504,0.25,1,0.068409002,ambiguous
AP3D1,-0.066323447,0.573596518,-0.286,1,-0.219676553,ambiguous
HNRNPA0,0.073327276,0.573793784,0.152,1,0.078672724,ambiguous
NPTN,0.104714225,0.573899183,1.01,1,0.9052857750000001,ambiguous
NDUFS5,0.086933336,0.574044253,-0.0104,1,-0.09733333599999999,ambiguous
TPI1,0.090083586,0.574500971,0.0651,1,-0.024983585999999988,ambiguous
MMS19,-0.041624562,0.575579063,0.216,1,0.257624562,ambiguous
ACSBG1,-0.10622488,0.576014321,0.142,1,0.24822487999999998,ambiguous
YARS2,0.043306367,0.576197513,-0.206,1,-0.24930636699999997,ambiguous
ATP6V0A1,0.064253574,0.576197513,-0.237,1,-0.30125357399999997,ambiguous
C2CD2L,-0.100128632,0.576209907,0.0785,1,0.178628632,ambiguous
LZTS1,-0.132450055,0.576651677,0.407,1,0.539450055,ambiguous
CEP170B,-0.122317502,0.577316353,0.113,1,0.235317502,ambiguous
PPP1R9B,0.085749032,0.57807892,1.02,1,0.934250968,ambiguous
CALR,0.082623449,0.578910422,-1.21,1,-1.292623449,ambiguous
FH,0.076782781,0.579163784,0.207,1,0.130217219,ambiguous
USP22,0.057244312,0.579389575,0.109,1,0.051755688,ambiguous
CRTC1,-0.105162958,0.580122846,-0.0969,1,0.008262958,ambiguous
ARPC5L,0.103389642,0.58144698,-0.472,1,-0.575389642,ambiguous
HAPLN2,0.252507818,0.58474199,0.657,1,0.40449218200000003,ambiguous
LMNB1,-0.076677941,0.585054663,0.178,1,0.25467794099999996,ambiguous
OPALIN,0.254695726,0.586141091,0.0333,1,-0.22139572600000001,ambiguous
PFN1,0.092177201,0.586427719,-0.00966,1,-0.101837201,ambiguous
RPL18A,0.097434716,0.58664488,-0.696,1,-0.7934347159999999,ambiguous
BASP1,0.115567998,0.58814685,0.939,1,0.8234320019999999,ambiguous
MARK2,-0.064006472,0.589002365,-0.086,1,-0.021993528,ambiguous
CYB5R3,-0.08100769,0.592162994,0.727,1,0.80800769,ambiguous
HADH,0.037184211,0.592470002,0.496,1,0.458815789,ambiguous
INPP4A,0.072645678,0.592528809,-1.08,1,-1.152645678,ambiguous
LRRC47,0.062446902,0.593083286,-0.0901,1,-0.15254690199999998,ambiguous
CCDC92,-0.062557671,0.595160266,-0.243,1,-0.180442329,ambiguous
PIP5K1C,-0.113479143,0.596070085,-0.32,1,-0.206520857,ambiguous
CAMK1,0.090688158,0.597529457,-0.0793,1,-0.169988158,ambiguous
FKBP8,0.068641636,0.598017264,-0.596,1,-0.664641636,ambiguous
EZR,0.083577427,0.598042051,0.545,1,0.46142257300000006,ambiguous
YKT6,0.048151203,0.598246683,0.427,1,0.378848797,ambiguous
SLC4A1,-0.254999367,0.598348913,-0.257,1,-0.0020006330000000294,ambiguous
ATP1B1,0.101813178,0.599448447,0.635,1,0.533186822,ambiguous
ACTR10,0.088144368,0.599569331,-1.1,1,-1.1881443680000001,ambiguous
WDR37,0.068457784,0.599731642,-0.0146,1,-0.083057784,ambiguous
KIF5A,-0.093251613,0.599830842,-0.497,1,-0.403748387,ambiguous
MAGOH,0.058434708,0.60008783,-0.184,1,-0.242434708,ambiguous
MPP1,0.071428829,0.602806517,0.103,1,0.031571170999999995,ambiguous
CAP2,0.125010781,0.603358495,-0.207,1,-0.332010781,ambiguous
RPL27,0.088051358,0.605690239,0.0664,1,-0.021651357999999996,ambiguous
GSK3A,0.078263474,0.608104391,-0.238,1,-0.316263474,ambiguous
VPS4A,0.053856305,0.608151814,0.0658,1,0.011943694999999997,ambiguous
GJA1,0.146490335,0.608365259,0.998,1,0.851509665,ambiguous
MVB12B,0.148498203,0.609277377,-1.29,1,-1.438498203,ambiguous
SORBS1,0.073313326,0.609718026,1.11,1,1.036686674,ambiguous
NDUFB4,0.063048925,0.61138528,0.394,1,0.330951075,ambiguous
GRIA2,0.086550533,0.612173765,0.397,1,0.31044946700000003,ambiguous
ASAP1,0.03777732,0.612173765,-0.0652,1,-0.10297732,ambiguous
LUC7L2,0.040876981,0.612400236,-0.59,1,-0.630876981,ambiguous
SLC6A1,-0.074016279,0.613805309,0.0693,1,0.143316279,ambiguous
FAF2,0.024407013,0.614253434,0.336,1,0.31159298700000004,ambiguous
EFR3B,-0.075116561,0.616965223,-0.172,1,-0.09688343899999999,ambiguous
RIMBP2,-0.097574444,0.617759784,-0.784,1,-0.686425556,ambiguous
UQCRH,0.103908427,0.620078777,-0.233,1,-0.336908427,ambiguous
RTKN2,0.126242663,0.620807113,0.0488,1,-0.077442663,ambiguous
PSMC5,0.056544765,0.620807113,-0.381,1,-0.437544765,ambiguous
TUBG2,-0.077656166,0.622278323,-0.449,1,-0.37134383400000004,ambiguous
CDC37,-0.062317434,0.622278323,-1.03,1,-0.967682566,ambiguous
HIST2H2BE,0.119459086,0.622644669,0.0478,1,-0.07165908600000001,ambiguous
ROGDI,0.074846694,0.622742202,-0.714,1,-0.788846694,ambiguous
USP4,-0.025365682,0.623546059,-0.94,1,-0.914634318,ambiguous
RPL10A,0.084631259,0.623964981,0.00989,1,-0.074741259,ambiguous
SYT2,-0.262526766,0.625167168,0.297,1,0.5595267660000001,ambiguous
ATP6V1F,0.07766237,0.626372588,0.507,1,0.42933763,ambiguous
ELAVL3,0.058025856,0.626372588,0.458,1,0.39997414400000003,ambiguous
SNAP25,0.122293624,0.62645211,0.187,1,0.064706376,ambiguous
ACSL6,0.103845406,0.626578266,-0.292,1,-0.39584540599999996,ambiguous
TRAP1,-0.057677101,0.627509814,-1.17,1,-1.112322899,ambiguous
AGK,0.058319702,0.627674353,1.32,1,1.2616802980000001,ambiguous
MYL6,0.081123017,0.630030081,-0.26,1,-0.34112301700000003,ambiguous
CST3,0.094702713,0.630415324,-0.19,1,-0.284702713,ambiguous
CRYM,0.153308565,0.630608001,-0.366,1,-0.519308565,ambiguous
ERH,0.077773462,0.630608001,-0.436,1,-0.513773462,ambiguous
CSK,-0.055943021,0.630608001,-0.49,1,-0.434056979,ambiguous
CRMP1,-0.082889386,0.63065736,-0.227,1,-0.14411061400000003,ambiguous
WDR13,-0.054889793,0.632549592,0.0621,1,0.11698979300000001,ambiguous
PKP2,0.133620614,0.632577759,-0.255,1,-0.38862061400000003,ambiguous
CAPN1,-0.06461317,0.632612584,-0.293,1,-0.22838682999999999,ambiguous
CAMKK1,-0.105461681,0.633422893,0.0771,1,0.182561681,ambiguous
TBC1D4,-0.05725127,0.634578395,-0.634,1,-0.57674873,ambiguous
AP1M1,-0.061212758,0.634778083,-0.447,1,-0.38578724200000003,ambiguous
MSN,0.107916861,0.635593602,0.451,1,0.343083139,ambiguous
GNAS,-0.064739409,0.637441297,-0.218,1,-0.153260591,ambiguous
RTN1,0.089482526,0.638509494,-0.347,1,-0.436482526,ambiguous
DOCK7,0.060945403,0.63864552,-0.134,1,-0.19494540300000002,ambiguous
RANGAP1,0.058338748,0.63864552,0.00307,1,-0.055268748000000006,ambiguous
RTCB,0.051314099,0.639958104,-0.443,1,-0.494314099,ambiguous
RPL26L1,0.063826807,0.640246355,-0.59,1,-0.653826807,ambiguous
MDH1,0.113333247,0.641398335,0.568,1,0.4546667529999999,ambiguous
PADI2,0.145303002,0.642163902,0.798,1,0.652696998,ambiguous
VPS45,0.043187169,0.642644962,-0.497,1,-0.540187169,ambiguous
VWA8,0.046161953,0.642863938,0.823,1,0.7768380469999999,ambiguous
CSRP1,0.102324598,0.643175326,0.372,1,0.269675402,ambiguous
NRN1,0.133781424,0.644400719,1.28,1,1.146218576,ambiguous
SHANK1,-0.108325557,0.644885647,0.363,1,0.471325557,ambiguous
CAMK2A,0.110023307,0.645294139,0.443,1,0.332976693,ambiguous
FARP1,-0.056667001,0.64657484,0.543,1,0.599667001,ambiguous
IQSEC1,-0.064619294,0.647397883,0.566,1,0.6306192939999999,ambiguous
PRKAG2,0.055016637,0.648884689,-0.794,1,-0.8490166370000001,ambiguous
RBM39,0.042248866,0.649175143,0.0881,1,0.045851133999999995,ambiguous
FAM171A2,-0.09970871,0.649175143,0.283,1,0.38270870999999995,ambiguous
EHD3,0.074325233,0.649175143,-0.467,1,-0.541325233,ambiguous
CNPY2,-0.040960166,0.649214681,-1.03,1,-0.9890398340000001,ambiguous
IDH3G,-0.067981018,0.651700537,-0.0629,1,0.005081018000000007,ambiguous
FASN,-0.075135714,0.651808537,-0.644,1,-0.568864286,ambiguous
PHGDH,0.108224343,0.653153505,-0.342,1,-0.450224343,ambiguous
NAP1L5,0.108997629,0.653157952,-0.698,1,-0.8069976289999999,ambiguous
SYNE1,-0.059335508,0.653747394,0.553,1,0.612335508,ambiguous
OSBPL3,0.082938475,0.653747394,0.863,1,0.780061525,ambiguous
MCCC2,-0.046478718,0.654608135,0.523,1,0.569478718,ambiguous
PPIL1,0.057507176,0.657241245,-0.555,1,-0.612507176,ambiguous
NDUFB10,0.055169241,0.657256839,0.333,1,0.27783075900000004,ambiguous
ACTN4,-0.05886553,0.65736749,-0.185,1,-0.12613447,ambiguous
SORBS2,-0.0755266,0.660850112,-0.091,1,-0.015473399999999998,ambiguous
SLC2A3,-0.072450029,0.661590771,0.131,1,0.203450029,ambiguous
NCKIPSD,-0.06219136,0.662488987,0.377,1,0.43919136000000003,ambiguous
ADAR,0.032965624,0.662801548,-0.3,1,-0.33296562399999996,ambiguous
PSMD6,0.044490726,0.664548346,-0.145,1,-0.189490726,ambiguous
CYP46A1,0.092739145,0.665789953,-0.0768,1,-0.169539145,ambiguous
GOLGA3,-0.047489501,0.665924942,-0.0351,1,0.012389501000000004,ambiguous
RAPGEF4,0.069459417,0.668598298,0.93,1,0.860540583,ambiguous
NDRG4,-0.087212667,0.668598298,1.63,1,1.7172126669999999,ambiguous
CARNS1,0.255929381,0.668939232,-0.208,1,-0.46392938100000003,ambiguous
GLRX5,0.06364695,0.669083514,-0.0383,1,-0.10194695,ambiguous
ACAA2,0.077822601,0.670261392,0.457,1,0.379177399,ambiguous
NAMPT,-0.095489903,0.671194482,0.0771,1,0.172589903,ambiguous
LAP3,0.075751288,0.67142749,0.587,1,0.511248712,ambiguous
DMD,0.040488344,0.67169312,-0.133,1,-0.17348834400000002,ambiguous
COX7C,0.083947661,0.672197398,-0.517,1,-0.600947661,ambiguous
HIST1H4A,0.119283524,0.674903125,0.297,1,0.17771647599999998,ambiguous
ARPC1A,0.041417407,0.675009203,-0.158,1,-0.199417407,ambiguous
WDR1,0.054284903,0.67503326,-0.297,1,-0.351284903,ambiguous
HIST2H2AC,-0.093034789,0.675805944,0.143,1,0.236034789,ambiguous
DCLK2,-0.036270276,0.676372873,-0.127,1,-0.09072972400000001,ambiguous
ALDOC,-0.072155603,0.677130709,0.0742,1,0.146355603,ambiguous
RASAL2,0.054580551,0.679862167,0.895,1,0.840419449,ambiguous
ATP1A2,-0.066374274,0.679966126,0.553,1,0.619374274,ambiguous
PACS1,-0.048613519,0.67999481,0.178,1,0.22661351899999999,ambiguous
CYFIP2,0.064517253,0.681996389,-0.257,1,-0.321517253,ambiguous
DCAKD,-0.050409727,0.683151066,-0.69,1,-0.6395902729999999,ambiguous
UBXN1,0.050563441,0.683360249,-0.247,1,-0.297563441,ambiguous
ELFN2,-0.090294959,0.684241362,0.297,1,0.387294959,ambiguous
NEFL,0.115229255,0.684275469,-0.0627,1,-0.177929255,ambiguous
KIF1A,-0.052849672,0.68552722,-0.384,1,-0.331150328,ambiguous
LRRC8A,-0.059017893,0.686893862,0.732,1,0.791017893,ambiguous
NECAB2,-0.130433131,0.687208419,-0.522,1,-0.39156686900000004,ambiguous
ANXA2,-0.172323377,0.687596689,0.05,1,0.222323377,ambiguous
ANKRD34A,0.093195265,0.688392269,0.317,1,0.223804735,ambiguous
RPS9,0.082738488,0.689155077,0.0317,1,-0.051038488,ambiguous
SNAPIN,0.044769439,0.690592369,-0.0601,1,-0.10486943900000001,ambiguous
COL6A2,-0.188308197,0.69206715,-0.798,1,-0.609691803,ambiguous
LARP1,0.042760336,0.692726743,0.145,1,0.10223966399999998,ambiguous
TMEM205,-0.036168281,0.693211757,1.06,1,1.096168281,ambiguous
ASNS,-0.054163056,0.693843307,0.0483,1,0.102463056,ambiguous
C12orf57,-0.066320751,0.694247031,-1.22,1,-1.153679249,ambiguous
TOMM40L,0.046881258,0.694515442,0.929,1,0.8821187420000001,ambiguous
ALDH7A1,0.064492187,0.694759965,-0.812,1,-0.8764921870000001,ambiguous
MYH10,0.06114763,0.695220908,0.156,1,0.09485236999999999,ambiguous
DGKB,0.085367024,0.69570702,-0.318,1,-0.403367024,ambiguous
HARS,-0.044004359,0.69747188,-0.223,1,-0.178995641,ambiguous
NTMT1,-0.05060793,0.69910766,-0.324,1,-0.27339207,ambiguous
GUK1,0.05022111,0.699601626,-0.102,1,-0.15222111,ambiguous
MTOR,-0.032623865,0.702976653,0.206,1,0.238623865,ambiguous
MLC1,0.078044358,0.703112738,1.8,1,1.721955642,ambiguous
USP5,0.053888202,0.705492219,0.0314,1,-0.022488202000000006,ambiguous
GNA11,-0.048189355,0.706105349,-0.555,1,-0.5068106450000001,ambiguous
DYNLT1,0.069470694,0.706835912,0.613,1,0.5435293059999999,ambiguous
ACADSB,0.053452037,0.706934456,-1.11,1,-1.163452037,ambiguous
ACTR1B,-0.058442629,0.708886137,-0.5,1,-0.441557371,ambiguous
COX4I1,0.050818496,0.709650824,0.209,1,0.158181504,ambiguous
HIP1,0.125526384,0.709730313,-0.159,1,-0.28452638399999997,ambiguous
ACTC1,-0.102968356,0.710001215,-0.437,1,-0.334031644,ambiguous
RGS7,0.071247248,0.711202244,-0.278,1,-0.349247248,ambiguous
CADPS,0.068448114,0.711202244,-0.424,1,-0.492448114,ambiguous
CKB,-0.055438668,0.711455725,-0.252,1,-0.196561332,ambiguous
GLUL,-0.06494058,0.711584647,-0.188,1,-0.12305942,ambiguous
ADD1,0.026842623,0.711868695,-0.148,1,-0.174842623,ambiguous
HK1,0.064068876,0.712593813,0.0358,1,-0.028268876,ambiguous
ARHGAP32,0.066489371,0.713515509,0.199,1,0.132510629,ambiguous
NDUFS8,-0.052602957,0.714565426,0.195,1,0.247602957,ambiguous
MKL2,0.075110482,0.714752024,-0.329,1,-0.404110482,ambiguous
AJAP1,0.060756135,0.716718329,0.652,1,0.591243865,ambiguous
ABCF1,-0.036421162,0.716718329,-0.225,1,-0.188578838,ambiguous
EIF5A,0.044003669,0.717023344,-0.211,1,-0.255003669,ambiguous
RNH1,0.075923077,0.717077172,-0.419,1,-0.494923077,ambiguous
GAD2,0.128242283,0.717562712,-0.774,1,-0.9022422830000001,ambiguous
