#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Reactome	HSA-1430728	Metabolism	24	2092	0.36	0.33	0.0209	9606.ENSP00000236959,9606.ENSP00000260665,9606.ENSP00000268182,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000350314,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000365462,9606.ENSP00000369739,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000376184,9606.ENSP00000379038,9606.ENSP00000381340,9606.ENSP00000385757,9606.ENSP00000408526,9606.ENSP00000491537,9606.ENSP00000498358	ATIC,LRPPRC,IQGAP1,ISCU,GSTM1,COX5A,HMGCS1,NDUFA12,BCO2,DBT,GCLM,GNAS,ABCA1,PCCA,BPHL,ASAH1,PSME1,BDH1,TYMP,GGT5,BLVRA,IMPA1,FDFT1,FECH
Reactome	HSA-1643685	Disease	21	1702	0.39	0.34	0.0212	9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000264613,9606.ENSP00000268182,9606.ENSP00000310623,9606.ENSP00000349748,9606.ENSP00000352071,9606.ENSP00000359258,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000372155,9606.ENSP00000379372,9606.ENSP00000381340,9606.ENSP00000389631,9606.ENSP00000452786,9606.ENSP00000460236,9606.ENSP00000478303	ATIC,C3,PTPN12,CP,IQGAP1,ISCU,SFPQ,CD163,GCLM,GNAS,RPA2,ABCA1,HLA-C,PCCA,PSME1,GTF2A2,GGT5,ARPC1B,ITGB3,SPON1,POLR2E
Reactome	HSA-1474244	Extracellular matrix organization	8	300	0.72	0.39	0.0281	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000264828,9606.ENSP00000264832,9606.ENSP00000380948,9606.ENSP00000407685,9606.ENSP00000452786,9606.ENSP00000480132	ITGB8,VTN,COL5A3,ICAM1,ITGB2,TNXB,ITGB3,NCAM1
Reactome	HSA-202427	Phosphorylation of CD3 and TCR zeta chains	3	19	1.5	0.45	0.0281	9606.ENSP00000364114,9606.ENSP00000378786,9606.ENSP00000411355	HLA-DRB5,HLA-DRA,PTPRC
Reactome	HSA-6798695	Neutrophil degranulation	10	476	0.62	0.37	0.0281	9606.ENSP00000245907,9606.ENSP00000268182,9606.ENSP00000300060,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000371152,9606.ENSP00000380948,9606.ENSP00000411355,9606.ENSP00000450540,9606.ENSP00000497382	C3,IQGAP1,ANPEP,HLA-C,CYBB,ASAH1,ITGB2,PTPRC,SERPINA3,CD53
Reactome	HSA-916853	Degradation of GABA	2	2	2.3	0.47	0.0281	9606.ENSP00000314649,9606.ENSP00000379845	ALDH5A1,ABAT
Reactome	HSA-166663	Initial triggering of complement	3	24	1.4	0.39	0.0464	9606.ENSP00000245907,9606.ENSP00000385035,9606.ENSP00000416561	C3,C1S,CFB
Reactome	HSA-202403	TCR signaling	5	114	0.94	0.36	0.0464	9606.ENSP00000046794,9606.ENSP00000364114,9606.ENSP00000372155,9606.ENSP00000378786,9606.ENSP00000411355	LCP2,HLA-DRB5,PSME1,HLA-DRA,PTPRC
WikiPathways	WP100	Glutathione metabolism	5	17	1.77	1.26	3.98e-05	9606.ENSP00000300060,9606.ENSP00000311469,9606.ENSP00000359258,9606.ENSP00000373477,9606.ENSP00000381340	ANPEP,GSTM1,GCLM,GPX3,GGT5
WikiPathways	WP2806	Complement system	8	96	1.22	1.12	3.98e-05	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000378131,9606.ENSP00000380948,9606.ENSP00000385035,9606.ENSP00000416561,9606.ENSP00000452786	VTN,C3,ICAM1,CFI,ITGB2,C1S,CFB,ITGB3
WikiPathways	WP5090	Complement system in neuronal development and plasticity	8	105	1.18	1.1	3.98e-05	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000378131,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000385035,9606.ENSP00000416561,9606.ENSP00000452786	VTN,C3,CFI,ITGB2,MBP,C1S,CFB,ITGB3
WikiPathways	WP5115	Network map of SARS-CoV-2 signaling pathway	9	218	0.91	0.79	0.00040	9606.ENSP00000266041,9606.ENSP00000352071,9606.ENSP00000364114,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000416561,9606.ENSP00000436126	ITIH4,CD163,HLA-DRB5,CFI,HLA-DRA,MX1,C1S,CFB,SAA2
WikiPathways	WP4313	Ferroptosis	5	64	1.19	0.66	0.0038	9606.ENSP00000264613,9606.ENSP00000359258,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000491537	CP,GCLM,CYBB,SLC39A14,FDFT1
WikiPathways	WP176	Folate metabolism	5	67	1.17	0.65	0.0039	9606.ENSP00000264832,9606.ENSP00000363868,9606.ENSP00000373477,9606.ENSP00000436126,9606.ENSP00000450540	ICAM1,ABCA1,GPX3,SAA2,SERPINA3
WikiPathways	WP15	Selenium micronutrient network	5	84	1.07	0.54	0.0094	9606.ENSP00000264832,9606.ENSP00000363868,9606.ENSP00000373477,9606.ENSP00000436126,9606.ENSP00000450540	ICAM1,ABCA1,GPX3,SAA2,SERPINA3
WikiPathways	WP4493	Cells and molecules involved in local acute inflammatory response 	3	17	1.55	0.55	0.0127	9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000380948	C3,ICAM1,ITGB2
WikiPathways	WP1533	Vitamin B12 metabolism	4	50	1.2	0.52	0.0133	9606.ENSP00000264832,9606.ENSP00000363868,9606.ENSP00000436126,9606.ENSP00000450540	ICAM1,ABCA1,SAA2,SERPINA3
WikiPathways	WP545	Complement activation	3	22	1.43	0.49	0.0201	9606.ENSP00000245907,9606.ENSP00000385035,9606.ENSP00000416561	C3,C1S,CFB
WikiPathways	WP558	Complement and coagulation cascades	4	58	1.14	0.47	0.0201	9606.ENSP00000245907,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000416561	C3,CFI,C1S,CFB
WikiPathways	WP306	Focal adhesion	6	195	0.79	0.38	0.0333	9606.ENSP00000222573,9606.ENSP00000226218,9606.ENSP00000264828,9606.ENSP00000379975,9606.ENSP00000407685,9606.ENSP00000452786	ITGB8,VTN,COL5A3,ILK,TNXB,ITGB3
WikiPathways	WP4217	Ebola virus infection in host	5	129	0.89	0.39	0.0333	9606.ENSP00000268182,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000378786,9606.ENSP00000452786	IQGAP1,HLA-DRB5,HLA-C,HLA-DRA,ITGB3
WikiPathways	WP5195	Disorders in ketolysis	2	5	1.9	0.44	0.0333	9606.ENSP00000322706,9606.ENSP00000376184	HMGCS1,BDH1
DISEASES	DOID:0014667	Disease of metabolism	22	1076	0.61	0.72	8.27e-05	9606.ENSP00000245907,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000349577,9606.ENSP00000359151,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000365462,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000379038,9606.ENSP00000379845,9606.ENSP00000410242,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000498358	C3,LRPPRC,FOXRED1,CP,ALDH5A1,COX5A,NDUFA12,PRODH,DBT,GNAS,ABCA1,PCCA,SLC39A14,ASAH1,GPX3,DBN1,TYMP,ABAT,IGF2BP2,SAA2,SERPINA3,FECH
DISEASES	DOID:655	Inherited metabolic disorder	20	949	0.62	0.71	0.00013	9606.ENSP00000245907,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000349577,9606.ENSP00000359151,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000365462,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000379038,9606.ENSP00000379845,9606.ENSP00000410242,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000498358	C3,LRPPRC,FOXRED1,CP,ALDH5A1,COX5A,NDUFA12,PRODH,DBT,GNAS,ABCA1,PCCA,SLC39A14,ASAH1,TYMP,ABAT,IGF2BP2,SAA2,SERPINA3,FECH
DISEASES	DOID:612	Primary immunodeficiency disease	14	470	0.77	0.77	0.00020	9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000340019,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000389631,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000436126	C3,ICAM1,HSPD1,HLA-DRB5,HLA-C,CYBB,CFI,HLA-DRA,ITGB2,MBP,ARPC1B,PTPRC,CFB,SAA2
DISEASES	DOID:2914	Immune system disease	15	675	0.65	0.57	0.0019	9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000340019,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000389631,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000436126,9606.ENSP00000480132	C3,ICAM1,HSPD1,HLA-DRB5,HLA-C,CYBB,CFI,HLA-DRA,ITGB2,MBP,ARPC1B,PTPRC,CFB,SAA2,NCAM1
DISEASES	DOID:4	Disease	53	6291	0.22	0.34	0.0070	9606.ENSP00000173229,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000257860,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000359151,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379845,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381601,9606.ENSP00000385035,9606.ENSP00000389631,9606.ENSP00000407685,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000424846,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000498358	NTN1,ATIC,C3,PRPH,LRPPRC,FOXRED1,CP,THRA,ICAM1,ITIH4,CFL2,ANPEP,CD34,ISCU,GSTM1,ALDH5A1,COX5A,NDUFA12,HSPD1,SVIL,PRODH,DBT,GNAS,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,GPX3,BDH1,DBN1,CFI,HLA-DRA,TYMP,PODN,ABAT,ITGB2,MBP,MX1,C1S,ARPC1B,TNXB,IGF2BP2,PTPRC,CFB,SH3BP2,SAA2,SERPINA3,ITGB3,NCAM1,FECH
DISEASES	DOID:0080301	Atypical hemolytic-uremic syndrome	3	11	1.73	0.46	0.0282	9606.ENSP00000245907,9606.ENSP00000378131,9606.ENSP00000416561	C3,CFI,CFB
DISEASES	DOID:65	Connective tissue disease	14	774	0.56	0.36	0.0282	9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000360141,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000378786,9606.ENSP00000385035,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000424846,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786	ICAM1,CD34,GNAS,HLA-DRB5,HLA-C,CYBB,HLA-DRA,C1S,TNXB,PTPRC,SH3BP2,SAA2,SERPINA3,ITGB3
DISEASES	DOID:12554	Hemolytic-uremic syndrome	3	14	1.63	0.42	0.0373	9606.ENSP00000245907,9606.ENSP00000378131,9606.ENSP00000416561	C3,CFI,CFB
DISEASES	DOID:17	Musculoskeletal system disease	17	1154	0.47	0.32	0.0373	9606.ENSP00000264832,9606.ENSP00000298159,9606.ENSP00000310036,9606.ENSP00000348128,9606.ENSP00000360141,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000385035,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000424846,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786	ICAM1,CFL2,CD34,SVIL,GNAS,HLA-DRB5,HLA-C,CYBB,HLA-DRA,TYMP,C1S,TNXB,PTPRC,SH3BP2,SAA2,SERPINA3,ITGB3
DISEASES	DOID:37	Skin disease	11	518	0.63	0.35	0.0373	9606.ENSP00000245907,9606.ENSP00000264832,9606.ENSP00000310036,9606.ENSP00000311469,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000378786,9606.ENSP00000385035,9606.ENSP00000424846,9606.ENSP00000498358	C3,ICAM1,CD34,GSTM1,HLA-DRB5,HLA-C,CYBB,HLA-DRA,C1S,SH3BP2,FECH
DISEASES	DOID:0080001	Bone disease	11	540	0.61	0.34	0.0405	9606.ENSP00000310036,9606.ENSP00000360141,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000385035,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000424846,9606.ENSP00000436126,9606.ENSP00000450540,9606.ENSP00000452786	CD34,GNAS,HLA-C,CYBB,C1S,TNXB,PTPRC,SH3BP2,SAA2,SERPINA3,ITGB3
DISEASES	DOID:0060094	Bone benign neoplasm	3	17	1.55	0.38	0.0498	9606.ENSP00000310036,9606.ENSP00000360141,9606.ENSP00000424846	CD34,GNAS,SH3BP2
TISSUES	BTO:0000759	Liver	52	2125	0.69	1.54	4.62e-21	9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000376184,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379845,9606.ENSP00000380948,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385757,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537,9606.ENSP00000498358	ATIC,C3,LRPPRC,FOXRED1,CP,ICAM1,IQGAP1,CFL2,ANPEP,GCN1,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,HSPD1,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GNAS,ABCA1,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,PSME1,BDH1,CFI,HLA-DRA,TYMP,ABAT,ITGB2,GGT5,LCP1,C1S,BLVRA,TNXB,PTPRC,CFB,ANP32A,CKAP5,SAA2,MYL6,SERPINA3,NCAM1,FDFT1,FECH
TISSUES	BTO:0001491	Viscus	74	5378	0.44	0.96	2.19e-19	9606.ENSP00000011473,9606.ENSP00000046794,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379845,9606.ENSP00000379975,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000399259,9606.ENSP00000407685,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000482841,9606.ENSP00000491537,9606.ENSP00000497382,9606.ENSP00000498358	SYPL1,LCP2,ATIC,C3,PTPN12,LRPPRC,FOXRED1,CP,THRA,ICAM1,RBM6,IQGAP1,CFL2,ANPEP,GCN1,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,NDUFA12,HSPD1,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GNAS,RPA2,ABCA1,HLA-DRB5,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,PSME1,GPX3,BDH1,CFI,HLA-DRA,TYMP,PODN,ABAT,ILK,ITGB2,MBP,GGT5,LCP1,C1S,MDK,BLVRA,PPP6C,FCHSD1,TNXB,IMPA1,IGF2BP2,PTPRC,CFB,ANP32A,CKAP5,SAA2,MYL6,SERPINA3,ITGB3,NCAM1,CRABP2,FDFT1,CD53,FECH
TISSUES	BTO:0000345	Digestive gland	56	2881	0.59	1.26	5.65e-19	9606.ENSP00000011473,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000340019,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000360141,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379845,9606.ENSP00000380948,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385757,9606.ENSP00000407685,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000480132,9606.ENSP00000491537,9606.ENSP00000498358	SYPL1,ATIC,C3,LRPPRC,FOXRED1,CP,ICAM1,RBM6,IQGAP1,CFL2,ANPEP,GCN1,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,HSPD1,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GNAS,ABCA1,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,PSME1,GPX3,BDH1,CFI,HLA-DRA,TYMP,ABAT,ITGB2,GGT5,LCP1,C1S,BLVRA,TNXB,IGF2BP2,PTPRC,CFB,ANP32A,CKAP5,SAA2,MYL6,SERPINA3,NCAM1,FDFT1,FECH
TISSUES	BTO:0004850	Bone marrow cell	18	198	1.26	2.69	1.64e-14	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000352071,9606.ENSP00000371152,9606.ENSP00000378131,9606.ENSP00000380948,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000407685,9606.ENSP00000416561,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000480132	VTN,C3,CP,ICAM1,ITIH4,ANPEP,CD34,CD163,ASAH1,CFI,ITGB2,C1S,MDK,TNXB,CFB,SERPINA3,ITGB3,NCAM1
TISSUES	BTO:0000392	Plasma cell	17	171	1.3	2.75	2.71e-14	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000300060,9606.ENSP00000352071,9606.ENSP00000371152,9606.ENSP00000378131,9606.ENSP00000380948,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000407685,9606.ENSP00000416561,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000480132	VTN,C3,CP,ICAM1,ITIH4,ANPEP,CD163,ASAH1,CFI,ITGB2,C1S,MDK,TNXB,CFB,SERPINA3,ITGB3,NCAM1
TISSUES	BTO:0000141	Bone marrow	23	528	0.94	1.82	1.15e-12	9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000264613,9606.ENSP00000264832,9606.ENSP00000266041,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000310036,9606.ENSP00000352071,9606.ENSP00000360141,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000378131,9606.ENSP00000380948,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000480132	VTN,C3,CP,ICAM1,ITIH4,IQGAP1,CFL2,ANPEP,CD34,CD163,GNAS,SLC39A14,ASAH1,CFI,ITGB2,C1S,MDK,TNXB,PTPRC,CFB,SERPINA3,ITGB3,NCAM1
TISSUES	BTO:0000522	Gland	73	7004	0.32	0.7	4.69e-12	9606.ENSP00000011473,9606.ENSP00000046794,9606.ENSP00000226218,9606.ENSP00000236959,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000263578,9606.ENSP00000264613,9606.ENSP00000264637,9606.ENSP00000264832,9606.ENSP00000266022,9606.ENSP00000268182,9606.ENSP00000298159,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310623,9606.ENSP00000311469,9606.ENSP00000314649,9606.ENSP00000317780,9606.ENSP00000322706,9606.ENSP00000330737,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349577,9606.ENSP00000349748,9606.ENSP00000350314,9606.ENSP00000351646,9606.ENSP00000352071,9606.ENSP00000357055,9606.ENSP00000359151,9606.ENSP00000359258,9606.ENSP00000359497,9606.ENSP00000360141,9606.ENSP00000363017,9606.ENSP00000363868,9606.ENSP00000365402,9606.ENSP00000365462,9606.ENSP00000367851,9606.ENSP00000370635,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000376184,9606.ENSP00000377195,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379038,9606.ENSP00000379212,9606.ENSP00000379845,9606.ENSP00000380948,9606.ENSP00000380958,9606.ENSP00000381340,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000385451,9606.ENSP00000385757,9606.ENSP00000392147,9606.ENSP00000399259,9606.ENSP00000407685,9606.ENSP00000408526,9606.ENSP00000410242,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000417864,9606.ENSP00000432768,9606.ENSP00000436126,9606.ENSP00000446955,9606.ENSP00000450540,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000491537,9606.ENSP00000498358	SYPL1,LCP2,VTN,ATIC,C3,PTPN12,LRPPRC,FOXRED1,CP,THRA,ICAM1,RBM6,IQGAP1,CFL2,ANPEP,GCN1,ISCU,GSTM1,ALDH5A1,COX5A,HMGCS1,NDUFA12,HSPD1,SVIL,PRODH,SFPQ,BCO2,STIP1,CD163,PEA15,DBT,GCLM,GBP2,GNAS,RPA2,ABCA1,HLA-C,PCCA,CYBB,SLC39A14,ASAH1,PSME1,GPX3,BDH1,DBN1,CFI,HLA-DRA,TYMP,PODN,ABAT,ITGB2,MBP,GGT5,LCP1,C1S,MDK,BLVRA,PPP6C,FCHSD1,TNXB,IMPA1,IGF2BP2,PTPRC,CFB,ANP32A,CKAP5,SAA2,MYL6,SERPINA3,ITGB3,NCAM1,FDFT1,FECH
TISSUES	BTO:0000089	Blood	36	1824	0.59	1.08	7.98e-11	9606.ENSP00000046794,9606.ENSP00000226218,9606.ENSP00000245907,9606.ENSP00000248594,9606.ENSP00000260665,9606.ENSP00000264832,9606.ENSP00000300060,9606.ENSP00000300648,9606.ENSP00000310036,9606.ENSP00000314649,9606.ENSP00000327323,9606.ENSP00000340019,9606.ENSP00000348128,9606.ENSP00000349748,9606.ENSP00000363868,9606.ENSP00000364114,9606.ENSP00000365402,9606.ENSP00000367851,9606.ENSP00000371152,9606.ENSP00000372155,9606.ENSP00000373477,9606.ENSP00000377195,9606.ENSP00000378786,9606.ENSP00000380948,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000389631,9606.ENSP00000407685,9606.ENSP00000411355,9606.ENSP00000416561,9606.ENSP00000420588,9606.ENSP00000432768,9606.ENSP00000446955,9606.ENSP00000452786,9606.ENSP00000480132,9606.ENSP00000498358	LCP2,VTN,C3,PTPN12,LRPPRC,ICAM1,ANPEP,GCN1,CD34,ALDH5A1,THNSL2,HSPD1,SVIL,SFPQ,ABCA1,HLA-DRB5,HLA-C,CYBB,ASAH1,PSME1,GPX3,DBN1,HLA-DRA,ITGB2,LCP1,C1S,ARPC1B,TNXB,PTPRC,CFB,TFAM,CKAP5,MYL6,ITGB3,NCAM1,FECH
