"Protein_ID","Gene_Symbol","logFC","P.Value","adj.P.Val","significant","condition","comparison"
"Q8WXA9","SREK1",0.606,0.0277717329040276,0.819,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y6A4","CFAP20",-1.81,0.0280408369783562,0.82,FALSE,"ARS","C9ALS_vs_Control"
"P49327","FASN",1.31,0.0280339069787245,0.82,FALSE,"ARS","C9ALS_vs_Control"
"Q96A72","MAGOHB",0.709,0.0286111044755076,0.82,FALSE,"ARS","C9ALS_vs_Control"
"P50914","RPL14",0.528,0.028172822597045,0.82,FALSE,"ARS","C9ALS_vs_Control"
"Q9UGI8","TES",-1.67,0.0282866171550272,0.82,FALSE,"ARS","C9ALS_vs_Control"
"Q86V81","ALYREF",0.441,0.029082102111625,0.821,FALSE,"ARS","C9ALS_vs_Control"
"Q15334","LLGL1",0.591,0.0287489766047193,0.821,FALSE,"ARS","C9ALS_vs_Control"
"P12956","XRCC6",-0.499,0.0290582430621414,0.821,FALSE,"ARS","C9ALS_vs_Control"
"O60244","MED14",-1.83,0.0296172843918926,0.822,FALSE,"ARS","C9ALS_vs_Control"
"Q86TG7","PEG10",0.592,0.0295898217879014,0.822,FALSE,"ARS","C9ALS_vs_Control"
"P62306","SNRPF",-0.761,0.0297222592379388,0.822,FALSE,"ARS","C9ALS_vs_Control"
"O75534","CSDE1",0.423,0.0304600601731913,0.823,FALSE,"ARS","C9ALS_vs_Control"
"P11142;P54652","HSPA8",0.692,0.0304612971065293,0.823,FALSE,"ARS","C9ALS_vs_Control"
"P62304","SNRPE",-0.758,0.0307131423524763,0.823,FALSE,"ARS","C9ALS_vs_Control"
"Q96AY4","TTC28",-1.12,0.0304798785813168,0.823,FALSE,"ARS","C9ALS_vs_Control"
"P17096","HMGA1",-2.4,0.0314073059170827,0.824,FALSE,"ARS","C9ALS_vs_Control"
"P29375","KDM5A",-0.871,0.0317354232345956,0.824,FALSE,"ARS","C9ALS_vs_Control"
"P84103","SRSF3",0.749,0.0311518294265816,0.824,FALSE,"ARS","C9ALS_vs_Control"
"Q13148","TARDBP",-0.601,0.0313974067401699,0.824,FALSE,"ARS","C9ALS_vs_Control"
"Q14671","PUM1",0.36,0.0324942294233368,0.825,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y5B9","SUPT16H",-1.27,0.0320423029328516,0.825,FALSE,"ARS","C9ALS_vs_Control"
"P47813","EIF1AX",-1.2,0.0328076236722668,0.826,FALSE,"ARS","C9ALS_vs_Control"
"P38919","EIF4A3",0.327,0.033035648772803,0.826,FALSE,"ARS","C9ALS_vs_Control"
"P51114","FXR1",0.54,0.0344687574476919,0.827,FALSE,"ARS","C9ALS_vs_Control"
"Q9BRR8","GPATCH1",0.358,0.0336881919678778,0.827,FALSE,"ARS","C9ALS_vs_Control"
"Q8WVC0","LEO1",-1.14,0.03378201183953,0.827,FALSE,"ARS","C9ALS_vs_Control"
"Q9BX40","LSM14B",0.528,0.0344665008020322,0.827,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y4Z0","LSM4",-0.465,0.034067474396616,0.827,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y5B6","PAXBP1",0.576,0.0340986218518308,0.827,FALSE,"ARS","C9ALS_vs_Control"
"O94906","PRPF6",-0.314,0.0343319317666459,0.827,FALSE,"ARS","C9ALS_vs_Control"
"P49588","AARS",0.978,0.0347630000559341,0.828,FALSE,"ARS","C9ALS_vs_Control"
"P27635;Q96L21","RPL10",0.413,0.0352989477128992,0.828,FALSE,"ARS","C9ALS_vs_Control"
"Q9H9J4","USP42",-0.934,0.0347230763194065,0.828,FALSE,"ARS","C9ALS_vs_Control"
"Q9NZT1","CALML5",-0.71,0.0357842439131923,0.829,FALSE,"ARS","C9ALS_vs_Control"
"O75909","CCNK",-0.614,0.0354477169002793,0.829,FALSE,"ARS","C9ALS_vs_Control"
"P78344","EIF4G2",0.447,0.0356513834811049,0.829,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y314","NOSIP",-0.882,0.035442952943577,0.829,FALSE,"ARS","C9ALS_vs_Control"
"Q8TEM1","NUP210",-0.62,0.035885428912081,0.829,FALSE,"ARS","C9ALS_vs_Control"
"P05387","RPLP2",0.957,0.0364093397868115,0.829,FALSE,"ARS","C9ALS_vs_Control"
"Q05519","SRSF11",0.367,0.0357507370835207,0.829,FALSE,"ARS","C9ALS_vs_Control"
"Q8NI27","THOC2",-1.3,0.03673874397143,0.83,FALSE,"ARS","C9ALS_vs_Control"
"Q14152","EIF3A",-0.683,0.0378213921913149,0.831,FALSE,"ARS","C9ALS_vs_Control"
"Q16555","DPYSL2",0.593,0.0388808016575003,0.832,FALSE,"ARS","C9ALS_vs_Control"
"P04264","KRT1",-1.68,0.0392173226122817,0.832,FALSE,"ARS","C9ALS_vs_Control"
"P08559;P29803","PDHA1",0.485,0.0385063017493948,0.832,FALSE,"ARS","C9ALS_vs_Control"
"P50542","PEX5",0.474,0.0387405502991545,0.832,FALSE,"ARS","C9ALS_vs_Control"
"Q8IWS0","PHF6",-1.79,0.03950126559525,0.832,FALSE,"ARS","C9ALS_vs_Control"
"Q5JSZ5","PRRC2B",-0.98,0.0395143748840268,0.832,FALSE,"ARS","C9ALS_vs_Control"
"Q9NUD5","ZCCHC3",0.68,0.0391841912433554,0.832,FALSE,"ARS","C9ALS_vs_Control"
"Q13838","DDX39B",0.666,0.0399398891787428,0.833,FALSE,"ARS","C9ALS_vs_Control"
"Q7Z417","NUFIP2",0.329,0.0401013992869442,0.833,FALSE,"ARS","C9ALS_vs_Control"
"Q6GYQ0","RALGAPA1",-0.314,0.0401507645211049,0.833,FALSE,"ARS","C9ALS_vs_Control"
"P49792;O14715;Q99666","RANBP2",0.411,0.0397700422193649,0.833,FALSE,"ARS","C9ALS_vs_Control"
"P18887","XRCC1",-1.14,0.0397533758152747,0.833,FALSE,"ARS","C9ALS_vs_Control"
"Q9P2Y4","ZNF219",-1.81,0.0406121154075272,0.833,FALSE,"ARS","C9ALS_vs_Control"
"Q66PJ3","ARL6IP4",0.343,0.0417359115229368,0.834,FALSE,"ARS","C9ALS_vs_Control"
"P56537","EIF6",-0.888,0.0408988277832232,0.834,FALSE,"ARS","C9ALS_vs_Control"
"P63244","GNB2L1",-1.06,0.0413371067672146,0.834,FALSE,"ARS","C9ALS_vs_Control"
"Q9P2R6","RERE",0.842,0.0418056857158309,0.834,FALSE,"ARS","C9ALS_vs_Control"
"O60841;Q9H2L5","EIF5B",-0.496,0.0420915698794695,0.835,FALSE,"ARS","C9ALS_vs_Control"
"Q13330","MTA1",-0.567,0.0429967773677181,0.835,FALSE,"ARS","C9ALS_vs_Control"
"Q9UGY1","NOL12",-1.15,0.0424075288341723,0.835,FALSE,"ARS","C9ALS_vs_Control"
"Q9BXP5","SRRT",-0.873,0.0420911549112039,0.835,FALSE,"ARS","C9ALS_vs_Control"
"P50402","EMD",0.933,0.0440157079630972,0.836,FALSE,"ARS","C9ALS_vs_Control"
"Q8N1G4","LRRC47",-0.545,0.044030946943021,0.836,FALSE,"ARS","C9ALS_vs_Control"
"Q15393","SF3B3",0.666,0.0451856746079198,0.837,FALSE,"ARS","C9ALS_vs_Control"
"E9PRG8","C11orf98",0.501,0.0461630495474728,0.838,FALSE,"ARS","C9ALS_vs_Control"
"O43290","SART1",-0.471,0.0458555311533734,0.838,FALSE,"ARS","C9ALS_vs_Control"
"P53999","SUB1",-0.376,0.0467246281678263,0.838,FALSE,"ARS","C9ALS_vs_Control"
"Q9HCE1","MOV10",-0.55,0.0479513096007247,0.839,FALSE,"ARS","C9ALS_vs_Control"
"Q96HS1","PGAM5",-0.306,0.0474698487981699,0.839,FALSE,"ARS","C9ALS_vs_Control"
"Q96I25","RBM17",-0.331,0.0483549345793044,0.839,FALSE,"ARS","C9ALS_vs_Control"
"Q12888","TP53BP1",-0.347,0.0483553041561114,0.839,FALSE,"ARS","C9ALS_vs_Control"
"Q10570","CPSF1",0.603,0.0486640632158243,0.84,FALSE,"ARS","C9ALS_vs_Control"
"P35268","RPL22",-0.358,0.0494542291882793,0.84,FALSE,"ARS","C9ALS_vs_Control"
"P62851","RPS25",-0.469,0.049861215910977,0.84,FALSE,"ARS","C9ALS_vs_Control"
"O60832","DKC1",-0.341,0.0510731445336044,0.841,FALSE,"ARS","C9ALS_vs_Control"
"Q12906","ILF3",-0.439,0.0510994720507897,0.841,FALSE,"ARS","C9ALS_vs_Control"
"Q99873;Q9NR22","PRMT1",0.62,0.0500340147370993,0.841,FALSE,"ARS","C9ALS_vs_Control"
"Q9NUL3","STAU2",0.306,0.0508441689510838,0.841,FALSE,"ARS","C9ALS_vs_Control"
"O15027","SEC16A",-0.392,0.0523808876722189,0.842,FALSE,"ARS","C9ALS_vs_Control"
"Q8WVK2","SNRNP27",1.14,0.0528982918947039,0.842,FALSE,"ARS","C9ALS_vs_Control"
"Q8N163","CCAR2",-0.384,0.0533754626234435,0.843,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y265","RUVBL1",0.612,0.0540153278171536,0.843,FALSE,"ARS","C9ALS_vs_Control"
"Q8IX12","CCAR1",-0.967,0.0557530729803058,0.844,FALSE,"ARS","C9ALS_vs_Control"
"P17677","GAP43",-0.413,0.054719484028377,0.844,FALSE,"ARS","C9ALS_vs_Control"
"Q8WXF1","PSPC1",-0.833,0.0557319866378334,0.844,FALSE,"ARS","C9ALS_vs_Control"
"P28370","SMARCA1",-0.757,0.0555163417711234,0.844,FALSE,"ARS","C9ALS_vs_Control"
"Q13367","AP3B2",-0.445,0.0579988014476867,0.845,FALSE,"ARS","C9ALS_vs_Control"
"Q68CP9","ARID2",-0.385,0.0565696829626211,0.845,FALSE,"ARS","C9ALS_vs_Control"
"P31939","ATIC",0.666,0.0577131347621503,0.845,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y3Y2","CHTOP",0.436,0.0572889936967894,0.845,FALSE,"ARS","C9ALS_vs_Control"
"Q6ZN04","MEX3B",0.413,0.0569005972996444,0.845,FALSE,"ARS","C9ALS_vs_Control"
"P24666","ACP1",0.465,0.0584317660369761,0.846,FALSE,"ARS","C9ALS_vs_Control"
"Q15648","MED1",-1.02,0.0592315884583265,0.846,FALSE,"ARS","C9ALS_vs_Control"
"Q9UNX3","RPL26L1",-0.694,0.0586236345500025,0.846,FALSE,"ARS","C9ALS_vs_Control"
"Q9H4L4","SENP3",-0.663,0.0583189201733878,0.846,FALSE,"ARS","C9ALS_vs_Control"
"Q7Z2W4","ZC3HAV1",-0.469,0.0597878303924974,0.846,FALSE,"ARS","C9ALS_vs_Control"
"Q08554","DSC1",-0.987,0.0609698641653218,0.847,FALSE,"ARS","C9ALS_vs_Control"
"Q15717","ELAVL1",0.646,0.0606832300225176,0.847,FALSE,"ARS","C9ALS_vs_Control"
"O14949","UQCRQ",-1.15,0.0601416671848061,0.847,FALSE,"ARS","C9ALS_vs_Control"
"P81605","DCD",-0.583,0.0626960902734948,0.848,FALSE,"ARS","C9ALS_vs_Control"
"Q9H5Z1","DHX35",0.314,0.0634364233990826,0.848,FALSE,"ARS","C9ALS_vs_Control"
"P26641","EEF1G",0.281,0.0634700781619026,0.848,FALSE,"ARS","C9ALS_vs_Control"
"Q9BU76","MMTAG2",0.367,0.0629554222412459,0.848,FALSE,"ARS","C9ALS_vs_Control"
"Q99959","PKP2",-0.452,0.063139983045259,0.848,FALSE,"ARS","C9ALS_vs_Control"
"P20020;Q01814;Q16720","ATP2B1",0.607,0.0647860462546893,0.849,FALSE,"ARS","C9ALS_vs_Control"
"Q96A65","EXOC4",-0.372,0.063829620298035,0.849,FALSE,"ARS","C9ALS_vs_Control"
"Q49A26","GLYR1",-1.19,0.0657762733044162,0.849,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y4Y9","LSM5",-0.436,0.0643511216294933,0.849,FALSE,"ARS","C9ALS_vs_Control"
"Q15287","RNPS1",0.466,0.0640969929118671,0.849,FALSE,"ARS","C9ALS_vs_Control"
"Q6UXN9","WDR82",-0.529,0.0638534409826157,0.849,FALSE,"ARS","C9ALS_vs_Control"
"Q9UPT8","ZC3H4",-0.432,0.064822748890547,0.849,FALSE,"ARS","C9ALS_vs_Control"
"Q8NE71","ABCF1",-0.56,0.0669520672803637,0.85,FALSE,"ARS","C9ALS_vs_Control"
"Q01844","EWSR1",-1.01,0.0659493060347287,0.85,FALSE,"ARS","C9ALS_vs_Control"
"P16401","HIST1H1B",-0.738,0.0665022110603833,0.85,FALSE,"ARS","C9ALS_vs_Control"
"Q96G61;Q8NFP7;A0A024RBG1;Q9NZJ9;O95989","NUDT11",0.916,0.06765903193509,0.85,FALSE,"ARS","C9ALS_vs_Control"
"P62424","RPL7A",0.327,0.0674924503920797,0.85,FALSE,"ARS","C9ALS_vs_Control"
"P42166","TMPO",-0.329,0.0673958321841056,0.85,FALSE,"ARS","C9ALS_vs_Control"
"Q14103","HNRNPD",0.543,0.0698463720754438,0.851,FALSE,"ARS","C9ALS_vs_Control"
"P07355;A6NMY6","ANXA2",-0.486,0.0718738590911128,0.852,FALSE,"ARS","C9ALS_vs_Control"
"Q86YR5","GPSM1",-0.309,0.0709466753327661,0.852,FALSE,"ARS","C9ALS_vs_Control"
"O00567","NOP56",-0.482,0.0720755277720795,0.852,FALSE,"ARS","C9ALS_vs_Control"
"Q8WX93;Q86TC9","PALLD",1.61,0.0712250217539972,0.852,FALSE,"ARS","C9ALS_vs_Control"
"Q9BYK8","HELZ2",-0.465,0.0748289287624429,0.853,FALSE,"ARS","C9ALS_vs_Control"
"P31942","HNRNPH3",0.979,0.0734364260274225,0.853,FALSE,"ARS","C9ALS_vs_Control"
"Q3B7J2","GFOD2",0.713,0.0768650166145435,0.854,FALSE,"ARS","C9ALS_vs_Control"
"Q9ULI4","KIF26A",-0.62,0.0765130745907084,0.854,FALSE,"ARS","C9ALS_vs_Control"
"Q96JE9","MAP6",0.443,0.0754687861998379,0.854,FALSE,"ARS","C9ALS_vs_Control"
"Q15843","NEDD8",-0.541,0.0749250929999157,0.854,FALSE,"ARS","C9ALS_vs_Control"
"Q9UHX1","PUF60",0.448,0.0763436938473994,0.854,FALSE,"ARS","C9ALS_vs_Control"
"Q9BRS2","RIOK1",-0.651,0.0773381478581707,0.854,FALSE,"ARS","C9ALS_vs_Control"
"O60506","SYNCRIP",-0.433,0.0749936799600258,0.854,FALSE,"ARS","C9ALS_vs_Control"
"Q00610;P53675","CLTC",0.435,0.0789119734545258,0.855,FALSE,"ARS","C9ALS_vs_Control"
"Q9BQ39","DDX50",-0.293,0.0797227606167053,0.855,FALSE,"ARS","C9ALS_vs_Control"
"Q14318","FKBP8",0.404,0.0794490354487121,0.855,FALSE,"ARS","C9ALS_vs_Control"
"Q14254","FLOT2",-0.423,0.0789983134672594,0.855,FALSE,"ARS","C9ALS_vs_Control"
"Q9UN86","G3BP2",0.44,0.079029998362448,0.855,FALSE,"ARS","C9ALS_vs_Control"
"Q2Q1W2","TRIM71",0.605,0.077930034103499,0.855,FALSE,"ARS","C9ALS_vs_Control"
"P61981","YWHAG",1.4,0.0779055030856665,0.855,FALSE,"ARS","C9ALS_vs_Control"
"O15014","ZNF609",-0.765,0.0779758700894851,0.855,FALSE,"ARS","C9ALS_vs_Control"
"Q99996","AKAP9",1.14,0.0811043738879308,0.856,FALSE,"ARS","C9ALS_vs_Control"
"Q9NYF8","BCLAF1",-0.41,0.0808083640329795,0.856,FALSE,"ARS","C9ALS_vs_Control"
"Q9P2I0","CPSF2",-0.402,0.0824063710343245,0.856,FALSE,"ARS","C9ALS_vs_Control"
"P27816","MAP4",0.509,0.0808974167349701,0.856,FALSE,"ARS","C9ALS_vs_Control"
"P37108","SRP14",0.505,0.0820297529622872,0.856,FALSE,"ARS","C9ALS_vs_Control"
"Q92900","UPF1",0.322,0.0807670439449633,0.856,FALSE,"ARS","C9ALS_vs_Control"
"P26378","ELAVL4",0.527,0.085170696611453,0.857,FALSE,"ARS","C9ALS_vs_Control"
"C9JLW8","FAM195B",0.787,0.0843947078448011,0.857,FALSE,"ARS","C9ALS_vs_Control"
"P48634","PRRC2A",-0.555,0.0853569080436008,0.857,FALSE,"ARS","C9ALS_vs_Control"
"P31946","YWHAB",0.437,0.0840991444958345,0.857,FALSE,"ARS","C9ALS_vs_Control"
"Q9BZJ0","CRNKL1",0.442,0.0871663568843253,0.858,FALSE,"ARS","C9ALS_vs_Control"
"O00622","CYR61",1.05,0.0872283376204944,0.858,FALSE,"ARS","C9ALS_vs_Control"
"Q7L014","DDX46",0.373,0.0861614816974463,0.858,FALSE,"ARS","C9ALS_vs_Control"
"Q71UI9;P0C0S5","H2AFV",-0.604,0.087751566960125,0.858,FALSE,"ARS","C9ALS_vs_Control"
"P52597","HNRNPF",0.611,0.0869346478543352,0.858,FALSE,"ARS","C9ALS_vs_Control"
"O00268;Q92750","TAF4",-0.324,0.0859246897358219,0.858,FALSE,"ARS","C9ALS_vs_Control"
"Q8IZH2","XRN1",1.01,0.0878906342116314,0.858,FALSE,"ARS","C9ALS_vs_Control"
"P13637","ATP1A3",-0.454,0.0899442012855989,0.859,FALSE,"ARS","C9ALS_vs_Control"
"P09429;B2RPK0","HMGB1",-0.599,0.0908310123864594,0.859,FALSE,"ARS","C9ALS_vs_Control"
"Q5VWQ0","RSBN1",-0.246,0.0913351170416183,0.859,FALSE,"ARS","C9ALS_vs_Control"
"P13010","XRCC5",-0.43,0.0908916775281908,0.859,FALSE,"ARS","C9ALS_vs_Control"
"P33240","CSTF2",-0.477,0.0921242899975087,0.86,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y6G9","DYNC1LI1",0.628,0.0926921663224551,0.86,FALSE,"ARS","C9ALS_vs_Control"
"Q12789","GTF3C1",-0.276,0.094356535696732,0.86,FALSE,"ARS","C9ALS_vs_Control"
"P30101","PDIA3",0.345,0.0919737196733117,0.86,FALSE,"ARS","C9ALS_vs_Control"
"P63104","YWHAZ",0.34,0.0919078836166792,0.86,FALSE,"ARS","C9ALS_vs_Control"
"Q9NPI1","BRD7",-0.372,0.095208277601517,0.861,FALSE,"ARS","C9ALS_vs_Control"
"Q15029","EFTUD2",0.623,0.0964690171557452,0.861,FALSE,"ARS","C9ALS_vs_Control"
"Q9HCM4","EPB41L5",0.901,0.0971274058687368,0.861,FALSE,"ARS","C9ALS_vs_Control"
"P46821","MAP1B",-0.3,0.0956373525981691,0.861,FALSE,"ARS","C9ALS_vs_Control"
"Q13523","PRPF4B",-0.245,0.0980361554585709,0.861,FALSE,"ARS","C9ALS_vs_Control"
"P62913","RPL11",0.304,0.0966008336704222,0.861,FALSE,"ARS","C9ALS_vs_Control"
"Q15545","TAF7",-1.04,0.0981255238964833,0.861,FALSE,"ARS","C9ALS_vs_Control"
"Q92616","GCN1L1",0.483,0.0985890415801323,0.862,FALSE,"ARS","C9ALS_vs_Control"
"Q9BVP2","GNL3",-0.315,0.0985915867352471,0.862,FALSE,"ARS","C9ALS_vs_Control"
"P62310","LSM3",-0.371,0.0986706492161174,0.862,FALSE,"ARS","C9ALS_vs_Control"
"O43395","PRPF3",0.475,0.100767184674154,0.862,FALSE,"ARS","C9ALS_vs_Control"
"Q03701","CEBPZ",-0.782,0.10389536129378,0.863,FALSE,"ARS","C9ALS_vs_Control"
"O75955","FLOT1",-0.418,0.102698424197715,0.863,FALSE,"ARS","C9ALS_vs_Control"
"Q9UNF1","MAGED2",-0.558,0.103373762555195,0.863,FALSE,"ARS","C9ALS_vs_Control"
"Q15102","PAFAH1B3",1.2,0.103102322440441,0.863,FALSE,"ARS","C9ALS_vs_Control"
"P62195;Q8NB90","PSMC5",0.54,0.101731128607929,0.863,FALSE,"ARS","C9ALS_vs_Control"
"Q16594","TAF9",-0.316,0.102914666741204,0.863,FALSE,"ARS","C9ALS_vs_Control"
"Q12816","TRO",-0.269,0.102168367486579,0.863,FALSE,"ARS","C9ALS_vs_Control"
"Q9NZB2","FAM120A",0.25,0.106167952780319,0.864,FALSE,"ARS","C9ALS_vs_Control"
"P52948","NUP98",-0.279,0.106526677633722,0.864,FALSE,"ARS","C9ALS_vs_Control"
"P52209","PGD",0.472,0.106529275694706,0.864,FALSE,"ARS","C9ALS_vs_Control"
"P62906","RPL10A",0.47,0.108890964269388,0.864,FALSE,"ARS","C9ALS_vs_Control"
"P38432","COIL",0.328,0.111886661835666,0.865,FALSE,"ARS","C9ALS_vs_Control"
"P49674","CSNK1E",-0.3,0.112617604891566,0.865,FALSE,"ARS","C9ALS_vs_Control"
"Q07020","RPL18",0.233,0.111691735620631,0.865,FALSE,"ARS","C9ALS_vs_Control"
"P62917","RPL8",0.439,0.111882004554149,0.865,FALSE,"ARS","C9ALS_vs_Control"
"Q8IX18","DHX40",-0.626,0.116582152373101,0.866,FALSE,"ARS","C9ALS_vs_Control"
"Q9NY12","GAR1",-0.35,0.115861967360135,0.866,FALSE,"ARS","C9ALS_vs_Control"
"Q96JB3","HIC2",-0.455,0.116484117645493,0.866,FALSE,"ARS","C9ALS_vs_Control"
"P20700","LMNB1",0.617,0.114018049281439,0.866,FALSE,"ARS","C9ALS_vs_Control"
"Q9UIS9","MBD1",-0.461,0.113517679393211,0.866,FALSE,"ARS","C9ALS_vs_Control"
"P07237","P4HB",-0.791,0.116729243499425,0.866,FALSE,"ARS","C9ALS_vs_Control"
"Q8TF01","PNISR",0.367,0.114887767890074,0.866,FALSE,"ARS","C9ALS_vs_Control"
"P08621","SNRNP70",-0.735,0.113837002095804,0.866,FALSE,"ARS","C9ALS_vs_Control"
"Q13243","SRSF5",0.345,0.118635918746553,0.867,FALSE,"ARS","C9ALS_vs_Control"
"Q96MX3;Q6ZT77;P52743;O75840;Q96N95;P57682;Q9H4T2;Q15973;Q9Y4X4;Q8N859;Q8IZC7;Q8N8L2;Q13887;Q96BR6;Q13360;C9JN71;Q14584;Q9UC07;P36508;Q8NDW4;Q86XU0;Q96RE9;Q9NPC7;P16415;Q7Z7L9;Q9H7R0;Q8N972;O95125;Q2M218;P15621;Q9Y2A4;O14978;Q99676;Q9HBT7;P51814","ZNF48",-0.276,0.118142965808103,0.867,FALSE,"ARS","C9ALS_vs_Control"
"P21127;Q9UQ88;Q13882","CDK11B",-0.21,0.123815665111892,0.868,FALSE,"ARS","C9ALS_vs_Control"
"P29762","CRABP1",0.39,0.122430203957734,0.868,FALSE,"ARS","C9ALS_vs_Control"
"Q92499","DDX1",0.84,0.124426948310726,0.868,FALSE,"ARS","C9ALS_vs_Control"
"Q14195;Q14117","DPYSL3",0.426,0.12191892070133,0.868,FALSE,"ARS","C9ALS_vs_Control"
"Q96I24","FUBP3",0.394,0.125892166037886,0.868,FALSE,"ARS","C9ALS_vs_Control"
"Q9P2E9;REV__Q9P2M7","RRBP1",-1.07,0.12360995905676,0.868,FALSE,"ARS","C9ALS_vs_Control"
"P0DN76;Q01081;Q8WU68","U2AF1",-0.728,0.122784845794003,0.868,FALSE,"ARS","C9ALS_vs_Control"
"Q8IUX7;Q8N436","AEBP1",0.743,0.126754590846354,0.869,FALSE,"ARS","C9ALS_vs_Control"
"Q2TBE0","CWF19L2",0.292,0.129598802751943,0.869,FALSE,"ARS","C9ALS_vs_Control"
"Q16576","RBBP7",-0.271,0.129878156613843,0.869,FALSE,"ARS","C9ALS_vs_Control"
"P61978","HNRNPK",-0.316,0.134328026159308,0.87,FALSE,"ARS","C9ALS_vs_Control"
"P10809","HSPD1",-0.892,0.135665347871916,0.87,FALSE,"ARS","C9ALS_vs_Control"
"P62937;P0DN26;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284;P0DN37","PPIA",0.306,0.135889430626564,0.87,FALSE,"ARS","C9ALS_vs_Control"
"O43242","PSMD3",0.677,0.133583475927881,0.87,FALSE,"ARS","C9ALS_vs_Control"
"O43251;Q9NWB1;A6NFN3","RBFOX2",-0.337,0.13222067849497,0.87,FALSE,"ARS","C9ALS_vs_Control"
"Q9BWF3","RBM4",-0.279,0.131730952750698,0.87,FALSE,"ARS","C9ALS_vs_Control"
"P08708","RPS17",-0.383,0.133437300758415,0.87,FALSE,"ARS","C9ALS_vs_Control"
"O95793","STAU1",0.234,0.135178186118935,0.87,FALSE,"ARS","C9ALS_vs_Control"
"P11387;Q969P6","TOP1",0.384,0.13295416680242,0.87,FALSE,"ARS","C9ALS_vs_Control"
"Q53F19","C17orf85",0.413,0.14064818535905,0.871,FALSE,"ARS","C9ALS_vs_Control"
"Q14194","CRMP1",0.376,0.138929061736633,0.871,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y2J2","EPB41L3",-1.09,0.136824609497849,0.871,FALSE,"ARS","C9ALS_vs_Control"
"Q93077;Q7L7L0;P04908","HIST1H2AC",-0.505,0.137798299168762,0.871,FALSE,"ARS","C9ALS_vs_Control"
"P52272","HNRNPM",-0.456,0.13695574522305,0.871,FALSE,"ARS","C9ALS_vs_Control"
"Q99733","NAP1L4",0.316,0.139348759338627,0.871,FALSE,"ARS","C9ALS_vs_Control"
"Q9UKV3","ACIN1",-0.324,0.146446636149494,0.872,FALSE,"ARS","C9ALS_vs_Control"
"Q16777;Q6FI13","HIST2H2AC",-0.468,0.143769088652167,0.872,FALSE,"ARS","C9ALS_vs_Control"
"O14979","HNRNPDL",0.522,0.143298662892631,0.872,FALSE,"ARS","C9ALS_vs_Control"
"Q96GA3","LTV1",-0.298,0.145185267907699,0.872,FALSE,"ARS","C9ALS_vs_Control"
"Q96GM5;Q6STE5","SMARCD1",-0.389,0.142161506009777,0.872,FALSE,"ARS","C9ALS_vs_Control"
"O75643","SNRNP200",-0.349,0.144243946242556,0.872,FALSE,"ARS","C9ALS_vs_Control"
"O00170","AIP",-0.316,0.148412440891319,0.873,FALSE,"ARS","C9ALS_vs_Control"
"Q8WWM7","ATXN2L",-0.241,0.152023133158512,0.873,FALSE,"ARS","C9ALS_vs_Control"
"Q9H8M2","BRD9",-0.242,0.149527304921241,0.873,FALSE,"ARS","C9ALS_vs_Control"
"Q5SW79;Q96L14;Q00G26","CEP170",-0.307,0.151490554404124,0.873,FALSE,"ARS","C9ALS_vs_Control"
"P61026","RAB10",0.43,0.149560273153847,0.873,FALSE,"ARS","C9ALS_vs_Control"
"P42677","RPS27",-1.99,0.146929068942892,0.873,FALSE,"ARS","C9ALS_vs_Control"
"A7MD48","SRRM4",0.273,0.15038498616513,0.873,FALSE,"ARS","C9ALS_vs_Control"
"Q96GY0","ZC2HC1A",-0.534,0.150138776927618,0.873,FALSE,"ARS","C9ALS_vs_Control"
"Q07021","C1QBP",0.665,0.154453993711236,0.874,FALSE,"ARS","C9ALS_vs_Control"
"Q58FF8","HSP90AB2P",-0.966,0.156658566352141,0.874,FALSE,"ARS","C9ALS_vs_Control"
"P48735","IDH2",0.381,0.152298237324845,0.874,FALSE,"ARS","C9ALS_vs_Control"
"P07195","LDHB",-2,0.156190598050965,0.874,FALSE,"ARS","C9ALS_vs_Control"
"Q3MHD2","LSM12",0.26,0.156256783197689,0.874,FALSE,"ARS","C9ALS_vs_Control"
"Q15773","MLF2",-0.301,0.157171139428893,0.874,FALSE,"ARS","C9ALS_vs_Control"
"O75494","SRSF10",0.618,0.156320854728312,0.874,FALSE,"ARS","C9ALS_vs_Control"
"P26640","VARS",-0.34,0.154255474840409,0.874,FALSE,"ARS","C9ALS_vs_Control"
"Q9BY44","EIF2A",-0.832,0.159341387169519,0.875,FALSE,"ARS","C9ALS_vs_Control"
"Q9UKJ3","GPATCH8",-0.194,0.159881207003992,0.875,FALSE,"ARS","C9ALS_vs_Control"
"P09651;Q32P51","HNRNPA1",0.427,0.159780879595909,0.875,FALSE,"ARS","C9ALS_vs_Control"
"P07942","LAMB1",-0.567,0.162044003962072,0.875,FALSE,"ARS","C9ALS_vs_Control"
