ENTREZID	SYMBOL
3220	HOXC@
3297	HSF1
3316	HSPB2
3321	IGSF3
3371	TNC
3373	HYAL1
3378	IBD2
3399	ID3
3443	IFNA6
3454	IFNAR1
3488	IGFBP5
3532	IGKV1OR-2
3565	IL4
3617	IMPG1
3620	IDO1
3645	INSRR
3646	EIF3E
3647	EIF3EP1
3674	ITGA2B
3760	KCNJ3
3764	KCNJ8
3823	KLRC3
3953	LEPR
3975	LHX1
3984	LIMK1
4094	MAF
4150	MAZ
4161	MC5R
4194	MDM4
4216	MAP3K4
4248	MGAT3
4293	MAP3K9
4343	MOV10
4499	MT1M
4544	MTNR1B
4669	NAGLU
4677	NARS1
4690	NCK1
4753	NELL2
4758	NEU1
4841	NONO
4852	NPY
4874	NPM1P5
4875	NPM1P6
4878	NPPA
4879	NPPB
4887	NPY2R
4995	OR3A2
4998	ORC1
4999	ORC2
5000	ORC4
5001	ORC5
5002	SLC22A18
5005	ORM2
5007	OSBP
5008	OSM
5027	P2RX7
5045	FURIN
5225	PGC
5616	PRKY
5623	PSPN
5651	TMPRSS15
5800	PTPRO
5818	NECTIN1
5883	RAD9A
5933	RBL1
5947	RBP1
6197	RPS6KA3
6332	SCN7A
6539	SLC6A12
6540	SLC6A13
6653	SORL1
6708	SPTA1
6719	SRD5A1P1
6730	SRP68
6795	AURKC
6863	TAC1
6910	TBX5
6914	TBXA1R
6959	TRBV21OR9-2
6962	TRBV20OR9-2
6965	TRG
6975	TECTB
6990	DYNLT3
6996	TDG
7003	TEAD1
7004	TEAD4
7019	TFAM
7027	TFDP1
7029	TFDP2
7056	THBD
7071	KLF10
7076	TIMP1
7102	TSPAN7
7268	TTC4
7270	TTF1
7273	TTN
7274	TTPA
7275	TUB
7276	TTR
7277	TUBA4A
7278	TUBA3C
7280	TUBB2A
7284	TUFM
7286	TUFT1
7287	TULP1
7288	TULP2
7289	TULP3
7290	HIRA
7291	TWIST1
7292	TNFSF4
7293	TNFRSF4
7295	TXN
7296	TXNRD1
7297	TYK2
7298	TYMS
7299	TYR
7300	TYRL
7301	TYRO3
7302	TYRO3P
7306	TYRP1
7307	U2AF1
7415	VCP
7436	VLDLR
7438	VMD1
7488	WS2B
7574	ZNF26
7846	TUBA1A
8126	MRST
8190	MIA
8467	SMARCA5
8481	OFD1
8484	GALR3
8489	RPL23AP3
8549	LGR5
8661	EIF3A
8693	GALNT4
8708	B3GALT1
8717	TRADD
8825	LIN7A
8831	SYNGAP1
8887	TAX1BP1
8994	LIMD1
9278	ZBTB22
9348	NDST3
9409	PEX16
9411	ARHGAP29
9413	ENTREP1
9414	TJP2
9489	PGS1
9607	CARTPT
9630	GNA14
9654	TTLL4
9667	SAFB2
9689	BZW1
9700	ESPL1
9711	RUBCN
9722	NOS1AP
9734	HDAC9
9758	FRMPD4
10126	DNAL4
10130	PDIA6
10137	RBM12
10148	EBI3
10159	ATP6AP2
10171	RCL1
10193	RNF41
10204	NUTF2
10215	OLIG2
10226	PLIN3
10237	SLC35B1
10288	LILRB2
10418	SPON1
10421	CD2BP2
10422	UBAC1
10423	CDIPT
10425	ARIH2
10428	CFDP1
10436	EMG1
10438	C1D
10440	TIMM17A
10443	N4BP2L2
10447	FAM3C
10458	BAIAP2
10463	SLC30A9
10466	COG5
10471	PFDN6
10473	HMGN4
10475	TRIM38
10481	HOXB13
10484	SEC23A
10576	CCT2
10681	GNB5
10694	CCT8
10799	RPP40
10865	ARID5A
10983	CCNI
11189	CELF3
11315	PARK7
11316	COPE
11317	RBPJL
11318	GPR182
22927	HABP4
23114	NFASC
23230	VPS13A
23232	TBC1D12
23239	PHLPP1
23252	OTUD3
23277	CLUH
23303	KIF13B
23309	SIN3B
23331	TTC28
23381	SMG5
23395	LARS2
23418	CRB1
23421	ITGB3BP
23426	GRIP1
23450	SF3B3
23459	CMD1H
23460	ABCA6
23461	ABCA5
23462	HEY1
23463	ICMT
23464	GCAT
23466	CBX6
23469	PHF3
23480	SEC61G
23481	PES1
23483	TGDS
23484	LEPROTL1
23492	CBX7
23498	HAAO
23499	MACF1
23500	DAAM2
23503	ZFYVE26
23504	RIMBP2
23505	TMEM131
23526	ARHGAP45
23532	PRAME
23536	ADAT1
23538	OR52A1
23539	SLC16A8
23540	TRS-TGA4-1
23541	SEC14L2
23542	MAPK8IP2
23544	SEZ6L
23549	DNPEP
23557	SNAPIN
23583	SMUG1
23612	PHLDA3
23710	GABARAPL1
24139	EML2
1257	CNC2
1509	CTSD
3716	JAK1
4205	MEF2A
5140	PDE3B
5369	PMCHL1
5413	SEPTIN5
5744	PTHLH
6508	SLC4A3
6551	SLC9A3P1
6768	ST14
7005	TEAD3
7181	NR2C1
7358	UGDH
9568	GABBR2
9895	TECPR2
10328	EMC8
10824	DIAPH2-AS1
22970	RPL41P2
23180	RFTN1
23670	CEMIP2
25801	GCA
378	ARF4
478	ATP1A3
659	BMPR2
731	C8A
789	SLC25A20P1
800	CALD1
887	CCKBR
944	TNFSF8
972	CD74
975	CD81
1230	CCR1
1508	CTSB
1557	CYP2C19
1736	DKC1
1737	DLAT
1914	EEC2
2372	FRA1M
2463	FRA16D
2674	GFRA1
3117	HLA-DQA1
3174	HNF4G
3238	HOXD12
3299	HSF4
3376	IARS1
3481	IGF2
3551	IKBKB
3690	ITGB3
3806	KIR2DS1
4206	MEF2AP1
4907	NT5E
5467	PPARD
5929	RBBP5
6446	SGK1
6452	SH3BP2
6691	SPINK2
6692	SPINT1
6794	STK11
6875	TAF4B
7328	UBE2H
7456	WIPF1
7471	WNT1
8615	USO1
8723	SNX4
8838	CCN6
8839	CCN5
8843	HCAR3
8899	PRP4K
9419	CRIPT
9477	MED20
9566	HPCX
9786	KIAA0586
10014	HDAC5
10336	PCGF3
10426	TUBGCP3
10482	NXF1
10485	MIR9-1HG
10795	ZNF268
10985	GCN1
11025	LILRB3
11052	CPSF6
11257	TP53TG1
23067	SETD1B
23142	DCUN1D4
23152	CIC
23218	NBEAL2
23235	SIK2
23404	EXOSC2
23476	BRD4
23649	POLA2
6296	ACSM3
10228	STX6
8202	NCOA3
18	ABAT
246	ALOX15
546	ATRX
665	BNIP3L
675	BRCA2
783	CACNB2
1218	CMD1B
1255	CNA1
1808	DPYSL2
2742	GLRA2
2843	GPR20
2915	GRM5
2916	GRM6
3730	ANOS1
4294	MAP3K10
4558	TRNF
5028	P2RY1
5044	PABY
5370	PMCHL2
5445	PON2
5602	MAPK10
5927	KDM5A
6144	RPL21
6597	SMARCA4
6705	SPRR2F
6790	AURKA
6868	ADAM17
6890	TAP1
6917	TCEA1
7099	TLR4
7224	TRPC5
7336	UBE2V2
7341	SUMO1
7372	UMPS
7391	USF1
8266	UBL4A
8352	H3C3
8514	KCNAB2
8573	CASK
8586	OR7E87P
8591	OR5G1P
9154	SLC28A1
9247	GCM2
9333	TGM5
9462	RASAL2
9750	RIPOR2
10449	ACAA2
10451	VAV3
10461	MERTK
10476	ATP5PD
11105	PRDM7
22931	RAB18
23108	RAP1GAP2
23109	DDN
23587	ELP5
331	XIAP
387	RHOA
525	ATP6V1B1
528	ATP6V1C1
640	BLK
658	BMPR1B
696	BTN1A1
806	CALM2P2
941	CD80
989	SEPTIN7
1024	CDK8
1085	CEACAMP5
1452	CSNK1A1
1740	DLG2
1839	HBEGF
2219	FCN1
2518	FUCA1P1
2583	B4GALNT1
2713	GK3
2731	GLDC
3108	HLA-DMA
3151	HMGN2
3199	HOXA2
3242	HPD
3332	HSPD1P3
3514	IGKC
3560	IL2RB
3586	IL10
3933	LCN1
3982	LIM2
4046	LSP1
4066	LYL1
4611	MYCLP1
4647	MYO7A
4691	NCL
5023	P2RX1
5527	PPP2R5C
5529	PPP2R5E
5576	PRKAR2A
5631	PRPS1
5663	PSEN1
5698	PSMB9
5792	PTPRF
5819	NECTIN2
5988	RFPL1
5998	RGS3
6037	RNASE3
6060	RNU1-4
6066	RNU2-1
6094	ROM1
6257	RXRB
6465	SHC1P1
6571	SLC18A2
6742	SSBP1
6754	SSTR4
6877	TAF5
6915	TBXA2R
6948	TCN2
7078	TIMP3
7103	TSPAN8
7218	TRP-AGG2-6
7458	EIF4H
7526	YES1P1
8140	SLC7A5
8483	CILP
8508	NIPSNAP1
8517	IKBKG
8674	VAMP4
8796	SCEL
8817	FGF18
9023	CH25H
9212	AURKB
9217	VAPB
9312	KCNB2
9407	TMPRSS11D
9441	MED26
9831	ZNF623
10099	TSPAN3
10238	DCAF7
10269	ZMPSTE24
10354	HMGB1P5
10723	SLC12A7
10900	RUNDC3A
10906	TRAFD1
10935	PRDX3
11171	STRAP
11235	PDCD10
11254	SLC6A14
11274	USP18
22920	KIFAP3
23043	TNIK
23054	NCOA6
23125	CAMTA2
23154	NCDN
23247	KATNIP
23256	SCFD1
23420	NOMO1
23429	RYBP
23516	SLC39A14
23550	PSD4
23762	OSBP2
23772	CSF2RBP1
3	A2MP1
81	ACTN4
107	ADCY1
111	ADCY5
112	ADCY6
133	ADM
190	NR0B1
204	AK2
251	ALPG
439	GET3
495	ATP4A
521	ATP5ME
606	NBEAP1
721	C4B
755	CFAP410
782	CACNB1
821	CANX
886	CCKAR
896	CCND3
950	SCARB2
951	CD37
966	CD59
1062	CENPE
1123	CHN1
1161	ERCC8
1196	CLK2
1289	COL5A1
1307	COL16A1
1327	COX4I1
1360	CPB1
1411	CRYBA1
1414	CRYBB1
1480	CSTP1
1484	CTAA2
1515	CTSV
1517	CTSLP2
1572	CYP2F1
1645	AKR1C1
1652	DDT
1739	DLG1
1745	DLX1
1878	E11S
1954	MEGF8
2003	ELK2AP
2176	FANCC
2192	FBLN1
2220	FCN2
2314	FLII
2376	FRA2D
2417	FRA7J
2422	FRA8D
2443	FRA11F
2497	FTH1P2
2549	GAB1
2559	GABRA6
2580	GAK
2623	GATA1
2635	GBP3
2732	GLDCP1
2786	GNG4
2788	GNG7
2819	GPD1
3003	GZMK
3010	H1-6
3013	H2AC7
3162	HMOX1
3219	HOXB9
3240	HP
3280	HES1
3309	HSPA5
3344	FOXN2
3381	IBSP
3440	IFNA2
3480	IGF1R
3507	IGHM
3563	IL3RA
3713	IVL
3817	KLK2
3832	KIF11
3909	LAMA3
3929	LBP
3956	LGALS1
3973	LHCGR
3987	LIMS1
3990	LIPC
4015	LOX
4232	MEST
4337	MOCS1
4524	MTHFR
4550	RNR2
4619	MYH1
4622	MYH4
4650	MYO9B
4682	NUBP1
4695	NDUFA2
4723	NDUFV1
4734	NEDD4
4911	NTF6B
4934	NYS3
4976	OPA1
5043	PABX
5141	PDE4A
5160	PDHA1
5176	SERPINF1
5190	PEX6
5244	ABCB4
5380	PMS2P2
5449	POU1F1
5456	POU3F4
5518	PPP2R1A
5525	PPP2R5A
5550	PREP
5613	PRKX
5634	PRPS2
5645	PRSS2
5704	PSMC4
5715	PSMD9
5778	PTPN7
5860	QDPR
5877	RABIF
6016	RIT1
6017	RLBP1
6022	RMD1
6051	RNPEP
6118	RPA2
6201	RPS7
6276	S100A5
6285	S100B
6308	SC4MOP
6336	SCN10A
6401	SELE
6406	SEMG1
6428	SRSF3
6483	ST3GAL2
6517	SLC2A4
6518	SLC2A5
6521	SLC4A1
6523	SLC5A1
6591	SNAI2
6598	SMARCB1
6610	SMPD2
6636	SNRPF
6638	SNRPN
6645	SNTB2
6662	SOX9
6683	SPAST
6746	SSR2
6812	STXBP1
6862	TBXT
6865	TACR2
6879	TAF7
6913	TBX15
6993	DYNLT1
6998	CRIPTO3
7018	TF
7026	NR2F2
7049	TGFBR3
7057	THBS1
7067	THRA
7072	TIA1
7087	ICAM5
7101	NR2E1
7122	CLDN5
7235	TRU-TCA2-1
7272	TTK
7305	TYROBP
7417	VDAC2
7433	VIPR1
7439	BEST1
7547	ZIC3
7562	ZNF708
7568	ZNF20
7582	ZNF33B
7594	ZNF43
7711	ZNF155
7727	ZNF174
7737	RNF113A
7763	ZFAND5
7812	CSDE1
7993	UBXN8
8022	LHX3
8362	H4C12
8446	DUSP11
8463	TEAD2
8641	PCDHGB4
8653	DDX3Y
8685	MARCO
8737	RIPK1
8852	AKAP4
8991	SELENBP1
9076	CLDN1
9081	PRY
9092	SART1
9159	PCSK7
9169	SCAF11
9240	PNMA1
9302	SNORD26
9329	GTF3C4
9436	NCR2
9470	EIF4E2
9479	MAPK8IP1
9685	CLINT1
9753	ZSCAN12
9817	KEAP1
9959	USP12P1
10004	NAALADL1
10054	UBA2
10092	ARPC5
10094	ARPC3
10097	ACTR2
10152	ABI2
10194	TSHZ1
10197	PSME3
10209	EIF1
10256	CNKSR1
10287	RGS19
10410	IFITM3
10498	CARM1
10535	RNASEH2A
10640	EXOC5
10650	PRELID3A
10656	KHDRBS3
10714	POLD3
10767	HBS1L
10818	FRS2
10982	MAPRE2
11051	NUDT21
11151	CORO1A
11194	ABCB8
11283	CYP4F8
11326	VSIG4
11341	SCRG1
11343	MGLL
11346	SYNPO
22836	RHOBTB3
22841	RAB11FIP2
22870	PPP6R1
22884	WDR37
22915	MMRN1
22917	ZP1
22928	SEPHS2
22945	GPAA1P1
22986	SORCS3
22987	SV2C
23041	MON2
23113	CUL9
23240	TMEM131L
23261	CAMTA1
23263	MCF2L
23275	POFUT2
23293	SMG6
23306	NEMP1
23310	NCAPD3
23326	USP22
23327	NEDD4L
23341	DNAJC16
23344	ESYT1
23345	SYNE1
23348	DOCK9
23349	PHF24
23350	U2SURP
23352	UBR4
23358	USP24
23361	ZNF629
23363	OBSL1
23365	ARHGEF12
23366	MATCAP2
23367	LARP1
23368	PPP1R13B
23371	TNS2
23373	CRTC1
23376	UFL1
23378	RRP8
23379	ICE1
23384	SPECC1L
23387	SIK3
23389	MED13L
23390	ZDHHC17
23392	ECPAS
23394	ADNP
23396	PIP5K1C
23397	NCAPH
23398	PPWD1
23399	CTDNEP1
23400	ATP13A2
23401	FRAT2
23403	FBXO46
23451	SF3B1
23456	ABCB10
23493	HEY2
23530	NNT
23533	PIK3R5
23543	RBFOX2
23554	TSPAN12
23580	CDC42EP4
23604	DAPK2
23620	NTSR2
23677	SH3BP4
23782	AP1B1P1
23784	POTEH
25763	H2AP
25792	CIZ1
25827	FBXL2
330	BIRC3
527	ATP6V0C
578	BAK1
988	CDC5L
1387	CREBBP
1447	CSN2
2427	FRA9C
3595	IL12RB2
4581	MTX1LP
4977	OPA2
5609	MAP2K7
7355	SLC35A2
7889	PSORS3
8231	CND
10117	ENAM
10655	DMRT2
10775	POP4
23025	UNC13A
23271	CAMSAP2
155	ADRB3
267	AMFR
529	ATP6V1E1
598	BCL2L1
605	BCL7A
628	BEVI
722	C4BPA
995	CDC25C
1003	CDH5
1074	CFL1P5
1495	CTNNA1
1602	DACH1
2138	EYA1
2221	FCP1
2692	GHRHR
2888	GRB14
2960	GTF2E1
3107	HLA-C
3478	IGES
3553	IL1B
3895	KTN1
4128	MAOA
4674	NAP1L2
4910	NTF6A
5033	P4HA1
5368	PNOC
5420	PODXL
5741	PTH
5962	RDX
6047	RNF4
6080	SNORA73A
6282	S100A11
6720	SREBF1
6871	TADA2A
6955	TRA
6985	TRGV11
7048	TGFBR2
7104	TM4SF4
7312	UBA52P1
8543	LMO4
8940	TOP3B
9163	AMLCR2
9609	RAB36
9821	RB1CC1
9969	MED13
10011	SRA1
23334	SZT2
23568	ARL2BP
23753	SDF2L1
953	ENTPD1
984	CDK11B
1558	CYP2C8
1759	DNM1
2159	F10
2169	FABP2
2652	OPN1MW
3854	KRT6B
3980	LIG3
6189	RPS3A
7053	TGM3
7490	WT1
8313	AXIN2
9410	SNRNP40
9865	TRIL
11258	DCTN3
23241	PACS2
3691	ITGB4
5189	PEX1
5241	PGR
10822	OR7E11P
6054	RNR3
6813	STXBP2
1504	CTRB1
2018	EMX2
2619	GAS1
3405	IDDM6
3739	KCNA4
4038	LRP4
22929	SEPHS1
23432	GPR161
1299	COL9A3
2199	FBLN2
2215	FCGR3B
3558	IL2
4259	MGST3
4958	OMD
5868	RAB5A
6056	RNR5
6520	SLC3A2
6557	SLC12A1
7343	UBTF
7596	ZNF45
8778	SIGLEC5
10861	SLC26A1
22908	SACM1L
23551	RASD2
106	ADCP1
425	ARVD4
963	CD53
990	CDC6
1141	CHRNB2
4068	SH2D1A
4863	NPAT
5165	PDK3
6422	SFRP1
6491	STIL
6701	SPRR2B
8328	GFI1B
9901	SRGAP3
10584	COLEC10
11313	LYPLA2
25794	FSCN2
10207	PATJ
160	AP2A1
597	BCL2A1
962	CD48
1163	CKS1B
1948	EFNB2
2386	FRA3C
2500	FTH1P7
2912	GRM2
3046	HBE1
3383	ICAM1
3727	JUND
3902	LAG3
4535	ND1
4793	NFKBIB
5097	PCDH1
5521	PPP2R2B
5570	PKIB
5826	ABCD4
6013	RLN1
6233	RPS27A
6365	SCZD3
6525	SMTN
6624	FSCN1
6667	SP1
6920	TCEA3
6964	TRD
7405	UVRAG
8085	KMT2D
8360	H4C4
10398	MYL9
10728	PTGES3
23148	NACAD
23233	EXOC6B
23440	OTP
23601	CLEC5A
24	ABCA4
56	ACRV1
86	ACTL6A
97	ACYP1
108	ADCY2
109	ADCY3
154	ADRB2
157	GRK3
174	AFP
181	AGRP
207	AKT1
229	ALDOB
306	ANXA3
354	KLK3
355	FAS
364	AQP7
449	ASS1P4
469	ATF4P1
534	ATP6V1G2
574	BAGE
635	BHMT
636	BICD1
669	BPGM
690	BTF3P11
729	C6
740	MRPL49
777	CACNA1E
813	CALU
842	CASP9
862	RUNX1T1
915	CD3D
923	CD6
945	CD33
955	ENTPD6
961	CD47
971	CD72
976	ADGRE5
983	CDK1
1001	CDH3
1029	CDKN2A
1114	CHGB
1157	CKBP1
1179	CLCA1
1181	CLCN2
1211	CLTA
1266	CNN3
1281	COL3A1
1286	COL4A4
1336	COX5BP7
1342	COX6B1P2
1373	CPS1
1413	CRYBA4
1415	CRYBB2
1423	CRYGFP
1510	CTSE
1654	DDX3X
1741	DLG3
1802	DPH2
1831	TSC22D3
1893	ECM1
1934	EEF1B2P2
1996	ELAVL4
2026	ENO2
2039	DMTN
2043	EPHA4
2099	ESR1
2116	ETV2
2149	F2R
2187	FANCB
2189	FANCG
2194	FASN
2207	FCER1G
2222	FDFT1
2252	FGF7
2271	FH
2319	FLOT2
2341	FNTAP2
2382	FRA2J
2405	FRA6E
2419	FRA8B
2458	FRA14C
2537	IFI6
2574	GAGE2C
2601	GAPDHP60
2667	GDI2P1
2705	GJB1
2707	GJB3
2719	GPC3
2741	GLRA1
2787	GNG5
2799	GNS
2877	GPX2
2902	GRIN1
2994	GYPB
3029	HAGH
3106	HLA-B
3121	HLA-DQB3
3134	HLA-F
3135	HLA-G
3181	HNRNPA2B1
3183	HNRNPC
3210	HOXB@
3223	HOXC6
3258	HPT
3341	HTC1
3448	IFNA14
3453	IFNA22P
3486	IGFBP3
3493	IGHA1
3594	IL12RB1
3615	IMPDH2
3636	INPPL1
3717	JAK2
3747	KCNC2
3753	KCNE1
3787	KCNS1
3809	KIR2DS4
3820	KLRB1
3911	LAMA5
3916	LAMP1
3945	LDHB
4118	MAL
4311	MME
4522	MTHFD1
4547	MTTP
4613	MYCN
4701	NDUFA7
4764	NF1P3
4780	NFE2L2
4803	NGF
4868	NPHS1
4881	NPR1
5019	OXCT1
5021	OXTR
5029	P2RY2
5071	PRKN
5079	PAX5
5155	PDGFB
5256	PHKA2
5347	PLK1
5348	FXYD1
5452	POU2F2
5512	PPP1R8P1
5589	PRKCSH
5678	PSG9
5682	PSMA1
5686	PSMA5
5692	PSMB4
5756	TWF1
5769	PTP4A2P2
5782	PTPN12
5789	PTPRD
5799	PTPRN2
5870	RAB6A
5938	RBMS1P1
5940	RBMY1A1
5964	RDXP2
5993	RFX5
6001	RGS10
6002	RGS12
6097	RORC
6166	RPL36AL
6241	RRM2
6272	SORT1
6277	S100A6
6280	S100A9
6385	SDC4
6514	SLC2A2
6515	SLC2A3
6531	SLC6A3
6607	SMN2
6611	SMS
6614	SIGLEC1
6621	SNAPC4
6628	SNRPB
6631	SNRPC
6702	SPRR2C
6713	SQLE
6734	SRPRA
6748	SSR4
6758	SSX5
6792	CDKL5
6803	STSP1
6820	SULT2B1
6835	SURF2
6866	TAC3
6924	ELOA
6925	TCF4
6974	TRGV2
6991	DYNLT2
6997	CRIPTO
7001	PRDX2
7020	TFAP2A
7040	TGFB1
7041	TGFB1I1
7073	TIAL1
7089	TLE2
7097	TLR2
7153	TOP2A
7158	TP53BP1
7175	TPR
7419	VDAC3
7454	WAS
7544	ZFY
7559	ZNF12
7589	ZSCAN21
7628	ZNF75BP
7652	ZNF99
7760	ZNF213
7834	PCAP
7881	KCNAB1
8036	SHOC2
8193	DPF1
8249	MGR2
8373	IFIT1P1
8428	STK24
8448	DOC2A
8526	DGKE
8541	PPFIA3
8587	OR7E2P
8643	PTCH2
8672	EIF4G3
8722	CTSF
8726	EED
8782	MYP3
8856	NR1I2
8897	MTMR3
8935	SKAP2
9002	F2RL3
9128	PRPF4
9135	RABEP1
9144	SYNGR2
9179	AP4M1
9328	GTF3C5
9416	DDX23
9421	HAND1
9429	ABCG2
9454	HOMER3
9517	SPTLC2
9612	NCOR2
9631	NUP155
9636	ISG15
9639	ARHGEF10
9697	TRAM2
9749	PHACTR2
9844	ELMO1
9852	EPM2AIP1
9868	TOMM70
9907	AP5Z1
9934	P2RY14
9993	DGCR2
10002	NR2E3
10090	UST
10096	ACTR3
10200	MPHOSPH6
10203	CALCRL
10263	CDK2AP2
10267	RAMP1
10276	NET1
10341	H2AC5P
10430	TMEM147
10460	TACC3
10462	CLEC10A
10464	PIBF1
10527	IPO7
10594	PRPF8
10620	ARID3B
10642	IGF2BP1
10718	NRG3
10776	ARPP19
10848	PPP1R13L
10863	ADAM28
10869	USP19
10959	TMED2
10986	IGAD1
11006	LILRB4
11116	CEP43
11136	SLC7A9
11153	FICD
11165	NUDT3
11193	WBP4
11199	ANXA10
11221	DUSP10
11266	DUSP12
22813	CRIPTOP6
22873	DZIP1
22875	ENPP4
22930	RAB3GAP1
22932	POMZP3
22933	SIRT2
22943	DKK1
22992	KDM2A
23024	PDZRN3
23029	RBM34
23051	ZHX3
23059	CLUAP1
23063	WAPL
23092	ARHGAP26
23101	MCF2L2
23132	RAD54L2
23136	EPB41L3
23150	FRMD4B
23169	SLC35D1
23172	ABRAXAS2
23173	METAP1
23254	KAZN
23274	CLEC16A
23276	KLHL18
23291	FBXW11
23294	ANKS1A
23370	ARHGEF18
23412	COMMD3
23431	AP4E1
23438	HARS2
23473	CAPN7
23506	BICRAL
23507	LRRC8B
23528	ZNF281
23529	CLCF1
23600	AMACR
23756	RPS24P1
25766	PRPF40B
25776	CBY1
25843	MOB4
402	ARL2
5721	PSME2
7079	TIMP4
10120	ACTR1B
1102	RCBTB2
6873	TAF2
551	AVP
6892	TAPBP
172	AFG3L1P
4717	NDUFC1
6014	RIT2
9649	RALGPS1
23161	SNX13
10008	KCNE3
9582	APOBEC3B
3795	KHK
2978	GUCA1A
2300	FOXL1
8729	GBF1
9375	TM9SF2
1243	CMM
2369	FRA1J
7162	TPBG
23281	MTUS2
2884	GPX1P2
9261	MAPKAPK2
4147	MATN2
9340	GLP2R
22864	R3HDM2
8869	ST3GAL5
1198	CLK3
148	ADRA1A
3719	JBS
7620	ZNF69
10066	SCAMP2
3875	KRT18
2636	GBX1
8772	FADD
6034	RN7SL8P
5730	PTGDS
1960	EGR3
6260	RYKP1
7212	TRX-CAT2-1
2037	EPB41L2
9341	VAMP3
8420	SNHG3
11281	POU6F2
394	ARHGAP5
6570	SLC18A1
9324	HMGN3
6847	SYCP1
8918	HERC2P6
25844	YIPF3
6128	RPL6
22878	TRAPPC8
1675	CFD
7320	UBE2B
23234	DNAJC9
10067	SCAMP3
9755	TBKBP1
6830	SUPT6H
6315	ATXN8OS
6893	TAPVR1
1329	COX5B
7074	TIAM1
7979	SEM1
6668	SP2
3800	KIF5C
11196	SEC23IP
6534	SLC6A7
5017	OVOL1
5273	SERPINB10
3459	IFNGR1
6424	SFRP4
6983	TRGV9
3998	LMAN1
8340	H2BC13
2548	GAA
5605	MAP2K2
3352	HTR1D
3844	KRASP1
8566	PDXK
6487	ST3GAL3
9925	ZBTB5
3492	IGH
2822	GPLD1
7697	ZNF138
6388	SDF2
1800	DPEP1
2247	FGF2
2628	GATM
6778	STAT6
1268	CNR1
23270	TSPYL4
7013	TERF1
8419	BFSP2
3260	HPV18I1
4541	ND6
10221	TRIB1
3349	HTOR
6072	RNU7-68P
2553	GABPB1
2525	FUT3
6236	RRAD
6033	RN7SL7P
4297	KMT2A
2958	GTF2A2
6439	SFTPB
7592	ZNF41
2471	FRA20A
7494	XBP1
7035	TFPI
829	CAPZA1
747	DAGLA
6897	TARS1
2837	UTS2R
1195	CLK1
3156	HMGCR
6370	CCL25
10678	B3GNT2
5350	PLN
2496	FTH1P1
2867	FFAR2
10367	MICU1
6781	STC1
10690	FUT9
25820	ARIH1
9601	PDIA4
8349	H2BC21
5306	PITPNA
9391	CIAO1
4626	MYH8
2473	FRA22A
1822	ATN1
6183	MRPS12
9627	SNCAIP
10497	UNC13B
10741	RBBP9
685	BTC
10969	EBNA1BP2
8732	RNGTT
10794	ZNF460
7038	TG
1565	CYP2D6
10581	IFITM2
9292	GPR53P
6349	CCL3L1
1806	DPYD
10516	FBLN5
9973	CCS
5621	PRNP
22883	CLSTN1
10500	SEMA6C
5288	PIK3C2G
2551	GABPA
10981	RAB32
22837	COBLL1
579	NKX3-2
10321	CRISP3
3698	ITIH2
1175	AP2S1
25812	POM121L1P
10239	AP3S2
5758	PTMAP1
2289	FKBP5
4931	NVL
23288	IQCE
8896	BUD31
8336	H2AC17
5326	PLAGL2
2676	GFRA3
1183	CLCN4
3033	HADH
2956	MSH6
3525	IGKV1OR1-1
1815	DRD4
22955	SCMH1
7318	UBA7
1727	CYB5R3
2185	PTK2B
5893	RAD52
7178	TPT1
120	ADD3
7130	TNFAIP6
23272	TASOR
9399	STOML1
6949	TCOF1
4750	NEK1
932	MS4A3
2649	NR6A1
5199	CFP
1312	COMT
4507	MTAP
4501	MT1X
9299	SNORD30
4605	MYBL2
1031	CDKN2C
8797	TNFRSF10A
11004	KIF2C
23333	DPY19L1
9900	SV2A
4245	MGAT1
7921	D6S207E
10715	CERS1
1578	CYP3A51P
2639	GCDH
2171	FABP5
8048	CSRP3
3643	INSR
1716	DGUOK
8358	H3C2
4133	MAP2
22806	IKZF3
9322	TRIP10
2840	GPR17
2572	GAD2
6337	SCNN1A
6143	RPL19
4074	M6PR
25771	TBC1D22A
10478	SLC25A17
4432	MSBP2
1747	DLX3
4331	MNAT1
9794	MAML1
23165	NUP205
4345	CD200
4253	MIA2
10965	ACOT2
22835	ZFP30
6423	SFRP2
2210	FCGR1BP
8246	MRXS12
5932	RBBP8
1894	ECT2
1301	COL11A1
6698	SPRR1A
3201	HOXA4
9218	VAPA
7879	RAB7A
3444	IFNA7
8289	ARID1A
7334	UBE2N
6079	SNORD15A
393	ARHGAP4
23636	NUP62
2873	GPS1
656	BMP8B
954	ENTPD2
3892	KRT86
23017	FAIM2
4819	NKS1
316	AOX1
3090	HIC1
10206	TRIM13
3127	HLA-DRB5
5292	PIM1
11055	ZPBP
5874	RAB27B
7784	ZP3
5261	PHKG2
10195	ALG3
7108	TM7SF2
2145	EZH1
2161	F12
3290	HSD11B1
5278	PIGAP1
25813	SAMM50
10402	ST3GAL6
1291	COL6A1
5922	RASA2
4223	MEOX2
1768	DNAH6
70	ACTC1
2734	GLG1
9914	ATP2C2
6556	SLC11A1
6433	SFSWAP
7339	UBE3AP2
2712	GK2
8137	HYD2
22993	HMGXB3
2180	ACSL1
3772	KCNJ15
5246	PHB1P1
2175	FANCA
79	ACTG1P7
6009	RHEB
10022	INSL5
