Gene_Symbol,mRNA_logFC,mRNA_adjPval
SSTR4,-0.285345652,0.355318928
SLX4IP,0.123417257,0.355401664
TPPP3,0.350638087,0.355405432
SHANK2-AS1,0.344057131,0.355415391
REX1BD,-0.119092866,0.355493062
LINC02236,-0.220378786,0.355512982
FBXO16,-0.149676684,0.355512982
TPTE2P3,0.192352888,0.355883907
LOC101929457,-0.273249363,0.356069002
WDR83OS,0.129460567,0.356080088
FANCL,0.164245486,0.356092505
NCALD,0.254108429,0.356092505
KLF2,-0.260965567,0.356195194
FAR2P2,0.121798752,0.356252598
TBCA,0.108447453,0.356355052
GOLGA1,-0.076597677,0.356479144
NUDT7,-0.134446479,0.356557908
SGO1-AS1,0.469597964,0.356666043
GPR83,0.289318371,0.356706995
C6orf89,0.053931126,0.356706995
SON,0.064732861,0.356741026
KLRC4-KLRK1,-0.282714711,0.356767726
STK38,-0.130388255,0.356767726
TAPBP,-0.094593017,0.356776609
INO80D,0.089411202,0.35680475
COCH,-0.201263204,0.357043199
HAS1,-0.205655716,0.357043199
EXOC1,0.092884453,0.357043199
LINC02283,-0.267286444,0.357087407
NSF,0.216063298,0.357087407
PLXDC2,0.17148039,0.357168325
C12orf60,0.215598957,0.357168325
CD1D,-0.390027742,0.357329825
RBL1,0.13355303,0.357517394
VEGFC,-0.195805573,0.357517394
MTCL1,-0.150071715,0.357517394
HSP90B2P,-0.160355538,0.357517394
TMEM179,-0.172854665,0.357538493
LINC00674,0.091456302,0.357538493
TP53I13,-0.144941054,0.357538493
TRABD2A,0.237720657,0.35762055
C1QL3,0.244575715,0.357762891
ZBTB7C,-0.149101236,0.358081487
FDFT1,0.122696103,0.358155111
LINC00951,-0.336809388,0.358246269
FAM53B,0.196355208,0.358246269
RPL34,0.155153523,0.358250344
TOR2A,-0.13106716,0.358327223
LOC101929294,-0.193146083,0.358408761
OSTM1-AS1,0.244120964,0.358408761
GABRG2,0.232077003,0.358460278
ACTR5,-0.098246721,0.358460278
PLAGL2,-0.128852553,0.358460278
MED18,0.111836702,0.358460278
SLC12A4,-0.166024053,0.35857524
PNMA6F,-0.258056485,0.358649045
AKAP1,-0.06404139,0.358671196
DEPDC7,0.321538887,0.358723208
LACTB,0.08334208,0.358844721
ARL3,0.089991,0.358844721
PIK3CG,0.259225005,0.358844721
ESS2,-0.096431554,0.358844721
ST20,-0.123434141,0.358844721
ABCG8,-0.239129677,0.358844721
HNRNPD,0.088976984,0.358844721
SEC11C,0.144498485,0.358876678
DEF8,-0.091205724,0.358988197
R3HDM2,-0.074875607,0.358988197
MAPT-IT1,-0.223877437,0.359019399
RABEPK,-0.091741556,0.359019399
FBXL20,0.082846742,0.359019399
LOC283140,-0.163615404,0.359110236
SERPINE2,-0.116300374,0.359110236
NUP98,-0.062848198,0.359110236
LYST,0.078395832,0.359110236
IFI44L,-0.337024946,0.359110236
SLC45A3,0.483162147,0.359159596
PRR36,-0.20941068,0.359498907
ACYP2,0.097932086,0.359498907
RNF7,0.093522187,0.359747028
FAM192A,0.068928402,0.35985637
SNORD114-16,0.265275418,0.359933038
EXOSC8,0.106935582,0.360013423
LOC440896,-0.35774981,0.360013423
PATE2,-0.217092436,0.360097809
MT1F,-0.32221633,0.360297606
ZSCAN20,0.120959737,0.360671875
PA2G4P4,-0.236345627,0.360906891
MIA3,0.084600827,0.361055019
PLPP1,0.110542413,0.361055019
GPRC5C,-0.183044332,0.361055019
PSMB4,-0.099906275,0.361316067
C11orf24,-0.155628608,0.361335087
POU6F2-AS2,0.308284241,0.361339164
CEP192,0.098706607,0.361373076
TFDP2,0.095979576,0.361483655
CUZD1,-0.238529808,0.361517339
GNRHR2,0.159189517,0.361562144
JRK,-0.097823385,0.36157318
CWF19L1,0.085929954,0.361691546
NUP50,0.09371252,0.361724774
DAGLA,-0.181698749,0.361782036
PANX1,0.151405211,0.361814409
IGSF6,0.360065477,0.361826103
KCNAB3,-0.224525007,0.362079544
ESRRB,-0.227877983,0.362106563
PLCXD3,0.176737201,0.362254431
NCK2,0.097695834,0.362457587
RAB40B,0.132825015,0.362457587
MRPL38,-0.101935026,0.362457587
SLC27A1,-0.153243098,0.362614945
MAZ,0.101195279,0.362614945
PTCH1,-0.133852116,0.362714915
ORMDL1,0.101688565,0.362722214
PPP1R16A,-0.148758119,0.362830554
FGL1,0.356326307,0.362855152
COL11A1,-0.14237654,0.362921901
CSTA,0.625287596,0.362921901
CERS2,0.262092841,0.362921901
NOTCH1,-0.201085127,0.36292828
KLK6,0.535730212,0.362967383
ACVR2B,0.073996023,0.363154298
RBP4,-0.270226873,0.363270732
SDHB,0.103369084,0.363270732
LINC01159,0.220459506,0.363270732
ZNF771,0.135241373,0.363386029
CRNDE,-0.40765722,0.363496889
LIMA1,-0.14402953,0.363496889
SMARCA2,0.079602348,0.363496889
INAFM1,-0.133812483,0.363588723
TRIM33,0.082757059,0.363588723
CRYGS,-0.161993389,0.363588723
FAM168A,0.048992845,0.363663908
CLVS1,0.156763916,0.363772538
MKNK2,0.201355404,0.363772538
BCKDK,-0.108514757,0.363795604
C9orf16,0.143811203,0.363933227
AP4S1,0.097302688,0.364028512
MEA1,0.126128803,0.364057964
DLEU2,0.195312711,0.364057964
LFNG,-0.199261596,0.364199866
PMVK,0.096583587,0.364199866
GALR1,-0.226428196,0.364298958
TOP2A,0.832047689,0.36447425
PDE4C,-0.305036758,0.36447425
ESYT3,-0.206425531,0.36447425
BACH1-IT2,-0.252756418,0.36447425
MIR639,0.139010174,0.36447425
SCLY,-0.106397014,0.36447425
RAB11FIP1,-0.146205854,0.36447425
ATOH8,-0.243370353,0.36447425
MR1,0.155456745,0.364522587
LINC00032,0.29898569,0.364684106
FDXR,-0.158976578,0.364697952
LOC105369306,0.310168046,0.364707835
LOC554206,-0.17275468,0.364707835
AHCTF1P1,0.259503339,0.364707835
SNORA18,0.124096729,0.364707835
DTYMK,0.120913349,0.365043539
LOC105373064,0.259034968,0.3651246
SOX6,0.108261862,0.365266773
ZC2HC1A,0.136432927,0.365311997
RNF135,-0.176331145,0.365484608
SP100,-0.208206213,0.365596445
RETREG2,0.102052401,0.365614481
GPR63,0.165763181,0.365673206
TTC21B,0.084170739,0.365764682
ZNF326,0.12956742,0.365764682
C7orf25,0.075713269,0.365810295
ARHGAP4,-0.230518505,0.365939172
ZNF449,-0.133613027,0.365939172
TAS2R19,0.154620759,0.366003228
YWHAG,0.157208888,0.366003228
FIGNL2,-0.179635773,0.366003228
LOC401585,-0.243232926,0.366003228
LOC401442,-0.18786794,0.366038415
MCM3AP,-0.062788732,0.366038415
SNORD116-7,-0.208548771,0.366067482
ALKBH2,-0.108934323,0.366192006
LAPTM4B,0.145055837,0.366195887
RNF219-AS1,0.235031666,0.366340093
GGTA1P,0.177179785,0.366404569
CLEC4E,-0.481871435,0.366429934
TPD52L1,0.169681663,0.366453425
LOXL1-AS1,-0.259657734,0.366521635
SLC35E2B,-0.146080273,0.366613323
ELF1,0.207336576,0.366683031
HERC2,-0.06903452,0.366683031
LOC646762,0.094168009,0.366684288
JAKMIP3,-0.195840056,0.366684288
DLAT,0.120497921,0.366684288
SUOX,-0.081846934,0.366715681
SFTPC,0.222291932,0.366726734
COL4A1,-0.265777781,0.366799886
TOM1L1,0.160272885,0.367178969
REXO2,0.086710037,0.367178969
MIR4477A,-0.280099189,0.367181149
ORC3,0.099925824,0.367181149
LINC01600,-0.239762837,0.367359813
NAA16,0.140879342,0.367449325
MAGI3,0.102765797,0.36746444
RECQL,0.119960689,0.36746444
CCDC15,-0.205670871,0.367815112
CPNE6,-0.189611049,0.367815112
STAT3,-0.139174852,0.367886868
SRSF5,-0.090090358,0.367912156
ARF4-AS1,-0.204479801,0.367960008
FXYD5,-0.271517912,0.368159849
ZNF157,-0.105210568,0.368159849
PNMA1,0.109752271,0.368159849
CAVIN2,0.269159038,0.368483362
FUBP3,-0.078141167,0.368483362
ZNF512,0.07910421,0.368561571
SPOUT1,-0.126883617,0.368596168
ARRDC3-AS1,-0.186454977,0.368625865
RPL19,0.142741546,0.368625865
IGSF10,-0.253154848,0.368689005
PYROXD2,-0.199903234,0.368689005
LINC01181,-0.235233796,0.368756269
FTCD,-0.350224473,0.368924187
RNPC3,-0.101514299,0.368944716
PAOX,-0.149478453,0.369035472
ZNF519,0.136900398,0.369051292
EMB,0.149028751,0.369189117
PKNOX1,0.09458375,0.36935052
SUSD6,-0.083226627,0.36935052
LINC01992,-0.336006839,0.36935052
PTTG2,-0.217730043,0.369669085
POLR2K,0.156032599,0.369707565
ZNF252P,0.127027507,0.369707565
TMEM41A,0.073609041,0.369735762
SNORD115-2,-0.286236313,0.3697792
PTGES3L-AARSD1,-0.124709314,0.369908924
DLX6,-0.218055794,0.36991144
OAZ2,0.08112053,0.36991144
AKAP5,0.249652207,0.370122998
PRPSAP1,-0.062204223,0.370201128
NPSR1-AS1,0.304950195,0.370228068
TCEAL1,0.110366138,0.370250598
SNX17,0.10043029,0.370250598
C12orf73,0.102234803,0.370250598
NEK6,-0.11999989,0.370276778
EHBP1L1,-0.144980415,0.370280936
C17orf75,0.118900412,0.370388202
CEP95,-0.120217992,0.370422509
CEP63,0.0496215,0.37053025
FARS2,-0.095640476,0.37053025
KANSL1,0.106953504,0.370559698
LOC101928174,0.206072949,0.370559698
ZDHHC13,0.103662913,0.370687394
SPECC1,0.08233589,0.370706437
CLSTN2,0.185453241,0.370736607
DGCR9,-0.1897214,0.370817235
EXOSC5,0.120194634,0.370887998
THTPA,0.089173557,0.370887998
ELF2,0.121737315,0.370887998
POSTN,-0.226319171,0.370887998
LOC389895,0.17633536,0.370956587
IQGAP2,0.301145915,0.371176094
RPL28,0.124864878,0.3712229
TOMM7,0.173735788,0.3712229
HIST2H3D,-0.206406623,0.371235357
NEDD4L,0.146467741,0.371235357
LINC01534,-0.105552098,0.371235357
LOC285638,-0.27067854,0.371235357
DBN1,-0.143808532,0.371235357
CETN4P,0.203741427,0.371235357
MRPS18C,0.134904677,0.371595981
TPI1P2,-0.194101951,0.371686114
GRIN2D,-0.180563951,0.371686114
FHOD3,-0.127809794,0.371734635
IGFBP7,0.214507717,0.371738639
CEP44,0.103734106,0.371738639
NHEJ1,0.109956703,0.371877079
NIPSNAP2,0.118148959,0.371951164
PAMR1,-0.150607661,0.37205223
FAM84B,0.22007244,0.372155129
UBE4B,0.056596727,0.372536149
NEO1,0.13162037,0.372607727
ELOVL4,0.182510337,0.372679612
CYP1B1,0.348799432,0.372679612
THADA,0.0995686,0.372714932
ABCG4,-0.199450187,0.372714932
CPSF7,-0.056496817,0.37282561
SPTLC1,0.08670128,0.372905549
COPS4,0.154058252,0.373109252
AQP1,0.557089443,0.373330015
TMEM246-AS1,0.444343467,0.373454147
RMST,0.186543887,0.373530701
MIR4459,0.227047206,0.373530701
PCDHA3,-0.142632378,0.373530701
VCL,-0.121852037,0.373605221
ZNF99,0.229874537,0.373605221
SLC17A6,-0.295371709,0.373612185
IL4I1,-0.160954213,0.373680289
BISPR,-0.20393863,0.373680289
LOC101929234,-0.23187458,0.373680289
ZNF736,0.084653044,0.373715709
TXLNG,0.07253839,0.373737649
EEPD1,0.154032998,0.373744075
CD55,0.221145449,0.373744075
USP32P2,-0.408703861,0.373744075
BACE2,-0.202593984,0.373789503
INSM2,-0.204668102,0.373789503
DVL3,-0.074221843,0.373955522
CCDC74B,-0.15898928,0.374038812
CES2,-0.140275274,0.374038812
PBX3,0.159597154,0.374038812
PRR5L,0.389000296,0.374091747
SAMD11,0.427836474,0.374157466
MICA,-0.19357562,0.374162054
GLRX,0.173358496,0.37422419
TMEM102,0.344346514,0.37422419
HSFY2,0.701117652,0.37422419
RPP21,0.102030504,0.37422419
PLK5,-0.296542816,0.37422419
ZFP90,0.067471711,0.37422419
LOC102724238,0.279346492,0.374238031
LOC100270746,0.20782168,0.374238031
MIR6845,-0.279236787,0.374238031
EPB41L4A-AS1,0.125140118,0.374260842
LOC105379252,-0.299018537,0.374260842
MIR3682,0.193803797,0.374260842
HIVEP3,-0.142220606,0.374260842
ANKRD18CP,0.178284527,0.374260842
TBPL1,0.123573356,0.374260842
TMEM131L,0.114533814,0.374329083
ZNF554,-0.116957273,0.374465378
PPFIA2,0.123412413,0.374508899
CNDP1,0.402474247,0.374520792
PYGL,-0.257414401,0.374520792
NDFIP1,0.159233073,0.374520792
TSPOAP1-AS1,-0.126460985,0.374520792
EDC3,-0.061308976,0.374574869
ST8SIA3,0.201986946,0.374765968
BECN1,0.096254439,0.374843985
MAGI1-IT1,-0.201637659,0.375075711
DHX36,0.10984426,0.375098781
ALG3,-0.096441394,0.375098781
RASAL2-AS1,-0.135907707,0.375128621
UMODL1-AS1,0.235793191,0.375128621
STAG1,0.100257466,0.375165408
CCEPR,0.138165545,0.375275063
SNORA5A,-0.200747012,0.375566676
NDUFAF1,0.100123318,0.37557781
LOC102724708,0.152912791,0.37557781
ZNHIT1,0.119623915,0.37557781
HSFY1,0.698475743,0.375658325
LOC100507507,0.127347306,0.375778521
PCF11,0.102197667,0.375778521
GNL3,0.108552123,0.37582779
TSSK6,0.248224948,0.37582779
NTM,0.071726337,0.375842059
NOMO2,0.140636855,0.375962711
ANKRD30B,-0.211409581,0.37599559
RNASE2,0.530363073,0.37599559
TTR,0.927991794,0.376131802
ATF5,0.125750772,0.376194948
MIR32,0.248992361,0.376204976
SPATS1,-0.204784247,0.376204976
B4GALT5,0.093923984,0.376390935
FGFRL1,-0.206026514,0.376442887
DEXI,0.110101593,0.376650811
GMNN,0.203582639,0.376668667
EIF2D,-0.096907647,0.376680567
MAML2,-0.142566457,0.376680567
CREB3L1,-0.202105882,0.376703808
TUFM,0.076813062,0.376738249
HTR2A,0.223885198,0.376738249
GBA2,-0.098300463,0.376754177
RPL31,0.146830378,0.376922613
LINC00562,-0.164588555,0.376963858
EFHC2,-0.139250063,0.376963858
TRERF1,-0.159020499,0.376963858
ZNF667-AS1,0.113030585,0.376963858
RNF40,-0.079695299,0.377183044
ZNF256,0.093488118,0.377183044
LOC102724301,-0.210480927,0.377183044
PIK3CD,-0.17484206,0.377183044
TFB1M,0.081716358,0.377183044
SBF2-AS1,0.112112524,0.377365327
GATA2-AS1,-0.250183682,0.377400054
PSTK,0.083780368,0.377576424
ZNF204P,0.149818033,0.377576424
ADAT3,-0.191666787,0.377576424
MGAM2,0.388704855,0.377684579
UBE2QL1,0.17224158,0.377684579
MYH3,-0.235374547,0.377686309
PIWIL4,0.13748965,0.377686309
TOE1,-0.100749956,0.377841874
PSMD5,0.08807685,0.377841874
TLR10,0.328913143,0.378043132
DOCK10,0.302729571,0.378111473
LINC00920,0.417628635,0.378111473
NACA,0.100418232,0.378141767
B4GALT4,-0.086110504,0.378303803
STK3,0.174355157,0.378369541
IDH3A,0.126073122,0.378438491
SLC25A51,0.057313772,0.378438491
YTHDF2,0.078891014,0.378544547
MEF2C-AS1,0.115758542,0.378596943
OTOS,-0.350469412,0.378824817
FAM81A,0.197376163,0.378847336
TMEM246,0.142935019,0.378914256
MIR4761,0.163912214,0.378934436
PPM1E,0.159902333,0.379212997
NAT8L,-0.130718744,0.379485497
FAM122C,-0.103975942,0.379630562
CNOT4,0.060704131,0.379665309
NT5M,-0.12133542,0.379700762
RCN2,0.1158439,0.379921461
NSMCE1,0.118155074,0.379921461
C6orf118,-0.314991426,0.379921461
LOC101928673,-0.153197468,0.379921461
LINC00324,-0.194796021,0.379921461
BCL2L2-PABPN1,-0.068177737,0.379921461
TIMP4,-0.177983463,0.380305619
LYVE1,0.384496573,0.38034736
ZNF384,-0.079124639,0.38036024
ADAMTS19-AS1,-0.214628696,0.38036024
SYNPR,0.210623741,0.380536714
PGRMC1,0.134105861,0.380624654
BOC,-0.16965806,0.380624654
PFDN5,0.128005425,0.380624654
LOC107984974,-0.095894361,0.380624654
CASC15,0.150812257,0.380624654
SMPD3,-0.1879689,0.380669531
BRWD1-AS1,-0.242282979,0.380669531
MAFB,0.15710238,0.380692988
TRIM16L,0.150763639,0.380726704
RAPGEF1,-0.097874432,0.380737862
UBXN8,0.112172872,0.38075294
SLC25A26,0.106122749,0.380818002
GTF2IRD2,-0.158539483,0.380884615
PBRM1,0.062633703,0.380898103
FLJ42393,-0.20718431,0.380898103
RCL1,-0.080590465,0.380898103
SENP7,0.111357639,0.380898103
CTNNBL1,0.057525613,0.380898103
SFT2D3,0.116554095,0.380898103
C4orf48,0.195754783,0.380898103
TMEM223,-0.096848115,0.380898103
ADD3-AS1,-0.179889296,0.380898103
CNN3,0.217692483,0.381017976
CASQ2,-0.272561732,0.381059902
LINC00987,0.156667138,0.381088829
PGM5P2,0.35014975,0.381088829
MORC1,-0.306612007,0.381088829
MELTF-AS1,-0.172956389,0.381088829
CASKIN1,-0.176604846,0.381115796
ZBED9,0.15920534,0.381187037
TMEM125,0.452632222,0.381214729
GLRA1,-0.29069336,0.381265168
NCKAP5,0.254680326,0.381265168
GADD45G,0.288020327,0.381265168
CHAF1B,-0.146988363,0.381265168
FIS1,0.165992849,0.381303697
RPA4,-0.185624744,0.381407344
PCDHGB2,-0.11052355,0.38164836
LINC00488,-0.367434649,0.38164836
TJP2,0.270548434,0.381665935
FAM167B,-0.275763865,0.381702111
HSP90AB4P,-0.215973626,0.381955813
CNR1,0.209500571,0.382036686
TUBB6,-0.289418331,0.38222219
CPNE8,0.160397289,0.382283358
PVALB,-0.359947648,0.382343831
LOC100287944,-0.237189627,0.382343831
GHITM,0.140758069,0.382343831
RASSF9,0.638063836,0.382343831
TGFB1I1,-0.263999124,0.382343831
RNF180,0.083685763,0.382343831
KIAA1324,-0.132898257,0.382343831
ZNF214,0.11548537,0.382362417
VAV1,-0.246341912,0.382509931
SNORA31B,0.22391457,0.382857757
LOC106660606,-0.231746682,0.382905135
MIR4697,-0.19128541,0.382971486
MARS,-0.080306593,0.382971486
CREB3L4,-0.185423356,0.383101806
RGPD3,0.124031688,0.383176519
DNAJC19,0.106120323,0.383176519
PLXNA1,-0.184687988,0.383176519
SEMA3C,0.197186726,0.383176519
IKBKB,-0.146234825,0.383211086
HIGD1A,0.149674698,0.383304241
WBP11,0.088033473,0.38386731
NPHP3-AS1,-0.205422133,0.383902339
DUXAP10,0.320210181,0.383914941
CDK20,-0.149159761,0.384083273
HAMP,-0.455677147,0.384233458
ZDHHC3,0.060507807,0.384233458
AHCYL1,0.165414532,0.384233458
HAX1,0.107578575,0.384233458
OXA1L,-0.077933619,0.384233458
KCNK4-TEX40,-0.205557796,0.384233458
HIST1H4H,0.16242124,0.384246009
TAF8,0.065547061,0.384599664
DLGAP1-AS2,-0.253597264,0.384770234
PABPC3,0.212177727,0.384773061
NBEA,0.122902061,0.384778395
C10orf76,-0.053774675,0.384780925
BSG,-0.100132678,0.384797562
GAPT,-0.349142296,0.384802616
ARNT2,0.102543954,0.385022498
KDM3A,0.098706534,0.385126461
SNORD114-27,0.263939018,0.385167931
U2AF1,-0.071427565,0.385423208
ANXA3,-0.232582337,0.385443768
ACTL6A,0.214948542,0.385588407
DAP,-0.099239139,0.385656016
PSMA4,0.117144005,0.385686971
NME7,0.103001311,0.385686971
ELP6,-0.063148632,0.385686971
RANBP3L,0.216912127,0.385710919
LLGL1,0.247819983,0.385710919
LONRF1,0.103155324,0.385710919
AMPD2,-0.115948774,0.38578061
BEX4,0.124128269,0.38578061
XYLT2,-0.104819346,0.385804903
PCID2,-0.111719157,0.385804903
PPP4R1L,-0.179470071,0.386234868
ECHDC3,-0.288696262,0.386234868
FAM104A,0.058271131,0.386234868
MT3,0.140789343,0.386234868
DPY19L1P1,-0.109311921,0.386234868
AMOTL2,0.180817309,0.386234868
TTN-AS1,0.129583045,0.386234868
FRAS1,-0.165599776,0.38623821
SMC4,0.119622587,0.38623821
LINC00910,-0.182992675,0.386283965
ASAP1-IT2,-0.207059637,0.386519164
HIST1H4B,0.252403605,0.386609704
SLC26A7,0.373057648,0.386615141
TTYH3,-0.143483187,0.386686853
IQCA1,-0.1416653,0.386701368
FCHO2,0.090861915,0.38685031
NAA60,-0.075059848,0.38685031
GLIPR1L2,0.248330228,0.38685031
TUBB4A,0.177208478,0.386907928
TSPAN31,0.078994002,0.387136013
LPL,0.188199104,0.387249116
PRMT1,-0.093872107,0.387523699
ARFGEF2,0.087836652,0.387523699
TMEM216,-0.123777843,0.387633812
MBP,0.464752505,0.387727001
ENTPD3-AS1,0.201834506,0.387797381
AHSA2P,-0.202749044,0.387823957
BRINP3,-0.11968979,0.387958882
SGCZ,0.170016479,0.387958882
CEBPA,0.199788922,0.387958882
PKN2,0.09433543,0.387958882
CAT,0.165607656,0.387958882
TMEM69,0.072300221,0.387958882
SRP14-AS1,0.229134897,0.388033704
MMP9,0.621898433,0.388377606
SCAI,0.163157348,0.388401147
LOC101929596,-0.230351391,0.388430815
MYL12B,0.115879523,0.388608736
TRIP10,-0.242883669,0.388608736
FAM50B,0.090608696,0.388611348
VSTM2A-OT1,0.243319734,0.388651578
NRSN1,0.190306037,0.388747221
FOXF2,-0.242391578,0.388764956
VNN1,-0.474336924,0.388764956
TNFAIP8L2-SCNM1,0.095813643,0.388825521
PDIA4,0.191829268,0.388952389
ZNF821,-0.106019438,0.388953858
NHP2,0.11670372,0.389108745
SRPX,0.335738312,0.389291377
C5orf42,-0.072424624,0.389420431
AMZ2,0.070140642,0.389420431
MAP3K13,0.079973669,0.389495765
ABCD2,0.194699218,0.389529029
C8orf88,0.2305129,0.389529029
PNMA8A,0.150675118,0.389570107
COL3A1,0.609934782,0.389718941
TECPR1,-0.131519414,0.389791308
C12orf10,-0.125820997,0.38984145
LOC105377967,-0.226932493,0.389974147
ENDOG,0.136945568,0.389974147
UBOX5,-0.110548179,0.39004504
MIR5581,0.198472773,0.390260902
LINC01785,0.225896571,0.390260902
SNAP91,0.15783216,0.390260902
TPTEP1,0.383192016,0.390412948
FLRT2,0.174484037,0.390412948
ATP13A4,-0.148500155,0.390512592
ELOC,0.12908537,0.390512592
CD48,-0.444802756,0.390593258
MIR3680-1,-0.274374452,0.390593258
MIR3680-2,-0.274374452,0.390593258
AS3MT,-0.105098923,0.390593258
LOC101929579,0.370519347,0.390909352
HSDL1,0.114704926,0.391183107
DUSP7,0.110638595,0.391239496
TP53INP2,0.391207185,0.39128386
LINC00609,0.459193549,0.39128386
ARAP1,-0.141693443,0.391359856
TAS2R13,0.170303969,0.391383245
CRAT,-0.095512878,0.391437522
COL15A1,-0.215747376,0.391437522
PPP1R14A,0.439685748,0.391470118
TBCB,0.126392362,0.391470118
LGALS1,0.163465963,0.391470118
MIR6800,-0.13824926,0.391470118
APH1B,0.09774706,0.391470118
LINC01018,0.143082701,0.391470118
RCCD1,-0.129704662,0.391470118
CFAP221,-0.132616913,0.391470118
TSG1,-0.213026686,0.391470118
WHAMMP3,0.079738891,0.391470118
EWSAT1,-0.240406593,0.391470118
NAP1L2,0.18256566,0.391470118
SNN,0.100978992,0.391470118
PRKCE,0.151614091,0.391470118
MTRF1L,0.103440177,0.391470118
WDR33,0.052128674,0.391470118
KCNJ1,-0.289853732,0.391470118
RNF212,-0.203110249,0.391475529
SNORD116-5,-0.200889513,0.391491608
SEC24C,-0.060939084,0.391593009
HIF1A-AS1,0.235046756,0.391593009
CCNQ,0.115575551,0.391593009
UNC5CL,-0.260121382,0.391593009
GFM1,0.078321484,0.391593009
MCL1,0.137828242,0.391593009
SRD5A1,0.09977822,0.391626225
ALAD,0.153684555,0.391955626
ZNF473,0.152338698,0.392021742
EDEM2,-0.118492997,0.392042571
SNORD114-25,0.242191871,0.392209478
MS4A6A,0.472284823,0.392209478
SRRT,-0.131701664,0.392247775
MAP7D1,0.115532792,0.392250501
NMNAT1,0.077085506,0.392252649
SNHG20,-0.114647057,0.392252649
RPS6KA6,0.152000415,0.392252649
LOC101930071,-0.241916654,0.392252649
RUBCNL,-0.127339423,0.392513282
ASPG,-0.330682208,0.392513282
FCGR1CP,-0.331992906,0.392513282
EAF1,0.087411092,0.392513282
MIR4793,-0.20246646,0.392747077
HNRNPH1,0.080100204,0.392747077
MSLN,0.465839787,0.392791738
GPX1,0.135690134,0.392801764
ADI1,0.092378075,0.392886307
ZNF257,-0.192199968,0.392886307
CD3EAP,0.14170177,0.392886307
RASL11B,0.256769082,0.392886307
PTPRT,0.171498253,0.392895051
DISC1,-0.15806763,0.393038672
STX18,-0.080210198,0.393234492
SQSTM1,0.108944164,0.393524137
ELAVL4,0.18441282,0.393707227
LINC00662,0.07094455,0.39374424
COA7,0.11392756,0.393979133
KLHDC3,0.127128933,0.393979133
CNKSR2,0.162759996,0.394011135
KCNQ3,0.157163429,0.394011135
LINC00706,0.36193756,0.394011135
CYR61,0.249504233,0.394011135
L2HGDH,0.095372061,0.394011135
LOC100130370,-0.312952942,0.394011135
IPP,0.099173252,0.394213464
PCDHGA10,-0.125818204,0.394213464
TATDN2,-0.081220349,0.394213464
ZFAND2A,0.122839104,0.394213464
LIN54,0.082852477,0.394215541
LHX4-AS1,-0.252724788,0.394327859
LHFPL1,0.206058654,0.394382796
LAMB1,-0.208588221,0.394737042
FBXO46,-0.110467952,0.394793939
SNORD5,0.186899763,0.39485653
NMRAL1,-0.127534692,0.39485653
TBC1D14,0.053805612,0.395381963
CD302,0.179491047,0.39558381
MUS81,-0.099889807,0.395597179
CSF3R,-0.289894961,0.395618987
GALNT3,-0.149879148,0.395701728
MRPS7,0.103686828,0.395701728
KCNH6,-0.207298421,0.395701728
HOPX,0.196312325,0.395701728
RNF8,0.084182559,0.395701728
NDUFC2-KCTD14,0.105179061,0.39579651
ATP6V1B2,0.163036167,0.396294553
FNTA,0.140505122,0.396479131
HCST,-0.269240125,0.396485688
ZC3H13,0.108821197,0.396485688
FAM162B,0.199337522,0.396574674
TAGLN2,-0.247459588,0.396602238
ZBTB12,0.196880795,0.396602238
ZNF423,-0.119284292,0.396640424
ZNF818P,0.173109282,0.396640424
PRKCZ,0.098056258,0.39673515
PLAU,-0.263016677,0.39673515
ZC3H8,0.115366498,0.396873985
PEG10,0.122486426,0.396873985
PLXDC1,-0.169399818,0.396873985
LINC02278,0.469901818,0.396873985
SWAP70,0.116746946,0.396873985
MSANTD2,-0.119544379,0.396955018
SVBP,0.093214489,0.396955018
BBS12,0.132520216,0.397014253
SNORD116-28,-0.147587494,0.39709026
IMMP2L,-0.104170945,0.397206955
GBP3,0.34547113,0.397368512
ZCCHC11,-0.085133152,0.397368512
IFT27,-0.084652158,0.397368512
GALNT12,-0.158509208,0.397368512
EEF1B2,0.147841586,0.397368512
SNORA59B,0.192690935,0.397518239
MIR3975,-0.212625235,0.397518239
ATF4,0.166855801,0.397532147
DNAH17,0.465694855,0.397532147
PLCXD1,0.226345891,0.397532147
SNORD124,-0.343520561,0.397681157
ESCO2,0.271654806,0.397909623
ZNF729,0.390022753,0.398051826
ENPP6,0.341678111,0.398051826
KRI1,-0.130920755,0.398051826
CFI,0.418362961,0.398170552
NAGK,-0.085998283,0.398322951
LINC00515,0.115660304,0.398459362
TRMT112,0.112549161,0.398459362
LOC143666,-0.16893519,0.398471526
C8orf31,-0.161133927,0.398662616
ALDH5A1,0.08663214,0.398682285
HSF5,-0.157181969,0.398742
FAM32A,0.083081159,0.39883473
NOP56,-0.073453547,0.398929886
LONP2,0.038497984,0.399256759
ADIRF,-0.23705963,0.399289202
KCNJ6,0.168691676,0.399337143
LOC101928370,-0.194625131,0.399337143
SMPDL3A,0.0997469,0.399428855
SLC25A29,-0.162393596,0.399510924
FAM43B,-0.164633135,0.399624592
FRMPD4,0.169827575,0.399858275
FBXL19-AS1,0.197333826,0.399858275
AARSD1,-0.114412152,0.399858275
ZNF829,0.086301547,0.399945411
BRCA1,0.21802602,0.399945411
IFRD2,-0.131295164,0.4000196
LYAR,0.138794578,0.400027204
