"Gene_Symbol","Entrez"
"ZSCAN9","7746"
"CYP1B1-AS1","285154"
"TCF7L2","6934"
"STK32A","202374"
"MIR219B","100616335"
"DAZAP1","26528"
"USP49","25862"
"ZNF324B","388569"
"LTBP3","4054"
"SHF","90525"
"ACAD10","80724"
"SPSB3","90864"
"TEX22","647310"
"GPR158-AS1","100128811"
"LOC143666","143666"
"GK5","256356"
"CHST14","113189"
"ZNF205-AS1","81854"
"LETM2","137994"
"THSD4","79875"
"ARHGAP33","115703"
"STARD7-AS1","285033"
"SLC5A4-AS1","110806273"
"PLXDC1","57125"
"ZNF333","84449"
"WDR55","54853"
"FAM66C","440078"
"TMEM63B","55362"
"BOC","91653"
"TAGAP","117289"
"PER2","8864"
"ART3","419"
"GRIK5","2901"
"SMIM2-AS1","101929212"
"SNORD84","692199"
"DGCR6","8214"
"PVT1","5820"
"NRAP","4892"
"SNORD142","106633806"
"LINC02125","101928203"
"TMEM200B","399474"
"SLC44A2","57153"
"EPHX2","2053"
"KCTD21-AS1","100289388"
"CCDC71","64925"
"ABCC12","94160"
"SUGP1","57794"
"PCDHB12","56124"
"LOC728739","728739"
"OR2M1P","388762"
"POU6F2","11281"
"CALCOCO1","57658"
"LAMA1","284217"
"UFD1","7353"
"TMEM256-PLSCR3","100529211"
"SORCS3","22986"
"VAC14-AS1","100130894"
"ZNF551","90233"
"INPP5D","3635"
"ZNF676","163223"
"FLJ33534","285150"
"LOC284009","284009"
"GATD1","347862"
"LINC01719","101928979"
"FOXP3","50943"
"MIR5699","100847086"
"LOC100506639","100506639"
"PCDHGA6","56109"
"CCZ1P-OR7E38P","389538"
"C6orf163","206412"
"POR","5447"
"SNORD116-30","100873856"
"PARP10","84875"
"FLJ16779","100192386"
"PRR34","55267"
"PAQR9-AS1","101927832"
"ATXN7","6314"
"SND1-IT1","27099"
"ANK1","286"
"ITPA","3704"
"LOC554206","554206"
"TMEM179","388021"
"SCARNA20","677681"
"ATP2B1-AS1","338758"
"THEM6","51337"
"MELTF-AS1","100507057"
"MSI1","4440"
"C1orf35","79169"
"CPO","130749"
"WDR81","124997"
"GUCA1A","2978"
"CCDC178","374864"
"NCAN","1463"
"SYTL3","94120"
"FARP2","9855"
"SNORD117","692233"
"COLEC12","81035"
"RAVER1","125950"
"SYNDIG1L","646658"
"PHOSPHO1","162466"
"TMEM74B","55321"
"MRPL42P5","359821"
"RUNX1","861"
"MSRA","4482"
"LOC283038","283038"
"SPRYD4","283377"
"TBC1D2B","23102"
"PIK3CD","5293"
"MYLK4","340156"
"SLC25A45","283130"
"PFKL","5211"
"PDCD1LG2","80380"
"MZF1-AS1","100131691"
"FBXO17","115290"
"SCAND2P","54581"
"FBXW8","26259"
"SUV39H1","6839"
"HPDL","84842"
"PNPLA2","57104"
"KTN1-AS1","100129075"
"BCL9L","283149"
"TCF25","22980"
"PISD","23761"
"SYT12","91683"
"LOC642846","642846"
"SNORA23","677808"
"SCUBE3","222663"
"TAB1","10454"
"RNF135","84282"
"DLG5-AS1","100128292"
"LOC100130357","100130357"
"SNORA6","574040"
"CLEC7A","64581"
"APC2","10297"
"CEBPD","1052"
"CASKIN1","57524"
"ZNF205","7755"
"MAP3K12","7786"
"LGI2","55203"
"CLIC1","1192"
"KLF3-AS1","79667"
"NUAK2","81788"
"LHFPL3","375612"
"DIP2A","23181"
"ZNF839","55778"
"CD274","29126"
"FBLN7","129804"
"RBM20","282996"
"SNORD59B","692090"
"LINC02301","101928599"
"LINC01590","63914"
"TMEM80","283232"
"PPP1R12C","54776"
"FAM86B1","85002"
"PPP6R2","9701"
"NLE1","54475"
"TIMP4","7079"
"TMEM150A","129303"
"SCRT2","85508"
"LOC101927560","101927560"
"NIT2","56954"
"PET100","100131801"
"LOC440084","440084"
"MAPK7","5598"
"ISY1-RAB43","100534599"
"PRR14","78994"
"PJVK","494513"
"RGPD1","400966"
"VPS16","64601"
"BAG3","9531"
"LINC01550","388011"
"HAGHL","84264"
"TNNT2","7139"
"PLBD2","196463"
"CDK12","51755"
"LOC100289361","100289361"
"TOR4A","54863"
"TELO2","9894"
"GOLGA6L9","440295"
"GSTM4","2948"
"FGD1","2245"
"CSF1R","1436"
"HGH1","51236"
"PPP4R1L","55370"
"EGR2","1959"
"IZUMO4","113177"
"GOLGA6L10","647042"
"RAPGEF3","10411"
"CABIN1","23523"
"FIGNL2","401720"
"BCAN","63827"
"CMTR1","23070"
"OLFML2B","25903"
"ADD3-AS1","100505933"
"TTC28","23331"
"PCDHA2","56146"
"GPRC5D-AS1","100506314"
"RIPOR1","79567"
"SNORD129","106635547"
"REPS1","85021"
"DRG2","1819"
"SLC7A4","6545"
"TBC1D8","11138"
"GRIN2D","2906"
"C3orf62","375341"
"EHD2","30846"
"ICAM3","3385"
"GRB7","2886"
"VEGFD","2277"
"KLHDC8B","200942"
"SNORD73A","8944"
"ZNF436-AS1","148898"
"RANBP17","64901"
"FANCE","2178"
"TMSB15B","286527"
"GPSM1","26086"
"LRFN2","57497"
"MIR3935","100500891"
"DHDDS","79947"
"SNORA79B","109616976"
"ABHD14B","84836"
"LINC00260","84719"
"ATXN7L1","222255"
"ZNF695","57116"
"CELF6","60677"
"DAGLA","747"
"MGAT5B","146664"
"LINC01844","101926975"
"LRRC24","441381"
"MFSD2A","84879"
"FAM24B-CUZD1","100533195"
"VPS33B","26276"
"COL14A1","7373"
"ZNF71","58491"
"RPTOR","57521"
"CXXC1","30827"
"EPOR","2057"
"FAH","2184"
"NRBP2","340371"
"POLA2","23649"
"CLDN16","10686"
"LOC100505915","100505915"
"KBTBD11-OT1","104266957"
"CDH4","1002"
"DECR2","26063"
"LINC00910","100130581"
"GPRC5C","55890"
"CTAG2","30848"
"LINC00548","400123"
"ZBED4","9889"
"C1QL2","165257"
"BATF3","55509"
"RASAL3","64926"
"SH3BP1","23616"
"TRMT1","55621"
"LINC02073","105371828"
"KNDC1","85442"
"GRHL1","29841"
"SYT5","6861"
"TTC8","123016"
"FKSG29","100131561"
"DSCAML1","57453"
"TMEM104","54868"
"PPT2","9374"
"ZNF77","58492"
"FAM53A","152877"
"RBFADN","100506070"
"ZNF586","54807"
"NXN","64359"
"CACTIN","58509"
"ZNF773","374928"
"TP53I3","9540"
"PSKH1","5681"
"FKBP9","11328"
"LINC01521","54944"
"E2F4","1874"
"PLXNA1","5361"
"PCDHGB6","56100"
"ZNF34","80778"
"CFAP47","286464"
"ATF6B","1388"
"LOC642361","642361"
"SNORD114-31","767612"
"LY6H","4062"
"MTX1","4580"
"ARID3C","138715"
"POLR3E","55718"
"DUSP5P1","574029"
"TUBB2A","7280"
"ANKS6","203286"
"MIR7854","102465840"
"PRNCR1","101867536"
"ZNF70","7621"
"CREB3L4","148327"
"DSCR9","257203"
"RPA4","29935"
"CSRNP1","64651"
"GRIN1","2902"
"C20orf202","400831"
"ZSWIM5","57643"
"CAMK2N2","94032"
"C20orf96","140680"
"PKNOX2","63876"
"NEURL2","140825"
"RILP","83547"
"NBPF15","284565"
"ARRDC3-AS1","100129716"
"SHCBP1","79801"
"MIR6728","102465436"
"TRIM66","9866"
"AQP7","364"
"SPOCD1","90853"
"KCNK9","51305"
"ITIH2","3698"
"LINC02192","100507534"
"HUS1B","135458"
"RAB40C","57799"
"CRIP1","1396"
"ORAI2","80228"
"RAD51-AS1","100505648"
"PABPN1","8106"
"IFNLR1","163702"
"MIIP","60672"
"CFH","3075"
"MED15","51586"
"FLCN","201163"
"PRDM1","639"
"SLC9A1","6548"
"GPLD1","2822"
"LOC401442","401442"
"RNF148","378925"
"SMG1P1","641298"
"SNORA12","677800"
"SMPD3","55512"
"LOC644189","644189"
"WDR4","10785"
"CAVIN3","112464"
"UTP6","55813"
"MFAP4","4239"
"COL6A2","1292"
"RAI2","10742"
"PICK1","9463"
"HHEX","3087"
"PCDHB16","57717"
"NPIPB4","440345"
"FHL5","9457"
"SCARNA10","692148"
"MFSD10","10227"
"PHF7","51533"
"HAS2-AS1","594842"
"TMEM231","79583"
"PBLD","64081"
"PRDM15","63977"
"ABCA11P","79963"
"FAM229A","100128071"
"TBCD","6904"
"EPS15L1","58513"
"AHRR","57491"
"AQP6","363"
"MAP1LC3B2","643246"
"CPNE6","9362"
"CCDC9","26093"
"ATP1A4","480"
"CABLES2","81928"
"FBRSL1","57666"
"MIR636","693221"
"SCARNA9L","100158262"
"VMAC","400673"
"KCNK4","50801"
"EMC9","51016"
"TOB2P1","222699"
"MIR4729","100616204"
"VILL","50853"
"TRAF7","84231"
"FOXD4L5","653427"
"OLFML2A","169611"
"SNHG10","283596"
"IFT140","9742"
"CLCN2","1181"
"IFI30","10437"
"PLAC8L1","153770"
"GIT2","9815"
"LINC00680-GUSBP4","106660613"
"MIR4697","100616119"
"NUP188","23511"
"LOC729291","729291"
"COQ8B","79934"
"TRPC3","7222"
"ZNF414","84330"
"FAM184B","27146"
"ADAT3","113179"
"CBR3-AS1","100506428"
"PIAS3","10401"
"EPPK1","83481"
"BASP1-AS1","285696"
"RDH10","157506"
"SIRT6","51548"
"TRNAU1AP","54952"
"ADAM11","4185"
"DHRSX","207063"
"CFAP61","26074"
"ELOA-AS1","100506963"
"ZNF257","113835"
"ADGRE4P","326342"
"TBC1D8-AS1","100506286"
"DDX31","64794"
"DNAH5","1767"
"LOC107985544","107985544"
"UBR4","23352"
"SDK2","54549"
"AFAP1L1","134265"
"NPAS2","4862"
"CNMD","11061"
"ACP6","51205"
"MYADML2","255275"
"STRADA","92335"
"SLCO2B1","11309"
"HLA-DQA1","3117"
"LRRC37A4P","55073"
"ENO3","2027"
"DGAT1","8694"
"EVC2","132884"
"MYOM2","9172"
"PANK4","55229"
"TNK2","10188"
"WDR64","128025"
"ZNF730","100129543"
"SLC45A1","50651"
"CCT6B","10693"
"CFAP70","118491"
"ZNF454","285676"
"MICA","100507436"
"FOXD4","2298"
"PUS1","80324"
"RNF25","64320"
"UNC93B1","81622"
"ARMC9","80210"
"CCNJL","79616"
"POM121C","100101267"
"GTF3C2","2976"
"SNORD116-10","100033422"
"VASN","114990"
"FBXO6","26270"
"LINC02012","100129516"
"DLL3","10683"
"TPI1P2","286016"
"ARHGAP29","9411"
"LINC01678","105377138"
"INTS4P1","285905"
"GHDC","84514"
"LINC02218","102723526"
"WFS1","7466"
"MICAL3","57553"
"SRL","6345"
"UAP1L1","91373"
"SNX22","79856"
"OR2M2","391194"
"LINC00324","284029"
"TRAPPC2B","10597"
"ZIM2","23619"
"BCL2L10","10017"
"DNAJC4","3338"
"DDX39B","7919"
"ACY3","91703"
"EOGT","285203"
"LYL1","4066"
"ACOX3","8310"
"CLBA1","122616"
"PIH1D2","120379"
"VEGFC","7424"
"PCDH12","51294"
"JAKMIP3","282973"
"SETD5","55209"
"TTF2","8458"
"CHI3L1","1116"
"LDB1","8861"
"IFT43","112752"
"SMG1P2","440354"
"CACNA1I","8911"
"CLEC18A","348174"
"RBKS","64080"
"FOXM1","2305"
"SNORA70E","100379250"
"MIR6081","102466518"
"BMS1P2","642826"
"PVR","5817"
"NKTR","4820"
"AHDC1","27245"
"FRA10AC1","118924"
"POU5F1P5","100009667"
"NPRL2","10641"
"MEGF11","84465"
"PCDHB9","56127"
"PAQR5","54852"
"ELN","2006"
"PLSCR2","57047"
"PXDNL","137902"
"SNORA74B","677841"
"CCDC92B","101928991"
"LOC100132686","100132686"
"SHISA3","152573"
"LMLN-AS1","100873947"
"LRRFIP1","9208"
"AACSP1","729522"
"CNTROB","116840"
"ZNF587B","100293516"
"MYO1A","4640"
"PLCB2","5330"
"FAM193A","8603"
"MOB3C","148932"
"G6PC3","92579"
"SNORD95","619570"
"LINC00377","103724386"
"ZNF530","348327"
"LINC00963","100506190"
"EPHA2","1969"
"PTBP1","5725"
"P2RX4","5025"
"LFNG","3955"
"SMOC2","64094"
"ABCG4","64137"
"PDE5A","8654"
"P2RX6","9127"
"HPSE2","60495"
"BATF2","116071"
"PYROXD2","84795"
"COMMD4","54939"
"C17orf113","110806298"
"ARHGEF10L","55160"
"PNPLA5","150379"
"VIPR1","7433"
"LRSAM1","90678"
"MTFP1","51537"
"FAM20A","54757"
"TUT1","64852"
"SNORA5A","654319"
"LINC00856","100132987"
"SRD5A3-AS1","100506462"
"SNORD116-5","100033417"
"NAT10","55226"
"NOTCH1","4851"
"FURIN","5045"
"KYAT1","883"
"SSH3","54961"
"COCH","1690"
"CNPY4","245812"
"SEC14L2","23541"
"SGSM1","129049"
"KIAA2012","100652824"
"HM13","81502"
"SLC7A8","23428"
"MAGI1-IT1","151877"
"CASS4","57091"
"VMO1","284013"
"USP18","11274"
"SLC4A9","83697"
"U2AF1L4","199746"
"NBPF3","84224"
"CREB3L1","90993"
"PCDHB7","56129"
"ZFYVE26","23503"
"SYDE1","85360"
"SLC16A1-AS1","100506392"
"WDR59","79726"
"DDX19B","11269"
"MIR4793","100616112"
"UNC13D","201294"
"BACE2","25825"
"ARHGEF4","50649"
"PKD1L2","114780"
"AHSA2P","130872"
"DNASE1","1773"
"DMRTC1B","728656"
"CLUH","23277"
"ENGASE","64772"
"SEC16A","9919"
"RNF212","285498"
"TPCN1","53373"
"ZNF213-AS1","100507458"
"DIS3L2","129563"
"LINC01011","401232"
"RARA-AS1","101929693"
"EHD4","30844"
"DNMBP","23268"
"KIFC2","90990"
"THSD1","55901"
"SRCAP","10847"
"TRIM11","81559"
"SNORD36A","26815"
"NOP14-AS1","317648"
"BISPR","105221694"
"GOLGA8N","643699"
"YY2","404281"
"INTS3","65123"
"TTC38","55020"
"MCF2L","23263"
"NR4A1","3164"
"PLSCR1","5359"
"B3GNT4","79369"
"RAB37","326624"
"ZNF843","283933"
"PHLDB2","90102"
"ARF4-AS1","106144532"
"ZNF236-DT","100131655"
"ASCC2","84164"
"GNGT2","2793"
"INSM2","84684"
"MAP3K14","9020"
"SPATS1","221409"
"IFT122","55764"
"NADSYN1","55191"
"ZDHHC11","79844"
"CCT6P1","643253"
"KIFC3","3801"
"FOXP4","116113"
"SPATA33","124045"
"LINC02482","105374366"
"MAP3K7CL","56911"
"ANXA2P3","305"
"LRRC45","201255"
"FAM131C","348487"
"NPHP3-AS1","348808"
"RANBP10","57610"
"CCDC89","220388"
"FAHD2A","51011"
"TRMT61A","115708"
"HAS1","3036"
"GUSBP5","441046"
"CCDC15","80071"
"MRM1","79922"
"MIR2467","100616360"
"GPR37L1","9283"
"FAM85B","105379219"
"FGFRL1","53834"
"SIRT7","51547"
"NLRX1","79671"
"HAAO","23498"
"MIR571","693156"
"ESYT3","83850"
"GAS6","2621"
"MIR1249","100302149"
"LINC02293","102724890"
"ARHGAP22-IT1","100689073"
"ARMC12","221481"
"PRRT3-AS1","100874032"
"XKR6","286046"
"LY75","4065"
"STIMATE","375346"
"S1PR2","9294"
"ASAP1-IT2","100507117"
"MCTP2","55784"
"TMCO6","55374"
"FLJ42393","401105"
"KCNH6","81033"
"CCDC144NL-AS1","440416"
"JMJD4","65094"
"PPM1N","147699"
"PSD4","23550"
"LINC02060","102546226"
"SNORA81","677847"
"TMEM143","55260"
"MLLT10P1","140678"
"PABPC1L2B-AS1","101928345"
"LOC101926964","101926964"
"ANKRD13B","124930"
"GHRLOS","100126793"
"TTC28-AS1","284900"
"SNORD116-7","100033419"
"CERS5","91012"
"RNF166","115992"
"PLB1","151056"
"AK7","122481"
"FBLN2","2199"
"LOC100130673","100130673"
"TMEM214","54867"
"PRR36","80164"
"ARHGEF17","9828"
"C8orf82","414919"
"EFEMP2","30008"
"KCNQ4","9132"
"ZFAND2B","130617"
"FAM21EP","100421577"
"CRELD2","79174"
"LAMP3","27074"
"SMPD4","55627"
"LOC105371730","105371730"
"DUS2","54920"
"MIR134","406924"
"DCST1-AS1","100505666"
"FAM86EP","348926"
"SNORD70","692110"
"ANKRD30B","374860"
"MTBP","27085"
"KLRK1","22914"
"PCDHGA7","56108"
"ZDHHC18","84243"
"SNORD115-1","338433"
"GAK","2580"
"LINC01852","107984773"
"PEMT","10400"
"STRA6","64220"
"SNORD116-3","100033415"
"TMEM220","388335"
"VIT","5212"
"UBE2Q2P1","388165"
"AXIN2","8313"
"CRYBB2P1","1416"
"MIR210HG","100506211"
"ADAM19","8728"
"DYNLRB2","83657"
"DNAAF5","54919"
"ATG4B","23192"
"ITGB7","3695"
"CCDC190","339512"
"SCARNA3","677679"
"MIR3975","100616257"
"ZNF578","147660"
"HECW1-IT1","100127950"
"CASKIN2","57513"
"UBXN11","91544"
"CFAP57","149465"
"TSG1","643432"
"LINC00235","64493"
"EGFEM1P","93556"
"PCDHGB7","56099"
"CDK10","8558"
"MYC","4609"
"TNRC6C","57690"
"AMDHD1","144193"
"SNORD116-9","100033421"
"LOC105375800","105375800"
"KLHL25","64410"
"SNHG12","85028"
"ZSWIM4","65249"
"SLC9A8","23315"
"CLEC16A","23274"
"ACBD4","79777"
"EBF4","57593"
"UNC45A","55898"
"GTPBP3","84705"
"LOC101928389","101928389"
"ZNF133","7692"
"STXBP2","6813"
"ADAMTS19-AS1","103689846"
"LINC01699","100287948"
"IGSF5","150084"
"C16orf54","283897"
"GPR135","64582"
"RBMS2","5939"
"CFC1","55997"
"FGF22","27006"
"CYB5R1","51706"
"SNORD47","26802"
"COL15A1","1306"
"RN7SL3","378707"
"HSP90AB4P","664618"
"SLC25A18","83733"
"LAMB4","22798"
"CPT1C","126129"
"LOC399975","399975"
"EFCAB6","64800"
"METTL3","56339"
"CCDC93","54520"
"DPYSL4","10570"
"SNORD115-16","100033454"
"NBPF9","400818"
"LOXL3","84695"
"GSTM2","2946"
"MTHFD1L","25902"
"TRMT2A","27037"
"RUNDC3A-AS1","101926996"
"SLC7A5P2","387254"
"PATE2","399967"
"MIR4315-1","100423004"
"MIGA2","84895"
"SPSB2","84727"
"CLEC2D","29121"
"ZNF785","146540"
"ZNF618","114991"
"KCNH3","23416"
"AGPAT4-IT1","79992"
"PTTG2","10744"
"TBC1D22A","25771"
"CCS","9973"
"POC1A","25886"
"DLX6","1750"
"SMYD1","150572"
"RABEP2","79874"
"MIR5090","100847073"
"KAZALD1","81621"
"MIR1256","100302155"
"TPSB2","64499"
"ZFPM1","161882"
"OR2L2","26246"
"DGCR8","54487"
"AUTS2","26053"
"TIMM23B","100652748"
"SCRT1","83482"
"SCARNA12","677777"
"ALPL","249"
"CBARP","255057"
"TIGD1","200765"
"PDGFB","5155"
"FKBP10","60681"
"TRPT1","83707"
"ITPKB-IT1","100506443"
"PCGF2","7703"
"DXO","1797"
"STARD3","10948"
"SHISA7","729956"
"TONSL","4796"
"SNAI1","6615"
"MMP15","4324"
"BAIAP2L2","80115"
"LINC02236","109729133"
"PVALEF","388428"
"MDGA1","266727"
"WDR77","79084"
"ADCY6","112"
"PPP1R35","221908"
"LOC100130744","100130744"
"MHENCR","100505771"
"ARHGAP31","57514"
"CNNM3","26505"
"CD247","919"
"TBL3","10607"
"BEST3","144453"
"SNORA63C","109616970"
"MIR3614","100500827"
"COLEC10","10584"
"PON1","5444"
"TIMM44","10469"
"CCDC18-AS1","100131564"
"NBPF25P","101929780"
"BEND7","222389"
"CCDC24","149473"
"ECE1","1889"
"SNORD143","106633808"
"ZNF814","730051"
"DNAH7","56171"
"ADAM1A","8759"
"GRIK4","2900"
"LOC101926935","101926935"
"SGSM2","9905"
"DSCAM","1826"
"CHD5","26038"
"SRA1","10011"
"LINC01144","400752"
"TMC5","79838"
"KIAA1614","57710"
"LOC400553","400553"
"IL1A","3552"
"LINC00115","79854"
"RBFA","79863"
"C6orf226","441150"
"SAP25","100316904"
"ARHGAP27","201176"
"MAPT-IT1","100130148"
"RHBDL1","9028"
"PCDHA12","56137"
"CACNG4","27092"
"DLX5","1749"
"TEN1-CDK3","100529145"
"KCNAB3","9196"
"MOGAT1","116255"
"LINC01089","338799"
"LOC100335030","100335030"
"SNORA11F","109617000"
"PLEKHH3","79990"
"BAZ2A","11176"
"BCAT2","587"
"SPPL2C","162540"
"LINC02298","102723354"
"XKR7","343702"
"NAV2","89797"
"FFAR4","338557"
"TSC22D1-AS1","641467"
"GOLGA8K","653125"
"JPH2","57158"
"PTDSS2","81490"
"LPP-AS2","339929"
"DMGDH","29958"
"SLC9A5","6553"
"CYS1","192668"
"TUBBP5","643224"
"SNORD116-2","100033414"
"DDX11-AS1","100506660"
"COG1","9382"
"CLDND2","125875"
"CCDC191","57577"
"C12orf54","121273"
"RGL2","5863"
"ZNF696","79943"
"LINC00426","100188949"
"RFLNA","144347"
"LOC101928446","101928446"
"BICRA","29998"
"MED25","81857"
"DDX55","57696"
"POSTN","10631"
"CHDH","55349"
"GALR1","2587"
"ARPC4-TTLL3","100526693"
"UNK","85451"
"TRAM2","9697"
"PLN","5350"
"LOC105377967","105377967"
"DUS3L","56931"
"SLC16A5","9121"
"METTL17","64745"
"LOC101927960","101927960"
"CUTALP","253039"
"PITPNM2","57605"
"HRC","3270"
"H6PD","9563"
"CKMT1B","1159"
"SNHG17","388796"
"WDR91","29062"
"DTX1","1840"
"MED24","9862"
"NCKAP5L","57701"
"GGT8P","645367"
"ESRRB","2103"
"RNF126","55658"
"ADAMTSL2","9719"
"SLC38A8","146167"
"TMEM138","51524"
"CFAP161","161502"
"VSIG10L","147645"
"RABGGTA","5875"
"RFPL3S","10737"
"MEDAG","84935"
"CYSRT1","375791"
"RNF123","63891"
"GPR156","165829"
"NUTM2A","728118"
"LINC01141","339505"
"GTF2H4","2968"
"C19orf73","55150"
"ZNF890P","645700"
"KANSL3","55683"
"ZNF571-AS1","100507433"
"GPR149","344758"
"CUBN","8029"
"MIR3943","100500829"
"SETD1A","9739"
"PCDHA9","9752"
"TSPAN9","10867"
"LINC01003","100128822"
"ODAPH","152816"
"NUDT9P1","119369"
"COQ6","51004"
"NOL12","79159"
"MOGS","7841"
"WDR54","84058"
"B4GALT7","11285"
"LDLR","3949"
"AKNA","80709"
"NOC4L","79050"
"ARHGAP4","393"
"PHC1","1911"
"LOC100130027","100130027"
"FLYWCH1","84256"
"SLC22A4","6583"
"DISC1-IT1","104472714"
"GPT2","84706"
"ZNF648","127665"
"ACER2","340485"
"BMF","90427"
"FAM238C","387644"
"PCDHGA1","56114"
"DRAM1","55332"
"POU5F2","134187"
"SAPCD1-AS1","104413891"
"PLA2G5","5322"
"SLC7A5","8140"
"LOC101929234","101929234"
"GMPPA","29926"
"GPR3","2827"
"TCHP","84260"
"SLC22A8","9376"
"ATAD3A","55210"
"LINC01569","100507501"
"CDH26","60437"
"NCLN","56926"
"ZNF589","51385"
"ANXA3","306"
"LINC02208","101927280"
"BRIP1","83990"
"CYP11A1","1583"
"TP63","8626"
"RASIP1","54922"
"LRMDA","83938"
"MAD1L1","8379"
"ZNF792","126375"
"CRAMP1","57585"
"KRT81","3887"
"P3H4","10609"
"CCDC170","80129"
"CC2D2A","57545"
"BMS1P14","101929959"
"SLC50A1","55974"
"TFR2","7036"
"TNK1","8711"
"HCG25","414765"
"PAPOLB","56903"
"MIR3167","100422918"
"SLC44A3-AS1","101928079"
"CCDC158","339965"
"PTPRCAP","5790"
"NBPF20","100288142"
"ANKFN1","162282"
"DNAAF4","161582"
"RHOC","389"
"RPL23AP32","56969"
"ENPEP","2028"
"AP5B1","91056"
"PPP2R3B","28227"
"LINC01181","379034"
"MIR935","100126325"
"CDK5RAP1","51654"
"HAUS7","55559"
"MYH3","4621"
"UNC5A","90249"
"SNORD116-6","100033418"
"RASSF10","644943"
"ZC3H3","23144"
"CCDC74A","90557"
"QRICH2","84074"
"CLEC3B","7123"
"ZNF837","116412"
"TAPBPL","55080"
"TFAP4","7023"
"ALDH8A1","64577"
"PA2G4P4","647033"
"LOC105375429","105375429"
"CAPN10","11132"
"MAPK11","5600"
"BEAN1","146227"
"RABL2A","11159"
"ADIRF","10974"
"NBPF14","25832"
"LOC100287944","100287944"
"SNORD115-32","100033806"
"CNOT3","4849"
"IRF9","10379"
"WDR27","253769"
"DEF6","50619"
"CDRT4","284040"
"JAG1","182"
"INPP5B","3633"
"SAT1","6303"
"TMEM134","80194"
"LINC02350","105370059"
"PCDHB15","56121"
"DLK2","65989"
"ERICH6","131831"
"DCN","1634"
"CUZD1","50624"
"WDR86","349136"
"ARID3A","1820"
"FAM66B","100128890"
"B4GALNT4","338707"
"B3GALT4","8705"
"KLHL17","339451"
"SYN3","8224"
"XRCC3","7517"
"LOC101926889","101926889"
"AGAP4","119016"
"ABCG8","64241"
"NAALADL1","10004"
"AKR7A3","22977"
"SIN3B","23309"
"PSPN","5623"
"METTL27","155368"
"LINC01865","105373350"
"TLE2","7089"
"ZNF865","100507290"
"ADGRL4","64123"
"FERMT1","55612"
"LINC01600","154386"
"SEC14L4","284904"
"FBXW9","84261"
"CD8B2","927"
"CD276","80381"
"PARP16","54956"
"MKS1","54903"
"NOS2","4843"
"PGM5","5239"
"SPRY4","81848"
"ARHGEF7-AS2","100874238"
"LPAL2","80350"
"ZNF324","25799"
"EWSAT1","283673"
"TSC2","7249"
"FBXL8","55336"
"NHSL2","340527"
"PTGES2-AS1","389791"
"LAMB2P1","22973"
"TOP1MT","116447"
"ZCCHC18","644353"
"DDX11","1663"
"RREB1","6239"
"KMT2D","8085"
"CIITA","4261"
"KIF22","3835"
"MRPS25","64432"
"GLP1R","2740"
"COL11A2","1302"
"KANTR","102723508"
"GFPT2","9945"
"SCAMP1-AS1","728769"
"NUDT17","200035"
"TPT1-AS1","100190939"
"HK3","3101"
"ADAM15","8751"
"GUSB","2990"
"LOC101930071","101930071"
"CAND2","23066"
"LDLRAD3","143458"
"BRWD1-AS1","100874093"
"SLC25A35","399512"
"SH3BP5-AS1","100505696"
"FOXF2","2295"
"ALDH1L1","10840"
"SYTL4","94121"
"TGIF2","60436"
"TRIP10","9322"
"C2orf92","728537"
"LOC100505978","100505978"
"ANKRD26P3","100101938"
"STAG3","10734"
"PPAN","56342"
"BBC3","27113"
"ATOH8","84913"
"ALOX5","240"
"PCNX3","399909"
"FAM27B","100133121"
"ATAD5","79915"
"HLA-L","3139"
"EP400","57634"
"MRPL45P2","653479"
"TEP1","7011"
"ZZEF1","23140"
"ACOX2","8309"
"SCARNA16","677781"
"ARHGAP9","64333"
"SNORD55","26811"
"KCNC3","3748"
"SPESP1","246777"
"LRRC37B","114659"
"ENDOV","284131"
"MIR124-2","406908"
"ASH1L-AS1","645676"
"SNRK-AS1","100873954"
"RFNG","5986"
"GPATCH8","23131"
"ZC3H12D","340152"
"TRAF3IP3","80342"
"LEMD2","221496"
"LINC02043","102724699"
"TCAF2","285966"
"GDF6","392255"
"INTS1","26173"
"LOC646214","646214"
"CAPN8","388743"
"LOC101929279","101929279"
"BRF1","2972"
"NEBL-AS1","100128511"
"SLC25A37","51312"
"NELFA","7469"
"ZIC4","84107"
"MYL9","10398"
"LINC01431","100505683"
"RAI1","10743"
"LPCAT4","254531"
"RAD51D","5892"
"MRNIP","51149"
"RAB36","9609"
"C3orf20","84077"
"VAV1","7409"
"B3GNTL1","146712"
"MIR6758","102465454"
"THCAT155","100129223"
"RPL32P3","132241"
"ARSI","340075"
"MYD88","4615"
"AOAH","313"
"BAIAP3","8938"
"KDM4B","23030"
"NPTN-IT1","101241892"
"AGAP5","729092"
"TAGLN2","8407"
"RAD54L","8438"
"FLI1","2313"
"ZSWIM8","23053"
"ANO7","50636"
"BAK1","578"
"TP53I11","9537"
"BMS1P1","399761"
"ALOX15P1","100652883"
"TTLL9","164395"
"SNORD116-19","727708"
"GNRH1","2796"
"FOXD4L6","653404"
"KIRREL3-AS3","283165"
"RPPH1","85495"
"PPOX","5498"
"CD40","958"
"HEMK1","51409"
"ATRIP","84126"
"PDLIM4","8572"
"ASB4","51666"
"TINAG","27283"
"NPBWR2","2832"
"BBS1","582"
"RHBDD3","25807"
"APBB3","10307"
